CODE,aprcflag
2013.1.00886.S,U
2013.1.01251.S,U
2013.1.00706.S,U
2013.1.01055.S,U
2013.1.00558.S,U
2013.1.00267.S,U
2013.1.00997.S,U
2013.1.01025.S,U
2013.1.00900.S,U
2013.1.00642.S,U
2013.1.00852.S,U
2013.1.01077.S,U
2013.1.00887.S,U
2013.1.00709.S,U
2013.1.00482.S,U
2013.1.00671.S,U
2013.1.01325.S,U
2013.1.00829.S,U
2013.1.00865.S,U
2013.1.01229.S,U
2013.1.00005.S,U
2013.1.00135.S,U
2013.1.00596.S,U
2013.1.00759.S,U
2013.1.01169.S,U
2013.1.01190.S,U
2013.1.00758.S,U
2013.1.01304.S,U
2013.1.01141.S,U
2013.1.00511.S,U
2013.1.00443.S,U
2013.1.01199.S,U
2013.1.01276.S,U
2013.1.00605.S,U
2013.1.00891.S,U
2013.1.00848.S,U
2013.1.00037.S,U
2013.1.01333.S,U
2013.1.00728.S,U
2013.1.00285.S,U
2013.1.01118.S,U
2013.1.01293.S,U
2013.1.01100.S,U
2013.1.00998.S,U
2013.1.01094.S,U
2013.1.00326.S,U
2013.1.01226.S,U
2013.1.00660.S,U
2013.1.00492.S,U
2013.1.00823.S,U
2013.1.00369.S,U
2013.1.00557.S,U
2013.1.01011.S,U
2013.1.00956.S,U
2013.1.00230.S,U
2013.1.00419.S,U
2013.1.01203.S,U
2013.1.00434.S,U
2013.1.01323.S,U
2013.1.00353.S,U
2013.1.01381.S,U
2013.1.01208.S,U
2013.1.00330.S,U
2013.1.01063.S,U
2013.1.01290.S,U
2013.1.00016.S,U
2013.1.00174.S,U
2013.1.01363.S,U
2013.1.00875.S,U
2013.1.00085.S,U
2013.1.00863.S,U
2013.1.00939.S,U
2013.1.00888.S,U
2013.1.01120.S,U
2013.1.00466.S,U
2013.1.00935.S,U
2013.1.00097.S,U
2013.1.01128.S,U
2013.1.01291.S,U
2013.1.01306.S,U
2013.1.00730.S,U
2013.1.00809.S,U
2013.1.01386.S,U
2013.1.00169.S,U
2013.1.01315.S,U
2013.1.00030.S,U
2013.1.00501.S,U
2013.1.01184.S,U
2013.1.00808.S,U
2013.1.00154.S,U
2013.1.00695.S,U
2013.1.00942.S,U
2013.1.00769.S,U
2013.1.01133.S,U
2013.1.01217.S,U
2013.1.01245.S,U
2013.1.00143.S,U
2013.1.01196.S,U
2013.1.01377.S,U
2013.1.00846.S,U
2013.1.00194.S,U
2013.1.01079.S,U
2013.1.00959.S,U
2013.1.01337.S,U
2013.1.00625.S,U
2013.1.00974.S,U
2013.1.00646.S,U
2013.1.01038.S,U
2013.1.00460.S,U
2013.1.00822.S,U
2013.1.00837.S,U
2013.1.01384.S,U
2013.1.01373.S,U
2013.1.00792.S,U
2013.1.01340.S,U
2013.1.00237.S,U
2013.1.01321.S,U
2013.1.00570.S,U
2013.1.00572.S,U
2013.1.00245.S,U
2013.1.00377.S,U
2013.1.00674.T,U
2013.1.00899.S,U
2013.1.00970.S,U
2013.1.01197.S,U
2013.1.00079.S,U
2013.1.01176.S,U
2013.1.00800.S,U
2013.1.00926.S,U
2013.1.00239.S,U
2013.1.01210.S,U
2013.1.00322.S,U
2013.1.01250.S,U
2013.1.01303.S,U
2013.1.00290.S,U
2013.1.00315.S,U
2013.1.00072.S,U
2013.1.00982.S,U
2013.1.00775.S,U
2013.1.00936.T,U
2013.1.00619.T,U
2013.1.00599.S,U
2013.1.00835.S,U
2013.1.01000.S,U
2013.1.00009.S,U
2013.1.01350.S,U
2013.1.00741.S,U
2013.1.00677.S,U
2013.1.00494.S,U
2013.1.00607.S,U
2013.1.00820.S,U
2013.1.00560.S,U
2013.1.01087.S,U
2013.1.00294.S,U
2013.1.00132.S,U
2013.1.00043.S,U
2013.1.00683.S,U
2013.1.00984.S,U
2013.1.00300.S,U
2013.1.01244.S,O
2013.1.00565.S,O
2013.1.01137.S,O
2013.1.01048.S,O
2013.1.00382.S,O
2013.1.00673.S,O
2013.1.01080.S,O
2013.1.00173.S,O
2013.1.00309.S,O
2013.1.01012.S,O
2013.1.01219.S,O
2013.1.01395.S,O
2013.1.00747.S,O
2013.1.00881.S,O
2013.1.00611.S,O
2013.1.00729.S,O
2013.1.00223.S,O
2013.1.00920.S,O
2013.1.00593.S,O
2013.1.00106.S,O
2013.1.00765.S,O
2013.1.01131.S,O
2013.1.00138.S,O
2013.1.01045.S,O
2013.1.00637.S,O
2013.1.00277.S,O
2013.1.01288.S,O
2013.1.00976.S,I
2013.1.00754.S,I
2013.1.00883.S,I
2013.1.00299.S,I
2013.1.01222.S,I
2013.1.00748.S,I
2013.1.01162.S,I
2013.1.00335.S,I
2013.1.01313.S,I
2013.1.00003.S,I
2013.1.00045.S,I
2013.1.01028.S,I
2013.1.00410.S,I
2013.1.00573.S,I
2013.1.00181.S,I
2013.1.00921.S,I
2013.1.00841.S,I
2013.1.00044.S,I
2013.1.00722.S,I
2013.1.01030.S,I
2013.1.01146.S,I
2013.1.00027.S,I
2013.1.00057.S,I
2013.1.00517.S,I
2013.1.00069.S,I
2013.1.00439.S,I
2013.1.00324.S,I
2013.1.01098.S,I
2013.1.01284.S,I
2013.1.00796.S,I
2013.1.01343.S,I
2013.1.00789.S,I
2013.1.00241.T,I
