CODE	Executive	SB_name	SB_uid	State	Priority	Array	reqExecs	qaa	qab	status	
2012.1.00870.S	NA 	LkCa_15_329_12m_C32-6 	uid://A002/X628157/Xc4 	READY 	HIGHEST 	C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00870.S	NA 	LkCa_15_337_12m_C32-6 	uid://A002/X5d7935/X228 	READY 	HIGHEST 	C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00870.S	NA 	Southern_329_12m_C32-6 	uid://A002/X628157/Xc3 	READY 	HIGHEST 	C32-6 	2 	0 	0	Carry over	
2012.1.00870.S	NA 	Southern_337_12m_C32-6 	uid://A002/X5d7935/X226 	READY 	HIGHEST 	C32-6 	2 	0 	0	Carry over	
2012.1.00882.S	EU 	ULAS_J1120+0641 	uid://A002/X5a9a13/X530 	READY 	HIGHEST 	C32-5,C32-6 	2 	0 	0	Carry over	
2012.1.00885.S	EU 	ClJ1448+0856_B3 	uid://A002/X609170/X17 	READY 	HIGHEST 	C32-5,C32-6 	3 	0 	0	Carry over	
2012.1.00885.S	EU 	ClJ1448+0856_B7_mosaic 	uid://A002/X609170/X18 	READY 	HIGHEST 	C32-2,C32-3 	3 	2 	2	Carry over	
2012.1.00900.S	EU 	NGC1377_b7 	uid://A002/X5d7935/X20e 	READY 	HIGHEST 	C32-6 	1 	0 	0	Carry over	
2012.1.00940.S	EA 	CO_-0.40-0.22 - Science 	uid://A002/X6444ba/X1d 	READY 	HIGHEST 	TP-ARRAY 	3 	0 	0	Carry over	
2012.1.00940.S	EA 	query - Amp Cal CO 	uid://A002/X6444ba/X1c 	READY 	HIGHEST 	TP-ARRAY 	3 	0 	0	Carry over	
2012.1.00940.S	EA 	query - Amp Cal HCN 	uid://A002/X6444ba/X18 	READY 	HIGHEST 	TP-ARRAY 	3 	0 	0	Carry over	
2012.1.00945.S	EA 	L1551_IRS5_12m_C32-4 	uid://A002/X7d1738/X8c 	READY 	HIGHEST 	C32-4 	4 	0 	0	Carry over	
2012.1.00945.S	EA 	L1551_IRS5_7m 	uid://A002/X7d1738/X8d 	READY 	HIGHEST 	SEVEN-M 	12 	1 	1	Carry over	
2012.1.00973.S	OTHER 	Multi-source_highV 	uid://A002/X5eed86/X7c 	READY 	HIGHEST 	C32-2 	2 	1 	1	Carry over	
2012.1.00973.S	OTHER 	Multi-source_lowV 	uid://A002/X5eed86/X7d 	READY 	HIGHEST 	C32-2 	2 	1 	1	Carry over	
2012.1.00973.S	OTHER 	SDP.3132_highV 	uid://A002/X5eed86/X7b 	READY 	HIGHEST 	C32-2 	2 	1 	1	Carry over	
2012.1.00973.S	OTHER 	SDP.5526_lowV 	uid://A002/X5eed86/X7e 	READY 	HIGHEST 	C32-2 	2 	1 	1	Carry over	
2012.1.00978.S	EU 	AzTEC-1 	uid://A002/X7fb989/X80 	READY 	HIGHEST 	C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00978.S	EU 	AzTEC-159 	uid://A002/X7fb989/X82 	READY 	HIGHEST 	C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00978.S	EU 	AzTEC-5 	uid://A002/X7fb989/X7f 	READY 	HIGHEST 	C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00978.S	EU 	GISMO-AK03-B7-12m 	uid://A002/X7fb989/X84 	READY 	HIGHEST 	C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00978.S	EU 	J1000+0234 	uid://A002/X7fb989/X83 	READY 	HIGHEST 	C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00979.S	EA 	Multi-source_CII 	uid://A002/X5d7935/X3c5 	READY 	HIGHEST 	C32-1,C32-2 	1 	0 	0	Carry over	
2012.1.00983.S	CL 	GOODS-H_a_12m_B7_repeat_x2 	uid://A002/X7d1738/X164 	READY 	HIGHEST 	C32-6 	2 	0 	0	Carry over	
2012.1.00983.S	CL 	GOODS-H_b_12m_B7_repeat_x1 	uid://A002/X7d1738/X165 	READY 	HIGHEST 	C32-6 	1 	0 	0	Carry over	
2012.1.00983.S	CL 	GOODS-H_c_12m_B7_repeat_x2 	uid://A002/X7d1738/X166 	READY 	HIGHEST 	C32-6 	2 	0 	0	Carry over	
2012.1.00984.S	NA 	II_Zw_40_115_12m_C32-6 	uid://A002/X5d50dc/X1 	READY 	HIGHEST 	C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00984.S	NA 	II_Zw_40_231_12m_C32-456 	uid://A002/X5d50dc/X2 	READY 	HIGHEST 	C32-5 	1 	0 	0	Carry over	
2012.1.00984.S	NA 	II_Zw_40_691_12m_C32-12 	uid://A002/X5d50dc/X4 	READY 	HIGHEST 	C32-2 	1 	0 	0	Carry over	
2012.1.00994.S	EU 	SPT_0125-50 	uid://A002/X684eb5/Xdd 	READY 	HIGHEST 	C32-1,C32-2 	3 	2 	2	Carry over	
2012.1.00997.S	EU 	HH212_b7_repeat_x3 	uid://A002/X6ac013/X9 	READY 	HIGHEST 	C32-5 	3 	0 	0	Carry over	
2012.1.00997.S	EU 	HH212_b9_repeat_x1 	uid://A002/X6ac013/X8 	READY 	HIGHEST 	C32-4,C32-5 	1 	0 	0	Carry over	
2012.1.01000.S	EA 	NGC4038_a_B3_12m 	uid://A002/X7fb989/X22 	READY 	HIGHEST 	C32-6 	1 	0 	0	Carry over	
2012.1.01000.S	EA 	NGC4038_b_B3_12m 	uid://A002/X7fb989/X23 	READY 	HIGHEST 	C32-6 	1 	0 	0	Carry over	
2012.1.01000.S	EA 	NGC4038_c_B3_12m 	uid://A002/X7fb989/X24 	READY 	HIGHEST 	C32-6 	1 	0 	0	Carry over	
2012.1.01004.S	EA 	NGC1808_Band3_TP_AmpCal 	uid://A002/X5d7935/X342 	READY 	HIGHEST 	TP-ARRAY 	3 	0 	1	Carry over	
2012.1.01011.S	EU 	Oph_B-11_B3_12m 	uid://A002/X6444ba/Xb6 	READY 	HIGHEST 	C32-6 	2 	0 	0	Carry over	
2012.1.01011.S	EU 	Oph_B-11_B9 	uid://A002/X6444ba/Xb7 	READY 	HIGHEST 	C32-1,C32-2 	1 	0 	0	Carry over	
2012.1.01011.S	EU 	Oph_B11_TP_Amp_Cal_Titan 	uid://A002/X788a57/X87 	READY 	HIGHEST 	TP-ARRAY 	3 	0 	1	Carry over	
2012.1.01020.S	EA 	Multi-source-b9cont 	uid://A002/X5a9a13/X675 	READY 	HIGHEST 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.01022.S	NA 	IIZw96_332GHz_12m_C32-6 	uid://A002/X7fb989/X48 	READY 	HIGHEST 	C32-6 	1 	0 	0	Carry over	
2012.1.01029.S	EU 	Eyelash_B7_extended 	uid://A002/X5eed86/Xcf 	READY 	HIGHEST 	C32-6 	1 	0 	0	Carry over	
2012.1.01029.S	EU 	Eyelash_B9_extended 	uid://A002/X5eed86/Xcc 	READY 	HIGHEST 	C32-6 	1 	0 	0	Carry over	
2012.1.01057.S	EA 	NGC_2264_CMM3_linesLSB 	uid://A002/X7d1738/X192 	READY 	HIGHEST 	C32-6 	2 	0 	0	Carry over	
2012.1.01057.S	EA 	NGC_2264_CMM3_linesUSB 	uid://A002/X7d1738/X191 	READY 	HIGHEST 	C32-6 	2 	0 	0	Carry over	
2012.1.00064.S	EU 	Titan_B6_12m_C32-3 	uid://A002/X5d7935/X17b 	SUSPENDED 	HIGHEST 	C32-3,C32-4,C32-5,C32-6 	6 	1 	1	Carry over	
2012.1.00080.S	EA 	query - Amp Cal 	uid://A002/X6444ba/X9 	SUSPENDED 	HIGHEST 	TP-ARRAY 	1 	0 	0	Carry over	
2012.1.00123.S	NA 	BN_354_12m_C32-5 	uid://A002/X5ce05d/X73 	SUSPENDED 	HIGHEST 	C32-6 	1 	0 	0	Carry over	
2012.1.00139.S	EA 	Multi-source-B7a 	uid://A002/X5a9a13/Xe0 	SUSPENDED 	HIGHEST 	C32-3,C32-4,C32-5,C32-6 	3 	2 	2	Carry over	
2012.1.00143.S	EU 	C2011_L4_day_B6 	uid://A002/X5a9a13/X560 	SUSPENDED 	HIGHEST 	C32-5,C32-6 	6 	0 	0	Carry over	
2012.1.00143.S	EU 	C2011_L4_day_B7 	uid://A002/X5a9a13/X55f 	SUSPENDED 	HIGHEST 	C32-4,C32-5,C32-6 	6 	0 	0	Carry over	
2012.1.00143.S	EU 	Do not use 	uid://A002/X5a9a13/X561 	SUSPENDED 	HIGHEST 	C32-4,C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00196.S	NA 	L694-2_372_12m_C32-2 	uid://A002/X5a9a13/X148 	SUSPENDED 	HIGHEST 	C32-2,C32-3 	1 	0 	0	Carry over	
2012.1.00382.S	CL 	HH46-47 CO(1-0)- TP 	uid://A002/X788a57/X91 	SUSPENDED 	HIGHEST 	TP-ARRAY 	7 	0 	0	Carry over	
2012.1.00382.S	CL 	query - Amp Cal TP HH46-47 CO(1-0) 	uid://A002/X788a57/X90 	SUSPENDED 	HIGHEST 	TP-ARRAY 	15 	0 	0	Carry over	
2012.1.00385.S	EU 	eta_Corvi 	uid://A002/X6b0cc1/Xa0 	SUSPENDED 	HIGHEST 	C32-1,C32-2 	6 	2 	2	Carry over	
2012.1.00411.S	EU 	Comet_SetupA_B7_12m 	uid://A002/X5d7935/X1ad 	SUSPENDED 	HIGHEST 	C32-2 	1 	0 	0	Carry over	
2012.1.00422.S	NA 	TW_Hya_330_12m_C32-3456 	uid://A002/X5ce05d/X2 	SUSPENDED 	HIGHEST 	C32-4,C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00426.S	NA 	PG1241_643_12m_C32-123456 	uid://A002/X5d7935/Xb 	SUSPENDED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00498.S	NA 	Multi-sourcef1_343_12m_C32-4 	uid://A002/X5ce05d/X86 	SUSPENDED 	HIGHEST 	C32-4,C32-5 	1 	0 	0	Carry over	
2012.1.00550.S	CL 	IRAS16547-4247_12m_B7_repeat_x1_a 	uid://A002/X7d1738/X105 	SUSPENDED 	HIGHEST 	C32-6 	1 	0 	0	Carry over	
2012.1.00596.S	NA 	PKS0215+015_699_12m_C32-3 	uid://A002/X5ce05d/Xec 	SUSPENDED 	HIGHEST 	C32-4,C32-5 	1 	0 	0	Carry over	
2012.1.00628.T	NA 	Sgr_A_star_338GHz_12m_C32-123456 	uid://A002/X5a9a13/X78b 	SUSPENDED 	HIGHEST 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00628.T	NA 	Sgr_A_star_A_225GHz_12m_C32-3456 	uid://A002/X5a9a13/X789 	SUSPENDED 	HIGHEST 	C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00628.T	NA 	Sgr_A_star_B_254GHz_12m_C32-23456 	uid://A002/X5a9a13/X78a 	SUSPENDED 	HIGHEST 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00635.S	NA 	Aug_SgrA_352-216_12m_C32-any 	uid://A002/X6444ba/X134 	SUSPENDED 	HIGHEST 	C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00635.S	NA 	Do not use 	uid://A002/X79f8ed/X3d 	SUSPENDED 	HIGHEST 	C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00635.S	NA 	Oct_SgrA_352-216_12m_C32-any 	uid://A002/X6444ba/X136 	SUSPENDED 	HIGHEST 	C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00635.S	NA 	Sep_SgrA_352-216_12m_C32-any 	uid://A002/X6444ba/X135 	SUSPENDED 	HIGHEST 	C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.00650.S	EU 	M74_TP_science 	uid://A002/X5a9a13/X577 	SUSPENDED 	HIGHEST 	TP-ARRAY 	12 	0 	0	Carry over	
2012.1.00683.S	CL 	MagBridge_A-12m-Cont1mm 	uid://A002/X74fe5d/X31 	SUSPENDED 	HIGHEST 	C32-2,C32-3 	1 	0 	0	Carry over	
2012.1.00712.S	EU 	IRAS_16293-2422_B6_1 	uid://A002/X609170/X143 	SUSPENDED 	HIGHEST 	C32-4,C32-5 	2 	1 	1	Carry over	
2012.1.00775.S	EU 	850um_continuum_all 	uid://A002/X5d7935/X195 	SUSPENDED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	3 	2 	2	Carry over	
2012.1.00853.S	NA 	Io_337GHz_12m_C32-56 	uid://A002/X5a279f/X2 	SUSPENDED 	HIGHEST 	C32-6 	3 	0 	0	Carry over	
2012.1.00900.S	EU 	NGC1377_b9 	uid://A002/X5d7935/X20f 	SUSPENDED 	HIGHEST 	C32-4,C32-5 	1 	0 	0	Carry over	
2012.1.00940.S	EA 	CO_-0.40-0.22 HCN - Science 	uid://A002/X6444ba/X19 	SUSPENDED 	HIGHEST 	TP-ARRAY 	3 	0 	0	Carry over	
2012.1.00993.S	NA 	uv_cet_Band3_12m_C32-5 	uid://A002/X7fb989/Xaa 	SUSPENDED 	HIGHEST 	C32-5,C32-6 	1 	0 	0	Carry over	
2012.1.01004.S	EA 	NGC1808_Band3_TP 	uid://A002/X5d7935/X343 	SUSPENDED 	HIGHEST 	TP-ARRAY 	3 	0 	3	Carry over	
2012.1.01011.S	EU 	Oph_B-11_B7_12m 	uid://A002/X6444ba/Xb1 	SUSPENDED 	HIGHEST 	C32-2,C32-3,C32-4 	2 	1 	1	Carry over	
2012.1.01011.S	EU 	Oph_B-11_Science_TP 	uid://A002/X6444ba/Xb4 	SUSPENDED 	HIGHEST 	TP-ARRAY 	3 	0 	0	Carry over	
2012.1.01011.S	EU 	Oph_B11_TP_Science 	uid://A002/X788a57/X88 	SUSPENDED 	HIGHEST 	TP-ARRAY 	3 	0 	2	Carry over	
2012.1.01011.S	EU 	do_not_use_tp_amp_cal 	uid://A002/X6444ba/Xb3 	SUSPENDED 	HIGHEST 	TP-ARRAY 	3 	0 	0	Carry over	
2012.1.01029.S	EU 	Eyelash_B7_compact 	uid://A002/X5eed86/Xce 	SUSPENDED 	HIGHEST 	C32-2 	1 	0 	0	Carry over	
2012.1.01029.S	EU 	Eyelash_B9_compact 	uid://A002/X5eed86/Xcd 	SUSPENDED 	HIGHEST 	C32-2 	1 	0 	0	Carry over	
2012.1.01069.S	NA 	HOPS_230_12m_CS32-12 	uid://A002/X67ccb6/X33 	SUSPENDED 	HIGHEST 	C32-1,C32-2 	2 	1 	1	Carry over	
2012.1.01123.S	EA 	Venus 	uid://A002/X6802f4/Xc 	SUSPENDED 	HIGHEST 	C32-1 	1 	0 	0	Carry over	
2012.1.00368.S	NA 	Serpens_Main_245GHz_12m_C32-1 	uid://A002/X628157/X26 	VERIFIED 	HIGHEST 	C32-1,C32-2 	1 	1 	1	Done	
2012.1.00603.S	EA 	N166_12m 	uid://A002/X6f9b0f/Xbb 	VERIFIED 	HIGHEST 	C32-2,C32-3 	1 	1 	1	Done	
2012.A.00033.S	NA 	ISON_346_12m_Epoch2 	uid://A002/X6f9b0f/X153 	DELETED 	UNDEFINED 	C32-4,C32-5 	1 	0 	0	Deleted	
2012.A.00033.S	NA 	ISON_346_12m_Epoch3 	uid://A002/X6f9b0f/X154 	DELETED 	UNDEFINED 	C32-4,C32-5 	1 	0 	0	Deleted	
2012.A.00033.S	NA 	ISON_351_12m_Epoch2_Part2 	uid://A002/X6f9b0f/X1f1 	DELETED 	UNDEFINED 	C32-4,C32-5 	1 	0 	0	Deleted	
2012.A.00033.S	NA 	ISON_351_12m_Epoch3_Part2 	uid://A002/X6f9b0f/X1f2 	DELETED 	UNDEFINED 	C32-4,C32-5 	1 	0 	0	Deleted	
2012.A.00020.S	NA 	CometLemmon_339_12m 	uid://A002/X639a2a/X25 	DELIVERED 	UNDEFINED 	C32-4,C32-5 	1 	2 	2	Done	
2012.A.00020.S	NA 	CometLemmon_362_12m 	uid://A002/X639a2a/X26 	DELIVERED 	UNDEFINED 	C32-4,C32-5 	1 	4 	4	Done	
2012.A.00033.S	NA 	ISON_346_12m_Epoch1 	uid://A002/X6f9b0f/X152 	DELIVERED 	UNDEFINED 	C32-4,C32-5 	2 	3 	3	Done	
2012.A.00033.S	NA 	ISON_351_12m_Epoch1_Part2 	uid://A002/X6f9b0f/X1f0 	DELIVERED 	UNDEFINED 	C32-4,C32-5 	1 	2 	2	Done	
2012.A.00040.S	EU 	BDF-3299 	uid://A002/X7f285c/X15 	DELIVERED 	UNDEFINED 	C32-4,C32-5 	4 	4 	4	Done	
2012.A.00041.S	EU 	UO_ALMA_1 	uid://A002/X7fb989/Xb6 	FULLYOBSERVED 	UNDEFINED 	C32-4,C32-5,C32-6 	1 	1 	1	Done, going through QA2, may be carried over	
2012.A.00028.S	EA 	SDF1100.001 	uid://A002/X6f9b0f/X15e 	VERIFIED 	UNDEFINED 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
