CODE	Executive	SB_name	SB_uid	State	Priority	Array	reqExecs	qaa	qab	status	
2012.1.00019.S	EU 	DO_NOT_RUN_B6_Cen_A_13CO2-1_TP_AmpCal 	uid://A002/X6444ba/X7a 	DELETED 	FILLER 	TP-ARRAY 	9 	0 	0	Deleted	
2012.1.00019.S	EU 	DO_NOT_RUN_B6_Cen_A_13CO2-1_TP_Science 	uid://A002/X6444ba/X7b 	DELETED 	FILLER 	TP-ARRAY 	9 	0 	0	Deleted	
2012.1.00323.S	EU 	B7_ISM_CI2-1 	uid://A002/X67ccb6/Xc 	DELETED 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	3 	0 	0	Deleted	
2012.1.00333.S	EU 	DO NOT OBSERVE 	uid://A002/X6802f4/X12 	DELETED 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Deleted	
2012.1.00019.S	EU 	B6_Cen_A_13CO2-1_7m 	uid://A002/X6444ba/X79 	DELIVERED 	FILLER 	SEVEN-M 	3 	3 	3	Done	
2012.1.00039.S	EU 	B6_MRC1017-220_group 	uid://A002/X75fbd6/X6b 	DELIVERED 	FILLER 	C32-4,C32-5 	1 	1 	1	Done	
2012.1.00248.S	EU 	HD101584_sg1_b6_12m 	uid://A002/X684eb5/X26a 	DELIVERED 	FILLER 	C32-5 	1 	1 	1	Done	
2012.1.00261.S	EU 	Bullet_Cluster_B6_2 	uid://A002/X6444ba/X9f 	DELIVERED 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	2 	2 	2	Done	
2012.1.00323.S	EU 	B3_ISM_CO2-1 	uid://A002/X67ccb6/X9 	DELIVERED 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00323.S	EU 	B6_ISM_CI1-0 	uid://A002/X67ccb6/Xa 	DELIVERED 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00323.S	EU 	B6_ISM_CO4-3 	uid://A002/X67ccb6/Xb 	DELIVERED 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00333.S	EU 	47_Tuc_B6_12m 	uid://A002/X6f9b0f/X106 	DELIVERED 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00391.S	EU 	ULASJ1319_1_B7_12m 	uid://A002/X609170/X41 	DELIVERED 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	2 	3 	3	Done	
2012.1.00391.S	EU 	ULAS_J1319_2_B7_12m 	uid://A002/X609170/X42 	DELIVERED 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	2 	2 	2	Done	
2012.1.00532.S	EU 	LMC_N11B_12m_B3_repeat_x1 	uid://A002/X75fbd6/X123 	DELIVERED 	FILLER 	C32-3,C32-4 	1 	2 	2	Done	
2012.1.00532.S	EU 	LMC_N11B_7m_B3_repeat_x3 	uid://A002/X75fbd6/X124 	DELIVERED 	FILLER 	SEVEN-M 	3 	3 	3	Done	
2012.1.00536.S	NA 	MSDM80+3_283_12m 	uid://A002/X5d7935/X383 	DELIVERED 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00759.S	EA 	VV219_7m_B3 	uid://A002/X758152/X40 	DELIVERED 	FILLER 	SEVEN-M 	3 	3 	3	Done	
2012.1.00919.S	NA 	GALEX0959+0151_92_12m_C32-2 	uid://A002/X609170/X22 	DELIVERED 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00919.S	NA 	GALEX1000+0157_91_12m_C32-2 	uid://A002/X609170/X24 	DELIVERED 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	2 	2 	2	Done	
2012.1.00919.S	NA 	GALEX1000+0201_91_12m_C32-2 	uid://A002/X609170/X23 	DELIVERED 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	2 	2 	2	Done	
2012.1.00952.S	EA 	Multi-source-pacs819 	uid://A002/X5d7935/X29b 	DELIVERED 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00955.S	CL 	HD149757_B3 	uid://A002/X684eb5/X135 	DELIVERED 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00955.S	CL 	HD66811_B3 	uid://A002/X684eb5/X132 	DELIVERED 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00955.S	CL 	HD66811_B6 	uid://A002/X684eb5/X133 	DELIVERED 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00955.S	CL 	HD66811_B7 	uid://A002/X684eb5/X134 	DELIVERED 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.01080.S	CL 	B3-GAMA09 	uid://A002/X75fbd6/X83 	DELIVERED 	FILLER 	C32-2 	1 	1 	1	Done	
2012.1.01080.S	CL 	B3-GAMA12 	uid://A002/X75fbd6/X84 	DELIVERED 	FILLER 	C32-2 	2 	2 	2	Done	
2012.1.01080.S	CL 	B3-GAMA15 	uid://A002/X75fbd6/X85 	DELIVERED 	FILLER 	C32-2,C32-3 	1 	2 	2	Done	
2012.1.01111.S	CL 	MACS0329_z1_B6_repeat_x1 	uid://A002/X75fbd6/X132 	DELIVERED 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00060.S	NA 	NGC300_100GHz_12m_C32-5 	uid://A002/X639a2a/X1 	FULLYOBSERVED 	FILLER 	C32-5 	1 	1 	1	Done, going through QA2, not carried over	
2012.1.00238.S	EA 	Fomalhaut 	uid://A002/X7fb989/Xb 	FULLYOBSERVED 	FILLER 	C32-4 	5 	5 	5	Done, going through QA2, not carried over	
2012.1.00335.S	EA 	N55_7m 	uid://A002/X75fbd6/X28 	FULLYOBSERVED 	FILLER 	SEVEN-M 	6 	6 	6	Done, going through QA2, not carried over	
2012.1.00387.S	EA 	G33.92+0.11_12m 	uid://A002/X6444ba/X4e 	FULLYOBSERVED 	FILLER 	C32-4 	1 	1 	1	Done, going through QA2, not carried over	
2012.1.00387.S	EA 	G33.92+0.11_7m 	uid://A002/X6444ba/X4f 	FULLYOBSERVED 	FILLER 	SEVEN-M 	4 	4 	4	Done, going through QA2, not carried over	
2012.1.00536.S	NA 	Multi-source 	uid://A002/X609170/X152 	FULLYOBSERVED 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	2 	2 	2	Done, going through QA2, not carried over	
2012.1.00564.S	NA 	Her3_280GHz_7m 	uid://A002/X758152/X2f 	FULLYOBSERVED 	FILLER 	SEVEN-M 	1 	1 	1	Done, going through QA2, not carried over	
2012.1.00608.S	EA 	12m AZ1-24 	uid://A002/X74fe5d/X1d 	FULLYOBSERVED 	FILLER 	C32-4,C32-5,C32-6 	1 	1 	1	Done, going through QA2, not carried over	
2012.1.00608.S	EA 	12m AZ27-54 	uid://A002/X74fe5d/X1e 	FULLYOBSERVED 	FILLER 	C32-4,C32-5,C32-6 	1 	1 	1	Done, going through QA2, not carried over	
2012.1.00608.S	EA 	12m AZ55-100 	uid://A002/X74fe5d/X1f 	FULLYOBSERVED 	FILLER 	C32-4,C32-5,C32-6 	1 	1 	1	Done, going through QA2, not carried over	
2012.1.00681.S	NA 	hd_163296_279GHz_12m_C32-2 	uid://A002/X684eb5/X243 	FULLYOBSERVED 	FILLER 	C32-3,C32-4 	1 	1 	1	Done, going through QA2, not carried over	
2012.1.00698.S	NA 	HD141569_346GHz_12m_C32-3 	uid://A002/X684eb5/X237 	FULLYOBSERVED 	FILLER 	C32-4,C32-5 	2 	2 	2	Done, going through QA2, not carried over	
2012.1.00759.S	EA 	VV219_7m_B7 	uid://A002/X758152/X44 	FULLYOBSERVED 	FILLER 	SEVEN-M 	3 	3 	3	Done, going through QA2, not carried over	
2012.1.00759.S	EA 	VV219_D1_7m 	uid://A002/X758152/X48 	FULLYOBSERVED 	FILLER 	SEVEN-M 	3 	3 	3	Done, going through QA2, not carried over	
2012.1.00759.S	EA 	VV219_D2_7m 	uid://A002/X758152/X4c 	FULLYOBSERVED 	FILLER 	SEVEN-M 	3 	3 	3	Done, going through QA2, not carried over	
2012.1.00058.S	NA 	Arp220_345GHz_12m 	uid://A002/X684eb5/X14d 	NO_STATE 	FILLER 	C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00058.S	NA 	Arp220_644GHz_12m 	uid://A002/X684eb5/X158 	NO_STATE 	FILLER 	C32-4,C32-5 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00157.S	CL 	IRAS_19115_B3_12m 	uid://A002/X7fb989/X75 	NO_STATE 	FILLER 	C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00157.S	CL 	IRAS_19115_B7_12m 	uid://A002/X7fb989/X76 	NO_STATE 	FILLER 	C32-3,C32-4 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00357.S	NA 	NGC2207 	uid://A002/X75fbd6/X10a 	NO_STATE 	FILLER 	C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00357.S	NA 	ic2163 	uid://A002/X75fbd6/X10b 	NO_STATE 	FILLER 	C32-4,C32-5 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00440.S	NA 	IRAS13481_346_12m_C32-6 	uid://A002/X6b0cc1/Xad 	NO_STATE 	FILLER 	C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00503.S	NA 	TaurusGrp1_230_12m_C32-6 	uid://A002/X684eb5/X1ce 	NO_STATE 	FILLER 	C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00503.S	NA 	TaurusGrp2_230_12m_C32-56 	uid://A002/X684eb5/X1cf 	NO_STATE 	FILLER 	C32-5,C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00503.S	NA 	TaurusGrp3_230_12m_CS32-5 	uid://A002/X684eb5/X1d0 	NO_STATE 	FILLER 	C32-5 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00503.S	NA 	TaurusGrp4_230_12m_CS32-5 	uid://A002/X684eb5/X1d1 	NO_STATE 	FILLER 	C32-5 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00503.S	NA 	TaurusGrp5_230_12m_C32-5 	uid://A002/X684eb5/X1d2 	NO_STATE 	FILLER 	C32-5 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00571.S	NA 	G11.92-0.61_291GHz_12m_C32-4 	uid://A002/X684eb5/X251 	NO_STATE 	FILLER 	C32-5 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00571.S	NA 	G19.01-0.03_291GHz_12m_C32-4 	uid://A002/X684eb5/X252 	NO_STATE 	FILLER 	C32-5 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00571.S	NA 	G35.03+0.35_291GHz_12m_C32-4 	uid://A002/X684eb5/X253 	NO_STATE 	FILLER 	C32-5,C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00632.S	NA 	2M1207_345GHz_12m_C32-6 	uid://A002/X684eb5/X1c6 	NO_STATE 	FILLER 	C32-4,C32-5 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00726.S	CL 	HD_142527_331GHz_12m 	uid://A002/X6b0cc1/X3 	NO_STATE 	FILLER 	C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00726.S	CL 	HD_142527_347GHz_12m 	uid://A002/X6b0cc1/X4 	NO_STATE 	FILLER 	C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00726.S	CL 	HD_142527_691GHz_12m 	uid://A002/X6b0cc1/X5 	NO_STATE 	FILLER 	C32-5 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00731.S	NA 	03h18m_352GHz_12m 	uid://A002/X6b0cc1/X2a 	NO_STATE 	FILLER 	C32-4,C32-5 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00731.S	NA 	09h00m_352GHz_12m 	uid://A002/X6b0cc1/X27 	NO_STATE 	FILLER 	C32-5,C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00731.S	NA 	11h30m_352GHz_12m 	uid://A002/X6b0cc1/X28 	NO_STATE 	FILLER 	C32-5,C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00731.S	NA 	14h50m_352GHz_12m 	uid://A002/X6b0cc1/X29 	NO_STATE 	FILLER 	C32-5 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00731.S	NA 	22h27m_352GHz_12m 	uid://A002/X6b0cc1/X2b 	NO_STATE 	FILLER 	C32-4,C32-5 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00753.S	NA 	MACS0257_101GHz_12m 	uid://A002/X6b0cc1/Xb4 	NO_STATE 	FILLER 	C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00753.S	NA 	MACS0257_257GHz_12m 	uid://A002/X6b0cc1/Xb5 	NO_STATE 	FILLER 	C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00753.S	NA 	MACS0257_334GHz_12m 	uid://A002/X6b0cc1/Xb3 	NO_STATE 	FILLER 	C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.01116.S	NA 	CII158_284GHz_12m 	uid://A002/X6b0cc1/X108 	NO_STATE 	FILLER 	C32-4,C32-5 	UNDEFINED 	0 	0	Observing timed out	
2012.1.01116.S	NA 	CII158_365GHz_12m 	uid://A002/X6b0cc1/X10d 	NO_STATE 	FILLER 	C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.01116.S	NA 	NII205_220GHz_12m 	uid://A002/X6b0cc1/X10c 	NO_STATE 	FILLER 	C32-4,C32-5 	UNDEFINED 	0 	0	Observing timed out	
2012.1.01116.S	NA 	OI145_307GHz_12m 	uid://A002/X6b0cc1/X10b 	NO_STATE 	FILLER 	C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.01116.S	NA 	OI63_707GHz_12m 	uid://A002/X6b0cc1/X10a 	NO_STATE 	FILLER 	C32-2 	UNDEFINED 	0 	0	Observing timed out	
2012.1.01116.S	NA 	OI63_712GHz_12m 	uid://A002/X6b0cc1/X109 	NO_STATE 	FILLER 	C32-2 	UNDEFINED 	0 	0	Observing timed out	
2012.1.01162.S	NA 	IRAS05413_291GHz_12m 	uid://A002/X6b0cc1/X126 	NO_STATE 	FILLER 	C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.01162.S	NA 	IRAS05413_352GHz_12m 	uid://A002/X6b0cc1/X127 	NO_STATE 	FILLER 	C32-6 	UNDEFINED 	0 	0	Observing timed out	
2012.1.00056.S	EU 	PKS1830-211_sb0 	uid://A002/X6444ba/X10c 	PIPELINEPROCESSING 	FILLER 	C32-4,C32-5,C32-6 	2 	2 	2	Done, going through QA2, not carried over	
2012.1.00056.S	EU 	PKS1830-211_sb1 	uid://A002/X6444ba/X10d 	PIPELINEPROCESSING 	FILLER 	C32-4,C32-5,C32-6 	2 	2 	2	Done, going through QA2, not carried over	
2012.1.00056.S	EU 	PKS1830-211_sb3 	uid://A002/X6444ba/X10f 	PIPELINEPROCESSING 	FILLER 	C32-4,C32-5,C32-6 	2 	2 	2	Done, going through QA2, not carried over	
2012.1.00248.S	EU 	HD101584_sg2_alttuning_b6_12m 	uid://A002/X684eb5/X26b 	PIPELINEPROCESSING 	FILLER 	C32-5 	1 	2 	2	Done, going through QA2, not carried over	
2012.1.00261.S	EU 	a1689_B6_2 	uid://A002/X6444ba/X9d 	PIPELINEPROCESSING 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	3 	3 	3	Done, going through QA2, not carried over	
2012.1.00335.S	EA 	N55_12m 	uid://A002/X75fbd6/X27 	PIPELINEPROCESSING 	FILLER 	C32-2,C32-3 	3 	3 	3	Done, going through QA2, not carried over	
2012.1.00566.S	NA 	NGC5253_89GHz_12m 	uid://A002/X684eb5/X9c 	PIPELINEPROCESSING 	FILLER 	C32-2,C32-3 	4 	4 	4	Done, going through QA2, not carried over	
2012.1.00759.S	EA 	VV219_12m_B3 	uid://A002/X758152/X3f 	PIPELINEPROCESSING 	FILLER 	C32-3,C32-4 	1 	1 	1	Done, going through QA2, not carried over	
2012.1.00952.S	EA 	Multi-source-pacs299 	uid://A002/X5d7935/X29c 	PIPELINEPROCESSING 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	5 	5 	5	Done, going through QA2, not carried over	
2012.1.01087.S	EU 	MRC_1138-262 	uid://A002/X7b15a9/X38 	PIPELINEPROCESSING 	FILLER 	C32-4,C32-5 	1 	1 	1	Done, going through QA2, not carried over	
2012.1.00564.S	NA 	Her3_231GHz_12m_C32-1 	uid://A002/X758152/X2d 	QA2_PASS 	FILLER 	C32-1,C32-2 	1 	1 	1	Done	
2012.1.00817.S	EU 	IRAS13120-5453_12m_B7_repeat_x1 	uid://A002/X7fb989/X63 	QA2_PASS 	FILLER 	C32-4,C32-5 	1 	1 	1	Done	
2012.1.00817.S	EU 	IRAS17208-0014_12m_B7_repeat_x1 	uid://A002/X7fb989/X64 	QA2_PASS 	FILLER 	C32-4,C32-5 	1 	1 	1	Done	
2012.1.00014.S	EU 	NGC1266_SC1_B3_repeat_x1 	uid://A002/X75fbd6/X36 	READY 	FILLER 	C32-4,C32-5 	1 	0 	0	Observing timed out	
2012.1.00014.S	EU 	NGC1266_SC2_B3_repeat_x1 	uid://A002/X75fbd6/X37 	READY 	FILLER 	C32-4,C32-5 	1 	0 	0	Observing timed out	
2012.1.00014.S	EU 	NGC1266_SC3_B3_repeat_x1 	uid://A002/X75fbd6/X38 	READY 	FILLER 	C32-4,C32-5 	1 	0 	0	Observing timed out	
2012.1.00014.S	EU 	NGC1266_SC4_B3_repeat_x1 	uid://A002/X75fbd6/X39 	READY 	FILLER 	C32-4,C32-5 	1 	0 	0	Observing timed out	
2012.1.00019.S	EU 	B7_Cen_A_cont_12m 	uid://A002/X6444ba/X7d 	READY 	FILLER 	C32-4,C32-5,C32-6 	2 	1 	1	Observing timed out, send for expedite QA2	
2012.1.00019.S	EU 	B9_Cen_A_cont_12m 	uid://A002/X6444ba/X7e 	READY 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Observing timed out	
2012.1.00022.S	CL 	Source_I_232GHz_12m 	uid://A002/X684eb5/X116 	READY 	FILLER 	C32-3,C32-4,C32-5,C32-6 	2 	0 	0	Observing timed out	
2012.1.00022.S	CL 	Source_I_666GHz_12m 	uid://A002/X684eb5/X115 	READY 	FILLER 	C32-6 	1 	0 	0	Observing timed out	
2012.1.00039.S	EU 	B6_MRC0251-273_group 	uid://A002/X75fbd6/X6a 	READY 	FILLER 	C32-5 	1 	0 	0	Observing timed out	
2012.1.00039.S	EU 	B6_MRC2025-218_group 	uid://A002/X75fbd6/X6c 	READY 	FILLER 	C32-5 	1 	0 	0	Observing timed out	
2012.1.00039.S	EU 	B6_TNJ0121+1320_group 	uid://A002/X75fbd6/X6d 	READY 	FILLER 	C32-5 	1 	0 	0	Observing timed out	
2012.1.00039.S	EU 	B6_TXS0211-122_group 	uid://A002/X75fbd6/X69 	READY 	FILLER 	C32-4,C32-5 	1 	0 	0	Observing timed out	
2012.1.00056.S	EU 	PKS1830-211_sb2 	uid://A002/X6444ba/X10e 	READY 	FILLER 	C32-5,C32-6 	1 	0 	0	Observing timed out	
2012.1.00056.S	EU 	PKS1830-211_sb4 	uid://A002/X6444ba/X110 	READY 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Observing timed out	
2012.1.00060.S	NA 	NGC300-1_231GHz_12m_C32-2 	uid://A002/X639a2a/X2 	READY 	FILLER 	C32-2,C32-3 	1 	0 	0	Observing timed out	
2012.1.00060.S	NA 	NGC300-1b_231GHz_12m_C32-2 	uid://A002/X639a2a/X5 	READY 	FILLER 	C32-2,C32-3 	1 	0 	0	Observing timed out	
2012.1.00060.S	NA 	NGC300-2a_231GHz_12m_C32-2 	uid://A002/X639a2a/X3 	READY 	FILLER 	C32-2,C32-3 	1 	0 	0	Observing timed out	
2012.1.00060.S	NA 	NGC300-2b_231GHz_12m_C32-2 	uid://A002/X639a2a/X6 	READY 	FILLER 	C32-2 	1 	0 	0	Observing timed out	
2012.1.00060.S	NA 	NGC300-3a_231GHz_12m_C32-2 	uid://A002/X639a2a/X4 	READY 	FILLER 	C32-2,C32-3 	1 	0 	0	Observing timed out	
2012.1.00060.S	NA 	NGC300-3b_231GHz_12m_C32-2 	uid://A002/X639a2a/X7 	READY 	FILLER 	C32-2 	1 	0 	0	Observing timed out	
2012.1.00112.S	NA 	q1_Eri_12m_340GHz_C32-2 	uid://A002/X7fb989/X32 	READY 	FILLER 	C32-3,C32-4 	3 	0 	0	Observing timed out	
2012.1.00120.S	EA 	LESS_J0332_b7 	uid://A002/X7fb989/X53 	READY 	FILLER 	C32-3,C32-4,C32-5,C32-6 	3 	0 	0	Observing timed out	
2012.1.00271.S	EA 	NGC604_12m_b3 	uid://A002/X684eb5/X2 	READY 	FILLER 	C32-4 	3 	0 	0	Observing timed out	
2012.1.00271.S	EA 	NGC604_12m_b7 	uid://A002/X684eb5/X6 	READY 	FILLER 	C32-2,C32-3 	1 	0 	0	Observing timed out	
2012.1.00271.S	EA 	NGC604_7m_b3 	uid://A002/X684eb5/X3 	READY 	FILLER 	SEVEN-M 	12 	8 	8	Observing timed out, send for expedite QA2	
2012.1.00271.S	EA 	NGC604_7m_b7 	uid://A002/X684eb5/X7 	READY 	FILLER 	SEVEN-M 	3 	0 	0	Observing timed out	
2012.1.00271.S	EA 	NGC604_TP_b3 	uid://A002/X684eb5/X5 	READY 	FILLER 	TP-ARRAY 	9 	0 	0	Observing timed out	
2012.1.00271.S	EA 	NGC604_TP_b7 	uid://A002/X684eb5/X9 	READY 	FILLER 	TP-ARRAY 	3 	0 	0	Observing timed out	
2012.1.00271.S	EA 	TP_Amp-Cal_b3 	uid://A002/X684eb5/X4 	READY 	FILLER 	TP-ARRAY 	9 	0 	0	Observing timed out	
2012.1.00271.S	EA 	TP_Amp-Cal_b7 	uid://A002/X684eb5/X8 	READY 	FILLER 	TP-ARRAY 	3 	0 	0	Observing timed out	
2012.1.00313.S	EU 	Oph_B7_12m 	uid://A002/X5eed86/Xa4 	READY 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	5 	0 	0	Observing timed out	
2012.1.00333.S	EU 	47_Tuc_B7_12m 	uid://A002/X6802f4/X13 	READY 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Observing timed out	
2012.1.00335.S	EA 	N55_TP 	uid://A002/X75fbd6/X2a 	READY 	FILLER 	TP-ARRAY 	6 	0 	0	Observing timed out	
2012.1.00335.S	EA 	query - Amp Cal 	uid://A002/X75fbd6/X29 	READY 	FILLER 	TP-ARRAY 	6 	0 	0	Observing timed out	
2012.1.00351.S	NA 	J1313_681_12m_C32-1 	uid://A002/X5d7935/X251 	READY 	FILLER 	C32-2 	1 	0 	0	Observing timed out	
2012.1.00351.S	NA 	Q2206_652_12m_C32-1 	uid://A002/X5d7935/X252 	READY 	FILLER 	C32-1,C32-2 	1 	0 	0	Observing timed out	
2012.1.00357.S	NA 	NGC2207_12m_88GHz_C32-5 	uid://A002/X788a57/X20 	READY 	FILLER 	C32-6 	2 	0 	0	Observing timed out	
2012.1.00357.S	NA 	ic2163_12mMos_CO1-0_C32-4 	uid://A002/X788a57/X21 	READY 	FILLER 	C32-4,C32-5 	2 	1 	1	Observing timed out, send for expedite QA2	
2012.1.00358.S	NA 	Track1A_231GHz_12m 	uid://A002/X684eb5/X230 	READY 	FILLER 	C32-1 	2 	0 	0	Observing timed out	
2012.1.00358.S	NA 	Track1B_231GHz_12m 	uid://A002/X684eb5/X1ed 	READY 	FILLER 	C32-1 	2 	0 	0	Observing timed out	
2012.1.00358.S	NA 	Track1C_231GHz_12m 	uid://A002/X684eb5/X1e9 	READY 	FILLER 	C32-1 	2 	0 	0	Observing timed out	
2012.1.00358.S	NA 	Track2A_231GHz_12m 	uid://A002/X684eb5/X1ea 	READY 	FILLER 	C32-1 	2 	0 	0	Observing timed out	
2012.1.00358.S	NA 	Track2B_231GHz_12m 	uid://A002/X684eb5/X1eb 	READY 	FILLER 	C32-1,C32-2 	2 	0 	0	Observing timed out	
2012.1.00358.S	NA 	Track2C_231GHz_12m 	uid://A002/X684eb5/X1ec 	READY 	FILLER 	C32-1,C32-2 	2 	0 	0	Observing timed out	
2012.1.00387.S	EA 	G33.92+0.11 - Science 	uid://A002/X6444ba/X51 	READY 	FILLER 	TP-ARRAY 	6 	0 	0	Observing timed out	
2012.1.00387.S	EA 	query - Amp Cal 	uid://A002/X6444ba/X50 	READY 	FILLER 	TP-ARRAY 	6 	0 	0	Observing timed out	
2012.1.00391.S	EU 	Cloverleaf_1_B9_12m 	uid://A002/X609170/X3f 	READY 	FILLER 	C32-2 	1 	0 	0	Observing timed out	
2012.1.00391.S	EU 	Cloverleaf_2_B9_12m 	uid://A002/X609170/X40 	READY 	FILLER 	C32-2,C32-3 	1 	0 	0	Observing timed out	
2012.1.00398.S	EU 	B6_MRC0156-252 	uid://A002/X75fbd6/X51 	READY 	FILLER 	C32-2 	1 	0 	0	Observing timed out	
2012.1.00398.S	EU 	B7_MRC0152-209 	uid://A002/X75fbd6/X50 	READY 	FILLER 	C32-2 	1 	0 	0	Observing timed out	
2012.1.00398.S	EU 	B7_MRC0350_MRC0324 	uid://A002/X75fbd6/X4e 	READY 	FILLER 	C32-2 	1 	0 	0	Observing timed out	
2012.1.00398.S	EU 	B9_MRC0152_MRC0156 	uid://A002/X75fbd6/X4f 	READY 	FILLER 	C32-1,C32-2 	1 	0 	0	Observing timed out	
2012.1.00398.S	EU 	B9_MRC0350_MRC0324 	uid://A002/X75fbd6/X4d 	READY 	FILLER 	C32-1,C32-2 	1 	0 	0	Observing timed out	
2012.1.00405.S	EU 	spec_1_B6_repeat_x2 	uid://A002/X75fbd6/Xc5 	READY 	FILLER 	C32-1,C32-2 	2 	0 	0	Observing timed out	
2012.1.00405.S	EU 	spec_2_B6_repeat_x2 	uid://A002/X75fbd6/Xc6 	READY 	FILLER 	C32-1,C32-2 	2 	0 	0	Observing timed out	
2012.1.00461.S	CL 	eps_Eridani_12m_C32-12 	uid://A002/X75fbd6/X145 	READY 	FILLER 	C32-1,C32-2 	8 	0 	0	Observing timed out	
2012.1.00532.S	EU 	LMC_N11B - Science 	uid://A002/X75fbd6/X126 	READY 	FILLER 	TP-ARRAY 	6 	0 	0	Observing timed out	
2012.1.00532.S	EU 	query - Amp Cal 	uid://A002/X75fbd6/X125 	READY 	FILLER 	TP-ARRAY 	6 	0 	0	Observing timed out	
2012.1.00534.S	NA 	Haumea_230_12m_C32-56 	uid://A002/X6cdeb3/X3d 	READY 	FILLER 	C32-5,C32-6 	4 	0 	0	Observing timed out	
2012.1.00545.S	NA 	G35.2_345_12m_C32-2 	uid://A002/X6cdeb3/X36 	READY 	FILLER 	C32-2 	3 	0 	0	Observing timed out	
2012.1.00564.S	NA 	Her3a_280GHz_12m_C32-1 	uid://A002/X758152/X2e 	READY 	FILLER 	C32-1,C32-2 	1 	0 	0	Observing timed out	
2012.1.00567.S	NA 	HBC722_227GHz_12m_C32-123456 	uid://A002/X5d7935/X1ed 	READY 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Observing timed out	
