specRef,specRef,SB_UID,Name,BaseBands,SPWs
X21401550,X21401550,uid://A001/X2c0/X3daf,N2H+ v=0 J=1-0 Science setup,4,4
X22605556,X22605556,uid://A001/X2c0/X3daf,N2H+ v=0 J=1-0 Science setup_1,4,4
X28165757,X28165757,uid://A001/X2c0/X3db0,B3 Pointing Setup,4,4
X2845945,X2845945,uid://A001/X2c0/X3db0,N2H+ v=0 J=1-0 Science setup (topo)_1,4,4
X12984557,X12984557,uid://A001/X2c0/X3db0,Delay Setup,4,4
X6128964,X6128964,uid://A001/X2c0/X3db1,B3 Pointing Setup,4,4
X30789264,X30789264,uid://A001/X2c0/X3db1,N2H+ v=0 J=1-0 Science setup_1,4,4
X17829417,X17829417,uid://A001/X2c0/X3db1,Delay Setup,4,4
X8487627,X8487627,uid://A001/X2c0/X221b,B3 Pointing Setup,4,4
X13970147,X13970147,uid://A001/X2c0/X221b,Manual window to observe CO(3-2) Science setup_1,4,4
X11919918,X11919918,uid://A001/X2c0/X2225,B6 Pointing Setup,4,4
X20372696,X20372696,uid://A001/X2c0/X2225,CII 2P3/2-2P1/2 Science setup_1,4,4
X17656811,X17656811,uid://A001/X2c0/X2226,B6 Pointing Setup,4,4
X29574396,X29574396,uid://A001/X2c0/X2226,CII 2P3/2-2P1/2 Science setup_1,4,4
X8676737,X8676737,uid://A001/X2c0/X2227,B6 Pointing Setup,4,4
X9934822,X9934822,uid://A001/X2c0/X2227,CII 2P3/2-2P1/2 Science setup_1,4,4
X6068083,X6068083,uid://A001/X2c0/X2237,B6 Pointing Setup,4,4
X9110052,X9110052,uid://A001/X2c0/X2237,Spec. Scan  Science setup_1,4,4
X2256010,X2256010,uid://A001/X2c0/X2237,Spec. Scan  Science setup_2,4,4
X31824363,X31824363,uid://A001/X2c0/X2237,Spec. Scan  Science setup_3,4,4
X13340559,X13340559,uid://A001/X2c0/X2237,Spec. Scan  Science setup_4,4,4
X395496,X395496,uid://A001/X2c0/X2237,Spec. Scan  Science setup_5,4,4
X25699233,X25699233,uid://A001/X2c0/X2238,B6 Pointing Setup,4,4
X8132576,X8132576,uid://A001/X2c0/X2238,Spec. Scan  Science setup_1,4,4
X29799871,X29799871,uid://A001/X2c0/X2238,Spec. Scan  Science setup_2,4,4
X24670237,X24670237,uid://A001/X2c0/X2238,Spec. Scan  Science setup_3,4,4
X14812977,X14812977,uid://A001/X2c0/X2238,Spec. Scan  Science setup_4,4,4
X13633454,X13633454,uid://A001/X2c0/X2238,Spec. Scan  Science setup_5,4,4
X779205,X779205,uid://A001/X2c0/X22f5,B3 Pointing Setup,4,4
X29788920,X29788920,uid://A001/X2c0/X22f5,Cont Science setup_1,4,4
X12612372,X12612372,uid://A001/X2c0/X22f6,B6 Pointing Setup,4,4
X7776089,X7776089,uid://A001/X2c0/X22f6,CO v=0 2-1 Science setup,4,8
X5830452,X5830452,uid://A001/X2c0/X22f6,CO v=0 2-1 Science setup_1,4,8
X5609907,X5609907,uid://A001/X2c0/X22f7,B3 Pointing Setup,4,4
X17301242,X17301242,uid://A001/X2c0/X22f7,Cont Science setup_1,4,4
X29493467,X29493467,uid://A001/X2c0/X22f8,B6 Pointing Setup,4,4
X27106574,X27106574,uid://A001/X2c0/X22f8,CO v=0 2-1 Science setup,4,8
X29502780,X29502780,uid://A001/X2c0/X22f8,CO v=0 2-1 Science setup_1,4,8
X366545,X366545,uid://A001/X2c0/X22f3,B6 Pointing Setup,4,4
X17882727,X17882727,uid://A001/X2c0/X22f3,"H2CO 3(2,2)-2(2,1) Science setup",4,7
X9005093,X9005093,uid://A001/X2c0/X22f3,"H2CO 3(2,2)-2(2,1) Science setup_1",4,7
X12794012,X12794012,uid://A001/X2c0/X2c07,B6 Pointing Setup,4,4
X29720696,X29720696,uid://A001/X2c0/X2c07,"NH2 1(1,0)-1(0,1), J=3/2-3/2 Science setup",4,7
X33525702,X33525702,uid://A001/X2c0/X2c07,"NH2 1(1,0)-1(0,1), J=3/2-3/2 Science setup_1",4,7
X5955051,X5955051,uid://A001/X2c0/X2c08,B6 Pointing Setup,4,4
X7023515,X7023515,uid://A001/X2c0/X2c08,"NH2 1(1,0)-1(0,1), J=3/2-3/2 Science setup",4,7
X7870163,X7870163,uid://A001/X2c0/X2c08,"NH2 1(1,0)-1(0,1), J=3/2-3/2 Science setup_1",4,7
X31504541,X31504541,uid://A001/X2c0/X2c09,B6 Pointing Setup,4,4
X28315128,X28315128,uid://A001/X2c0/X2c09,"NH2 1(1,0)-1(0,1), J=3/2-3/2 Science setup",4,7
X28989806,X28989806,uid://A001/X2c0/X2c09,"NH2 1(1,0)-1(0,1), J=3/2-3/2 Science setup_1",4,7
X20829495,X20829495,uid://A001/X2c0/X2c1b,B3 Pointing Setup,4,4
X30987831,X30987831,uid://A001/X2c0/X2c1b,CO v=0 3-2 Science setup_1,4,4
X29785126,X29785126,uid://A001/X2c0/X2c1c,B3 Pointing Setup,4,4
X1611108,X1611108,uid://A001/X2c0/X2c1c,CO v=0 3-2 Science setup_1,4,4
X28174254,X28174254,uid://A001/X2c0/X2c1d,B3 Pointing Setup,4,4
X1861963,X1861963,uid://A001/X2c0/X2c1d,CO v=0 2-1 Science setup_1,4,4
X21556453,X21556453,uid://A001/X2c0/X2c1e,B3 Pointing Setup,4,4
X20260839,X20260839,uid://A001/X2c0/X2c1e,CO v=0 2-1 Science setup_1,4,4
X10791798,X10791798,uid://A001/X2c0/X2c1f,B3 Pointing Setup,4,4
X10072280,X10072280,uid://A001/X2c0/X2c1f,CO v=0 3-2 Science setup_1,4,4
X2259652,X2259652,uid://A001/X2c0/X2c20,B3 Pointing Setup,4,4
X20181141,X20181141,uid://A001/X2c0/X2c20,CO v=0 3-2 Science setup_1,4,4
X30792336,X30792336,uid://A001/X2c0/X2278,B6 Pointing Setup,4,4
X12706882,X12706882,uid://A001/X2c0/X2278,SkyCont(343.5 GHz) Science setup_1,4,4
X12009911,X12009911,uid://A001/X2c0/X2279,B6 Pointing Setup,4,4
X10892907,X10892907,uid://A001/X2c0/X2279,SkyCont(261.0 GHz) Science setup_1,4,4
X29697077,X29697077,uid://A001/X2c0/X227a,B6 Pointing Setup,4,4
X901631,X901631,uid://A001/X2c0/X227a,SkyCont(261.0 GHz) Science setup_1,4,4
X17210110,X17210110,uid://A001/X2c0/X2247,B6 Pointing Setup,4,4
X8715196,X8715196,uid://A001/X2c0/X2247,TDM Cal Setup,4,4
X15338140,X15338140,uid://A001/X2c0/X2247,C18O 2-1 Science setup,4,4
X26720971,X26720971,uid://A001/X2c0/X2247,C18O 2-1 Science setup_1,4,4
X7550751,X7550751,uid://A001/X2c0/X22db,B6 Pointing Setup,4,4
X29052846,X29052846,uid://A001/X2c0/X22db,H13CO+ 3-2 Science setup,4,7
X28402783,X28402783,uid://A001/X2c0/X22db,H13CO+ 3-2 Science setup_1,4,7
X3183864,X3183864,uid://A001/X2c0/X22dc,B6 Pointing Setup,4,4
X15640126,X15640126,uid://A001/X2c0/X22dc,H13CO+ 3-2 Science setup,4,7
X8918311,X8918311,uid://A001/X2c0/X22dc,H13CO+ 3-2 Science setup_1,4,7
X12813170,X12813170,uid://A001/X2c0/X22dd,B6 Pointing Setup,4,4
X20305146,X20305146,uid://A001/X2c0/X22dd,H13CO+ 3-2 Science setup (topo)_1,4,7
X17887878,X17887878,uid://A001/X2c0/X22dd,Delay Setup,4,7
X6423492,X6423492,uid://A001/X2c0/X22de,B6 Pointing Setup,4,4
X32518832,X32518832,uid://A001/X2c0/X22de,H13CO+ 3-2 Science setup_1,4,7
X29564953,X29564953,uid://A001/X2c0/X22de,Delay Setup,4,7
X10494491,X10494491,uid://A001/X2c0/X22df,B6 Pointing Setup,4,4
X19871562,X19871562,uid://A001/X2c0/X22df,HCO+ v=0 3-2 Science setup,4,7
X4726206,X4726206,uid://A001/X2c0/X22df,HCO+ v=0 3-2 Science setup_1,4,7
X16207394,X16207394,uid://A001/X2c0/X22e0,B6 Pointing Setup,4,4
X21926155,X21926155,uid://A001/X2c0/X22e0,HCO+ v=0 3-2 Science setup,4,7
X21366990,X21366990,uid://A001/X2c0/X22e0,HCO+ v=0 3-2 Science setup_1,4,7
X22674605,X22674605,uid://A001/X2c0/X22e1,B6 Pointing Setup,4,4
X12072573,X12072573,uid://A001/X2c0/X22e1,HCO+ v=0 3-2 Science setup (topo)_1,4,7
X32959983,X32959983,uid://A001/X2c0/X22e1,Delay Setup,4,7
X3456877,X3456877,uid://A001/X2c0/X22e2,B6 Pointing Setup,4,4
X21356676,X21356676,uid://A001/X2c0/X22e2,HCO+ v=0 3-2 Science setup_1,4,7
X11194784,X11194784,uid://A001/X2c0/X22e2,Delay Setup,4,7
X23342596,X23342596,uid://A001/X2c0/X345b,B6 Pointing Setup,4,4
X2613774,X2613774,uid://A001/X2c0/X345b,HCN v=0 J=3-2 Science setup_1,4,4
X4923402,X4923402,uid://A001/X2c0/X345c,B6 Pointing Setup,4,4
X29986701,X29986701,uid://A001/X2c0/X345c,HCN v=0 J=5-4 Science setup_1,4,4
X3588370,X3588370,uid://A001/X2c0/X3464,B6 Pointing Setup,4,4
X5275714,X5275714,uid://A001/X2c0/X3464,CO v=0 2-1 Science setup_1,4,4
X28853425,X28853425,uid://A001/X2c0/X3465,B6 Pointing Setup,4,4
X31179969,X31179969,uid://A001/X2c0/X3465,CO v=0 2-1 Science setup_1,4,4
X32493374,X32493374,uid://A001/X2c0/X223d,B4 Pointing Setup,4,4
X16556833,X16556833,uid://A001/X2c0/X223d,NH3 v2=1 2(1)0s-1(1)0a Science setup_1,4,4
X2726835,X2726835,uid://A001/X2c0/X223e,B4 Pointing Setup,4,4
X13620974,X13620974,uid://A001/X2c0/X223e,NH3 v2=1 2(1)0s-1(1)0a Science setup_1,4,4
X13003205,X13003205,uid://A001/X2c0/X223f,B4 Pointing Setup,4,4
X28446571,X28446571,uid://A001/X2c0/X223f,NH3 v2=1 2(1)0s-1(1)0a Science setup_1,4,4
X15998166,X15998166,uid://A001/X2c0/X2240,B6 Pointing Setup,4,4
X27514588,X27514588,uid://A001/X2c0/X2240,"BB1 (NH3 v2=1, N2H+, 30SiO, 33SO2) Science setup_1",4,4
X24652975,X24652975,uid://A001/X2c0/X2241,B6 Pointing Setup,4,4
X9203145,X9203145,uid://A001/X2c0/X2241,"BB1 (NH3 v2=1, N2H+, 30SiO, 33SO2) Science setup_1",4,4
X32625201,X32625201,uid://A001/X2c0/X2242,B6 Pointing Setup,4,4
X22705228,X22705228,uid://A001/X2c0/X2242,"BB1 (NH3 v2=1, N2H+, 30SiO, 33SO2) Science setup_1",4,4
X8691496,X8691496,uid://A001/X2c0/X2243,B6 Pointing Setup,4,4
X5383647,X5383647,uid://A001/X2c0/X2243,"BB1 (NH3 v2=1, N2H+, 30SiO, 33SO2) Science setup_1",4,4
X28290800,X28290800,uid://A001/X2c0/X2244,B6 Pointing Setup,4,4
X24849538,X24849538,uid://A001/X2c0/X2244,"BB1 (NH3 v2=1, N2H+, 30SiO, 33SO2) Science setup_1",4,4
X28039762,X28039762,uid://A001/X2c0/X2245,B6 Pointing Setup,4,4
X4273461,X4273461,uid://A001/X2c0/X2245,"BB1 (NH3 v2=1, N2H+, 30SiO, 33SO2) Science setup_1",4,4
X5896742,X5896742,uid://A001/X2c0/X227b,B6 Pointing Setup,4,4
X29610007,X29610007,uid://A001/X2c0/X227b,CO isotopes Science setup,4,4
X14470730,X14470730,uid://A001/X2c0/X227b,CO isotopes Science setup_1,4,4
X6303950,X6303950,uid://A001/X2c0/X227c,B6 Pointing Setup,4,4
X21474107,X21474107,uid://A001/X2c0/X227c,CO isotopes Science setup,4,4
X13119610,X13119610,uid://A001/X2c0/X227c,CO isotopes Science setup_1,4,4
X28940774,X28940774,uid://A001/X2c0/X225f,B6 Pointing Setup,4,4
X24860215,X24860215,uid://A001/X2c0/X225f,"CH3OH, HCOOCH3, C2H5CN Science setup_1",4,4
X29224365,X29224365,uid://A001/X2c0/X2260,B6 Pointing Setup,4,4
X24767654,X24767654,uid://A001/X2c0/X2260,"CH3OH, HCOOCH3, C2H5CN Science setup_1",4,4
X24198408,X24198408,uid://A001/X2c0/X2261,B6 Pointing Setup,4,4
X24384685,X24384685,uid://A001/X2c0/X2261,"HCO+ v=0 4-3, H40delta Science setup",4,5
X1110141,X1110141,uid://A001/X2c0/X2261,"HCO+ v=0 4-3, H40delta Science setup_1",4,5
X27220376,X27220376,uid://A001/X2c0/X2262,B6 Pointing Setup,4,4
X26732628,X26732628,uid://A001/X2c0/X2262,"HCO+ v=0 4-3, H40delta Science setup",4,5
X23136884,X23136884,uid://A001/X2c0/X2262,"HCO+ v=0 4-3, H40delta Science setup_1",4,5
X10305000,X10305000,uid://A001/X2c0/X2263,B6 Pointing Setup,4,4
X20655529,X20655529,uid://A001/X2c0/X2263,"HCO+ v=0 4-3, H40delta Science setup (topo)_1",4,5
X20238726,X20238726,uid://A001/X2c0/X2263,Delay Setup,4,5
X2738065,X2738065,uid://A001/X2c0/X2263,B7 Focus Setup,4,4
X23126755,X23126755,uid://A001/X2c0/X2264,B6 Pointing Setup,4,4
X30274248,X30274248,uid://A001/X2c0/X2264,"HCO+ v=0 4-3, H40delta Science setup_1",4,5
X13304093,X13304093,uid://A001/X2c0/X2264,Delay Setup,4,5
X28155113,X28155113,uid://A001/X2c0/X2264,B7 Focus Setup,4,4
X12045739,X12045739,uid://A001/X2c0/X2271,B6 Pointing Setup,4,4
X28781185,X28781185,uid://A001/X2c0/X2271,CO v=0 2-1 Science setup,4,13
X27211548,X27211548,uid://A001/X2c0/X2271,CO v=0 2-1 Science setup_1,4,13
X18581437,X18581437,uid://A001/X2c0/X2272,B6 Pointing Setup,4,4
X22551599,X22551599,uid://A001/X2c0/X2272,SkyCont(343.5 GHz) Science setup_1,4,4
X22432589,X22432589,uid://A001/X2c0/X3c08,B6 Pointing Setup,4,4
X12099390,X12099390,uid://A001/X2c0/X3c08,SkyCont(343.5 GHz) Science setup_1,4,4
X5976640,X5976640,uid://A001/X2c0/X3c09,B6 Pointing Setup,4,4
X14230145,X14230145,uid://A001/X2c0/X3c09,SkyCont(343.5 GHz) Science setup_1,4,4
X4856956,X4856956,uid://A001/X2c0/X3c0a,B6 Pointing Setup,4,4
X4809038,X4809038,uid://A001/X2c0/X3c0a,SkyCont(343.5 GHz) Science setup_1,4,4
X21944129,X21944129,uid://A001/X2c0/X2589,B6 Pointing Setup,4,4
X29578979,X29578979,uid://A001/X2c0/X2589,CO v=0 2-1 Science setup_1,4,4
X27846444,X27846444,uid://A001/X2c0/X258a,B6 Pointing Setup,4,4
X5960815,X5960815,uid://A001/X2c0/X258a,CO v=0 2-1 Science setup_1,4,4
X26377829,X26377829,uid://A001/X2c0/X258b,B6 Pointing Setup,4,4
X15647950,X15647950,uid://A001/X2c0/X258b,C 3P2-3P1 Science setup_1,4,4
X2739678,X2739678,uid://A001/X2c0/X258c,B6 Pointing Setup,4,4
X30350716,X30350716,uid://A001/X2c0/X258c,C 3P2-3P1 Science setup_1,4,4
X631569,X631569,uid://A001/X2c0/X258d,B6 Pointing Setup,4,4
X25381452,X25381452,uid://A001/X2c0/X258d,CO v=0 2-1 Science setup_1,4,4
X30203644,X30203644,uid://A001/X2c0/X258e,B6 Pointing Setup,4,4
X12859534,X12859534,uid://A001/X2c0/X258e,CO v=0 2-1 Science setup_1,4,4
X11980435,X11980435,uid://A001/X2c0/X258f,B6 Pointing Setup,4,4
X10436003,X10436003,uid://A001/X2c0/X258f,C 3P2-3P1 Science setup_1,4,4
X11078758,X11078758,uid://A001/X2c0/X2590,B6 Pointing Setup,4,4
X6195976,X6195976,uid://A001/X2c0/X2590,C 3P2-3P1 Science setup_1,4,4
X26414533,X26414533,uid://A001/X2c0/X2591,B6 Pointing Setup,4,4
X17568640,X17568640,uid://A001/X2c0/X2591,CO v=0 2-1 Science setup_1,4,4
X11337190,X11337190,uid://A001/X2c0/X2592,B6 Pointing Setup,4,4
X17743002,X17743002,uid://A001/X2c0/X2592,CO v=0 2-1 Science setup_1,4,4
X11247765,X11247765,uid://A001/X2c0/X2593,B6 Pointing Setup,4,4
X32695090,X32695090,uid://A001/X2c0/X2593,C 3P2-3P1 Science setup_1,4,4
X16714184,X16714184,uid://A001/X2c0/X2594,B6 Pointing Setup,4,4
X15158001,X15158001,uid://A001/X2c0/X2594,C 3P2-3P1 Science setup_1,4,4
X10205112,X10205112,uid://A001/X2c0/X37af,B3 Pointing Setup,4,4
X11888325,X11888325,uid://A001/X2c0/X37af,CO v=0 1-0 Science setup_1,4,4
X15286114,X15286114,uid://A001/X2c0/X37b0,B3 Pointing Setup,4,4
X6878962,X6878962,uid://A001/X2c0/X37b0,CO v=0 1-0 Science setup_1,4,4
X13626780,X13626780,uid://A001/X2c0/X37b1,B3 Pointing Setup,4,4
X26595451,X26595451,uid://A001/X2c0/X37b1,CO v=0 1-0 Science setup_1,4,4
X32326160,X32326160,uid://A001/X2c0/X37ba,B6 Pointing Setup,4,4
X23265871,X23265871,uid://A001/X2c0/X37ba,TDM Cal Setup,4,4
X1058445,X1058445,uid://A001/X2c0/X37ba,CO v=0 3-2 Science setup,4,5
X27647323,X27647323,uid://A001/X2c0/X37ba,CO v=0 3-2 Science setup_1,4,5
X25506094,X25506094,uid://A001/X2c0/X338c,B6 Pointing Setup,4,4
X9412274,X9412274,uid://A001/X2c0/X338c,SkyCont(343.5 GHz) Science setup_1,4,4
X30559555,X30559555,uid://A001/X2c0/X338d,B6 Pointing Setup,4,4
X20066704,X20066704,uid://A001/X2c0/X338d,SkyCont(343.5 GHz) Science setup_1,4,4
X19952761,X19952761,uid://A001/X2c0/X3535,B6 Pointing Setup,4,4
X1461008,X1461008,uid://A001/X2c0/X3535,SkyCont(352.0 GHz) Science setup_1,4,4
X30547022,X30547022,uid://A001/X2c0/X3540,B6 Pointing Setup,4,4
X308005,X308005,uid://A001/X2c0/X3540,CO v=0 3-2 Science setup_1,4,4
X26475700,X26475700,uid://A001/X2c0/X3541,B6 Pointing Setup,4,4
X29567857,X29567857,uid://A001/X2c0/X3541,CO v=0 3-2 Science setup_1,4,4
X12964971,X12964971,uid://A001/X2c0/Xa64,B6 Pointing Setup,4,4
X16264242,X16264242,uid://A001/X2c0/Xa64,CO v=0 2-1 Science setup_1,4,4
X27762643,X27762643,uid://A001/X2c0/X2cfd,B6 Pointing Setup,4,4
X25044351,X25044351,uid://A001/X2c0/X2cfd,HCO+ v=0 3-2 Science setup,4,4
X31204389,X31204389,uid://A001/X2c0/X2cfd,HCO+ v=0 3-2 Science setup_1,4,4
X10793058,X10793058,uid://A001/X2c0/X2cfe,B6 Pointing Setup,4,4
X5621114,X5621114,uid://A001/X2c0/X2cfe,HCO+ v=0 3-2 Science setup_1,4,4
X2642945,X2642945,uid://A001/X2c0/X25bf,B3 Pointing Setup,4,4
X20314580,X20314580,uid://A001/X2c0/X25bf,CO v=0 3-2 Science setup_1,4,4
X17253758,X17253758,uid://A001/X2c0/X25c0,B3 Pointing Setup,4,4
X553368,X553368,uid://A001/X2c0/X25c0,CO v=0 3-2 Science setup_1,4,4
X22657716,X22657716,uid://A001/X2c0/X25c1,B3 Pointing Setup,4,4
X22186978,X22186978,uid://A001/X2c0/X25c1,CO v=0 3-2 Science setup_1,4,4
X11052271,X11052271,uid://A001/X2c0/X25c2,B3 Pointing Setup,4,4
X14155458,X14155458,uid://A001/X2c0/X25c2,CO v=0 3-2 Science setup_1,4,4
X13892319,X13892319,uid://A001/X2c0/X25c3,B3 Pointing Setup,4,4
X29887412,X29887412,uid://A001/X2c0/X25c3,CO v=0 3-2 Science setup_1,4,4
X7858545,X7858545,uid://A001/X2c0/X25c4,B3 Pointing Setup,4,4
X1221285,X1221285,uid://A001/X2c0/X25c4,CO v=0 3-2 Science setup_1,4,4
X26463587,X26463587,uid://A001/X2c0/X25c5,B3 Pointing Setup,4,4
X4260286,X4260286,uid://A001/X2c0/X25c5,CO v=0 3-2 Science setup_1,4,4
X25084804,X25084804,uid://A001/X2c0/X25c6,B3 Pointing Setup,4,4
X835293,X835293,uid://A001/X2c0/X25c6,CO v=0 3-2 Science setup_1,4,4
X32894974,X32894974,uid://A001/X2c0/X25c7,B3 Pointing Setup,4,4
X20901467,X20901467,uid://A001/X2c0/X25c7,CO v=0 3-2 Science setup_1,4,4
X16709893,X16709893,uid://A001/X2c0/X32e6,B6 Pointing Setup,4,4
X1678333,X1678333,uid://A001/X2c0/X32e6,Manual window Science setup,4,4
X28322410,X28322410,uid://A001/X2c0/X32e6,Manual window Science setup_1,4,4
X19055256,X19055256,uid://A001/X2c0/X32e7,B6 Pointing Setup,4,4
X31218689,X31218689,uid://A001/X2c0/X32e7,cont Science setup,4,4
X4104477,X4104477,uid://A001/X2c0/X32e7,cont Science setup_1,4,4
X15001773,X15001773,uid://A001/X2c0/X214c,B6 Pointing Setup,4,4
X20616667,X20616667,uid://A001/X2c0/X214c,SkyCont(343.5 GHz) Science setup_1,4,4
X23586828,X23586828,uid://A001/X2c0/X3049,B6 Pointing Setup,4,4
X24211354,X24211354,uid://A001/X2c0/X3049,HC13N & HC15N Maps Science setup_1,4,4
X12338308,X12338308,uid://A001/X2c0/X304a,B6 Pointing Setup,4,4
X11021961,X11021961,uid://A001/X2c0/X304a,HCN v#0 S8 Science setup_1,4,4
X6924182,X6924182,uid://A001/X2c0/X304b,B6 Pointing Setup,4,4
X23537878,X23537878,uid://A001/X2c0/X304b,HCN v#0 4-3  S9 Science setup_1,4,4
X32808251,X32808251,uid://A001/X2c0/X304c,B6 Pointing Setup,4,4
X5565518,X5565518,uid://A001/X2c0/X304c,HCN v#0 4-3 S15 Science setup_1,4,4
X13337424,X13337424,uid://A001/X2c0/X304d,B6 Pointing Setup,4,4
X19688804,X19688804,uid://A001/X2c0/X304d,H13CN and HC15N maps Science setup_1,4,4
X22843357,X22843357,uid://A001/X2c0/X34d2,B6 Pointing Setup,4,4
X15092752,X15092752,uid://A001/X2c0/X34d2,HCN v=0 J=4-3 Science setup_1,4,4
X12253551,X12253551,uid://A001/X2c0/X34d3,B6 Pointing Setup,4,4
X4428720,X4428720,uid://A001/X2c0/X34d3,HCN v=0 J=4-3 Science setup_1,4,4
X12825321,X12825321,uid://A001/X2c0/X34d4,B6 Pointing Setup,4,4
X16584959,X16584959,uid://A001/X2c0/X34d4,HCN v=0 J=4-3 Science setup_1,4,4
X14429388,X14429388,uid://A001/X2c0/X34d5,B6 Pointing Setup,4,4
X6421538,X6421538,uid://A001/X2c0/X34d5,HCN v=0 J=4-3 Science setup_1,4,4
X31102543,X31102543,uid://A001/X2c0/X34d6,B6 Pointing Setup,4,4
X17890879,X17890879,uid://A001/X2c0/X34d6,HCN v=0 J=4-3 Science setup_1,4,4
X25505970,X25505970,uid://A001/X2c0/X34d7,B6 Pointing Setup,4,4
X23100407,X23100407,uid://A001/X2c0/X34d7,HCN v=0 J=4-3 Science setup_1,4,4
X21064560,X21064560,uid://A001/X2c0/X34d8,B6 Pointing Setup,4,4
X33446707,X33446707,uid://A001/X2c0/X34d8,CS v=0 7-6 Science setup_1,4,4
X20175014,X20175014,uid://A001/X2c0/X34d9,B6 Pointing Setup,4,4
X288519,X288519,uid://A001/X2c0/X34d9,CS v=0 7-6 Science setup_1,4,4
X31891238,X31891238,uid://A001/X2c0/X2b7f,B6 Pointing Setup,4,4
X3034753,X3034753,uid://A001/X2c0/X2b7f,CO v=0 2-1 Science setup_1,4,4
X7671027,X7671027,uid://A001/X2c0/X2b81,B3 Pointing Setup,4,4
X26454867,X26454867,uid://A001/X2c0/X2b81,SiO v=0 2-1 Science setup,4,9
X22830992,X22830992,uid://A001/X2c0/X2b81,SiO v=0 2-1 Science setup_1,4,9
X20769041,X20769041,uid://A001/X2c0/X2d82,B3 Pointing Setup,4,4
X12399988,X12399988,uid://A001/X2c0/X2d82,CO v=0 1-0 Science setup,4,4
X9246576,X9246576,uid://A001/X2c0/X2d82,CO v=0 1-0 Science setup_1,4,4
X31197355,X31197355,uid://A001/X2c0/X2d83,B3 Pointing Setup,4,4
X17261096,X17261096,uid://A001/X2c0/X2d83,13CO v=0 1-0 Science setup,4,4
X29242853,X29242853,uid://A001/X2c0/X2d83,13CO v=0 1-0 Science setup_1,4,4
X26879568,X26879568,uid://A001/X2c0/X2d84,B6 Pointing Setup,4,4
X33407187,X33407187,uid://A001/X2c0/X2d84,CO v=0 2-1 Science setup,4,4
X22538794,X22538794,uid://A001/X2c0/X2d84,CO v=0 2-1 Science setup_1,4,4
X29676619,X29676619,uid://A001/X2c0/X2d85,B6 Pointing Setup,4,4
X7574590,X7574590,uid://A001/X2c0/X2d85,CO v=0 2-1 Science setup,4,4
X8053171,X8053171,uid://A001/X2c0/X2d85,CO v=0 2-1 Science setup_1,4,4
X6736761,X6736761,uid://A001/X2c0/X2d86,B6 Pointing Setup,4,4
X14458165,X14458165,uid://A001/X2c0/X2d86,13CO v=0 2-1 Science setup,4,4
X17313925,X17313925,uid://A001/X2c0/X2d86,13CO v=0 2-1 Science setup_1,4,4
X6315773,X6315773,uid://A001/X2c0/X2d87,B6 Pointing Setup,4,4
X9916688,X9916688,uid://A001/X2c0/X2d87,13CO v=0 2-1 Science setup,4,4
X32308739,X32308739,uid://A001/X2c0/X2d87,13CO v=0 2-1 Science setup_1,4,4
X25107044,X25107044,uid://A001/X2c0/X20ff,B6 Pointing Setup,4,4
X17901660,X17901660,uid://A001/X2c0/X20ff,SkyCont(343.5 GHz) Science setup_1,4,4
X2414069,X2414069,uid://A001/X2c0/X2101,B6 Pointing Setup,4,4
X16623849,X16623849,uid://A001/X2c0/X2101,SkyCont(343.5 GHz) Science setup_1,4,4
X28088953,X28088953,uid://A001/X2c0/X2102,B3 Pointing Setup,4,4
X18446740,X18446740,uid://A001/X2c0/X2102,SkyCont(97.5 GHz) Science setup_1,4,4
X2342277,X2342277,uid://A001/X2c0/X210c,B6 Pointing Setup,4,4
X12598969,X12598969,uid://A001/X2c0/X210c,SkyCont(343.5 GHz) Science setup_1,4,4
X17500694,X17500694,uid://A001/X2c0/X4140,B6 Pointing Setup,4,4
X4768854,X4768854,uid://A001/X2c0/X4140,C18O 2-1 Science setup,4,5
X7879734,X7879734,uid://A001/X2c0/X4140,C18O 2-1 Science setup_1,4,5
X15772538,X15772538,uid://A001/X2c0/X4141,B6 Pointing Setup,4,4
X28818030,X28818030,uid://A001/X2c0/X4141,C18O 2-1 Science setup,4,5
X7298041,X7298041,uid://A001/X2c0/X4141,C18O 2-1 Science setup_1,4,5
X12956143,X12956143,uid://A001/X2c0/X4142,B3 Pointing Setup,4,4
X30283462,X30283462,uid://A001/X2c0/X4142,TDM Cal Setup,4,4
X10802854,X10802854,uid://A001/X2c0/X4142,HCO+ v=0 1-0 Science setup,4,4
X3046804,X3046804,uid://A001/X2c0/X4142,HCO+ v=0 1-0 Science setup_1,4,4
X17340512,X17340512,uid://A001/X2c0/X4144,B3 Pointing Setup,4,4
X17240743,X17240743,uid://A001/X2c0/X4144,CO v=0 1-0 Science setup_1,1,1
X4184715,X4184715,uid://A001/X2c0/X4145,B3 Pointing Setup,4,4
X14713304,X14713304,uid://A001/X2c0/X4145,CO v=0 1-0 Science setup_1,1,1
X10237655,X10237655,uid://A001/X2c0/X4146,B3 Pointing Setup,4,4
X16641245,X16641245,uid://A001/X2c0/X4146,CO v=0 1-0 Science setup_1,1,1
X6049558,X6049558,uid://A001/X2c0/X35cf,B6 Pointing Setup,4,4
X18316506,X18316506,uid://A001/X2c0/X35cf,TDM Cal Setup,4,4
X31515919,X31515919,uid://A001/X2c0/X35cf,"H2S 2(0,2)-1(1,1) Science setup",3,3
