paramRef,paramRef,SB_UID,parName,representative_bw,sensitivy,sensUnit,intTime,subScanDur
X29044402,X29044402,uid://A001/X2c0/X3bf7,Science Params,0.03810050272576193,10.0,mJy,120.86,30.24
X17536308,X17536308,uid://A001/X2c0/X3bf8,Science Params,0.003906250000000001,56.0,mJy,120.86,30.24
X25618880,X25618880,uid://A001/X2c0/X3bf9,Science Params,0.038078863591839096,2.0,mJy,120.86,30.24
X28357697,X28357697,uid://A001/X2c0/X3bfa,Science Params,0.03812186143911573,2.0,mJy,120.86,30.24
X7399807,X7399807,uid://A001/X2c0/X3bfb,Science Params,0.2285913711484078,1.0,mJy,120.86,30.24
X14283117,X14283117,uid://A001/X2c0/X3bfc,Science Params,0.2285913711484078,0.20000000000000084,mJy,2116.7,30.24
X12870726,X12870726,uid://A001/X2c0/X3bfd,Science Params,0.2285913711484078,0.1999999999999999,mJy,2116.7,30.24
X2646590,X2646590,uid://A001/X2c0/X34bc,Science Params,3.52783203125e-05,25.0,mJy,907.1,30.24
X3727658,X3727658,uid://A001/X2c0/X34bd,Science Params,3.52783203125e-05,25.0,mJy,634.9399999999999,30.24
X9626750,X9626750,uid://A001/X2c0/X34be,Science Params,3.52783203125e-05,25.0,mJy,405.40399999999994,4.608
X12865623,X12865623,uid://A001/X2c0/X34bf,Science Params,3.52783203125e-05,25.0,mJy,907.0999999999999,15.12
X816700,X816700,uid://A001/X2c0/X2e3c,Science Params,0.02987,0.4399999999999997,mJy,695.42,30.24
X27130534,X27130534,uid://A001/X2c0/X2e3d,Science Params,0.08966,0.11100000000000003,mJy,2388.86,30.24
X7099942,X7099942,uid://A001/X2c0/X2e3e,Science Params,0.11948,0.49,mJy,786.14,30.24
X21861387,X21861387,uid://A001/X2c0/X2e3f,Science Params,7.5,0.6,mJy,967.5799999999999,30.24
X23172452,X23172452,uid://A001/X2c0/X2743,Science Params,0.0008208356095469216,80.0,mJy,653.084,24.192
X20853043,X20853043,uid://A001/X2c0/X2744,Science Params,0.0008208356095469216,80.0,mJy,326.49199999999996,18.144
X16823209,X16823209,uid://A001/X2c0/X2745,Science Params,0.0008208356095469216,80.0,mJy,1360.6999999999998,30.24
X20018558,X20018558,uid://A001/X2c0/X2746,Science Params,0.001153252954749115,150.0,mJy,1088.54,30.24
X29673325,X29673325,uid://A001/X2c0/X2747,Science Params,0.001153252954749115,150.0,mJy,2056.2200000000003,10.08
X16305770,X16305770,uid://A001/X2c0/X2748,Science Params,0.0008208356095469216,80.0,mJy,72.476,24.192
X2980748,X2980748,uid://A001/X2c0/X2749,Science Params,0.0008208356095469216,80.0,mJy,36.187999999999995,18.144
X14978047,X14978047,uid://A001/X2c0/X274a,Science Params,0.0008208356095469216,80.0,mJy,151.1,30.24
X31482946,X31482946,uid://A001/X2c0/X274b,Science Params,0.001153252954749115,150.0,mJy,90.62,30.24
X24601651,X24601651,uid://A001/X2c0/X274c,Science Params,0.001153252954749115,150.0,mJy,181.34,30.24
X19676470,X19676470,uid://A001/X2c0/X3798,Science Params,0.028406318347074622,0.1850000000000002,mJy,2086.46,30.24
X23901840,X23901840,uid://A001/X2c0/X3799,Science Params,0.02965384806311572,0.206,mJy,1602.6200000000001,30.24
X21391937,X21391937,uid://A001/X2c0/X379a,Science Params,0.030921391624868698,0.18800000000000006,mJy,1844.54,30.24
X18720366,X18720366,uid://A001/X2c0/X379b,Science Params,0.03212222236758204,0.20300000000000007,mJy,1602.6200000000001,30.24
X12483983,X12483983,uid://A001/X2c0/X379c,Science Params,0.03337308772457511,0.22200000000000034,mJy,2600.54,30.24
X10715318,X10715318,uid://A001/X2c0/X2edf,Science Params,7.5,0.05000000000000021,mJy,211.57999999999998,30.24
X68241,X68241,uid://A001/X2c0/X2ee0,Science Params,7.5,0.40000000000000113,mJy,30.139999999999997,30.24
X20035384,X20035384,uid://A001/X2c0/X2ee1,Science Params,7.5,1.0,mJy,30.139999999999997,30.24
X15711905,X15711905,uid://A001/X2c0/X2ee2,Science Params,7.5,0.05000000000000021,mJy,225.692,28.224
X15490377,X15490377,uid://A001/X2c0/X2ee3,Science Params,7.5,0.4000000000000008,mJy,20.06,20.16
X1550916,X1550916,uid://A001/X2c0/X2ee4,Science Params,7.5,1.0,mJy,20.06,20.16
X14536937,X14536937,uid://A001/X2c0/X2ee5,Science Params,7.5,0.05000000000000021,mJy,225.692,28.224
X16506676,X16506676,uid://A001/X2c0/X2ee6,Science Params,7.5,0.4000000000000008,mJy,24.092,24.192
X4591306,X4591306,uid://A001/X2c0/X2ee7,Science Params,7.5,1.0,mJy,24.092,24.192
X5675323,X5675323,uid://A001/X2c0/X2ee8,Science Params,7.5,0.05000000000000021,mJy,241.82,30.24
X23616870,X23616870,uid://A001/X2c0/X2ee9,Science Params,7.5,0.40000000000000085,mJy,30.139999999999997,30.24
X7079829,X7079829,uid://A001/X2c0/X2eea,Science Params,7.5,1.0,mJy,30.139999999999997,30.24
X3146815,X3146815,uid://A001/X2c0/X2eeb,Science Params,7.5,0.05000000000000021,mJy,225.692,28.224
X18792651,X18792651,uid://A001/X2c0/X2eec,Science Params,7.5,0.4000000000000009,mJy,30.139999999999997,30.24
X13690263,X13690263,uid://A001/X2c0/X2eed,Science Params,7.5,1.0,mJy,30.139999999999997,30.24
X13564199,X13564199,uid://A001/X2c0/X2eee,Science Params,7.5,0.05000000000000021,mJy,241.82,30.24
X18151517,X18151517,uid://A001/X2c0/X2eef,Science Params,7.5,0.40000000000000097,mJy,30.139999999999997,30.24
X8658291,X8658291,uid://A001/X2c0/X2ef0,Science Params,7.5,1.0,mJy,30.139999999999997,30.24
X6892134,X6892134,uid://A001/X2c0/X2ef1,Science Params,7.5,0.05000000000000021,mJy,211.57999999999998,30.24
X30945468,X30945468,uid://A001/X2c0/X2ef2,Science Params,7.5,0.4000000000000012,mJy,30.139999999999997,30.24
X7962610,X7962610,uid://A001/X2c0/X2ef3,Science Params,7.5,1.0,mJy,30.139999999999997,30.24
X3052741,X3052741,uid://A001/X2c0/X30a7,Science Params,0.031862709501517886,0.11999999999999991,mJy,2933.18,30.24
X31368971,X31368971,uid://A001/X2c0/X21f6,Science Params,7.5,0.0089,mJy,1844.54,30.24
X28400522,X28400522,uid://A001/X2c0/X29eb,Science Params,0.0002822265625,5.0,mJy,1995.74,30.24
X32726276,X32726276,uid://A001/X2c0/X2e41,Science Params,7.5,0.07900000000000011,mJy,362.78,30.24
X8084304,X8084304,uid://A001/X2c0/X2e42,Science Params,7.5,0.039000000000000035,mJy,574.4599999999999,30.24
X30261597,X30261597,uid://A001/X2c0/X2e43,Science Params,7.5,0.014000000000000026,mJy,2751.74,30.24
X16855918,X16855918,uid://A001/X2c0/X2e86,Science Params,0.000564453125,4.5,mJy,816.3799999999999,30.24
X4967211,X4967211,uid://A001/X2c0/X2e87,Science Params,0.000564453125,4.0,mJy,786.14,30.24
X12368193,X12368193,uid://A001/X2c0/X2e87,Science Params,0.000564453125,4.0,mJy,755.9,30.24
X15488596,X15488596,uid://A001/X2c0/X27b1,Science Params,0.08128644947559935,0.1999999999999999,mJy,2328.38,30.24
X13036719,X13036719,uid://A001/X2c0/X27b2,Science Params,7.5,0.059999999999999956,mJy,665.18,30.24
X18390952,X18390952,uid://A001/X2c0/X27b3,Science Params,0.04647071016554675,0.1999999999999999,mJy,2812.22,30.24
X9123577,X9123577,uid://A001/X2c0/X27b4,Science Params,7.5,0.049999999999999975,mJy,967.5799999999999,30.24
X13693059,X13693059,uid://A001/X2c0/X2806,Science Params,7.0556640625e-05,13.731618365068902,mJy,380.9239999999999,18.144
X6264476,X6264476,uid://A001/X2c0/X2806,Science Params,7.0556640625e-05,13.731618365068902,mJy,272.05999999999995,30.24
X1701702,X1701702,uid://A001/X2c0/X29e9,Science Params,7.5,0.0083,mJy,2993.66,30.24
X23432299,X23432299,uid://A001/X2c0/X256a,Science Params,0.00017165728654514517,4.9,mJy,1209.5,30.24
X12791494,X12791494,uid://A001/X2c0/X256b,Science Params,0.00017165728654514517,4.9,mJy,604.6999999999999,30.24
X31210633,X31210633,uid://A001/X2c0/X256c,Science Params,0.00017222569170976534,4.9,mJy,1088.54,30.24
X2007682,X2007682,uid://A001/X2c0/X256c,Science Params,0.00017222569170976534,4.9,mJy,1179.26,30.24
X9828975,X9828975,uid://A001/X2c0/X256d,Science Params,0.00017222569170976534,4.9,mJy,544.2199999999999,30.24
X22848372,X22848372,uid://A001/X2c0/X256d,Science Params,0.00017222569170976534,4.9,mJy,604.6999999999999,30.24
X17561846,X17561846,uid://A001/X2c0/X256e,Science Params,0.0005166612604996569,4.0,mJy,1118.78,30.24
X6384774,X6384774,uid://A001/X2c0/X256f,Science Params,0.0005166612604996569,4.0,mJy,1209.5,30.24
X17598692,X17598692,uid://A001/X2c0/X256f,Science Params,0.0005166612604996569,4.0,mJy,1330.46,30.24
X5048560,X5048560,uid://A001/X2c0/X35c0,Science Params,0.016237328523855617,0.2000000000000003,mJy,2116.7,30.24
X6830828,X6830828,uid://A001/X2c0/X35c1,Science Params,0.048709168302801885,0.4000000000000004,mJy,1814.3,30.24
X25783594,X25783594,uid://A001/X2c0/X35c2,Science Params,0.048709168302801885,0.4000000000000004,mJy,907.0999999999999,30.24
X2905619,X2905619,uid://A001/X2c0/X35c3,Science Params,0.11362749244181607,5.0,mJy,453.49999999999994,30.24
X14117622,X14117622,uid://A001/X2c0/X3adf,Science Params,0.0004882812500000001,2.5,mJy,2237.66,30.24
X10272143,X10272143,uid://A001/X2c0/X35f2,Science Params,0.03891656669362805,0.26000000000000045,mJy,2781.98,30.24
X6682139,X6682139,uid://A001/X2c0/X35f3,Science Params,0.04190025587833448,0.295,mJy,1995.74,30.24
X29438183,X29438183,uid://A001/X2c0/X35f4,Science Params,0.04192242239381038,0.295,mJy,1995.74,30.24
X15852582,X15852582,uid://A001/X2c0/X35f5,Science Params,0.0419057953093073,0.295,mJy,1995.74,30.24
X13511423,X13511423,uid://A001/X2c0/X35f6,Science Params,0.04148893137691105,0.29000000000000004,mJy,2116.7,30.24
X12885828,X12885828,uid://A001/X2c0/X35f7,Science Params,0.0415324208227988,0.29,mJy,2177.18,30.24
X21202054,X21202054,uid://A001/X2c0/X35f8,Science Params,0.04116029550962218,0.2870000000000016,mJy,2086.46,30.24
X21332874,X21332874,uid://A001/X2c0/X364c,Science Params,0.0007690066706081045,7.82449,mJy,2540.06,30.24
X9589209,X9589209,uid://A001/X2c0/X364d,Science Params,0.0007690066706081045,7.82449,mJy,1814.3000000000002,30.24
X30485498,X30485498,uid://A001/X2c0/X3cd9,Science Params,7.0556640625e-05,6.7,mJy,513.9799999999999,30.24
X12850619,X12850619,uid://A001/X2c0/X35a3,Science Params,7.5,0.20999999999999988,mJy,26.107999999999997,26.208
X14105997,X14105997,uid://A001/X2c0/X35a4,Science Params,7.5,0.20999999999999988,mJy,26.107999999999997,26.208
X14702259,X14702259,uid://A001/X2c0/X35a5,Science Params,7.5,0.20999999999999988,mJy,56.348,28.224
X10294264,X10294264,uid://A001/X2c0/X3f90,Science Params,7.296259135801108,0.059999999999999956,mJy,1814.3000000000002,30.24
X8423341,X8423341,uid://A001/X2c0/X3b2f,Science Params,0.11315172728307518,0.13999999999999999,mJy,1693.34,30.24
X8598675,X8598675,uid://A001/X2c0/X3b30,Science Params,0.09118243300966351,0.10999999999999993,mJy,1905.02,30.24
X20444095,X20444095,uid://A001/X2c0/X3b3d,Science Params,0.002296255965185088,3.5,mJy,725.66,30.24
X22323307,X22323307,uid://A001/X2c0/X3b3e,Science Params,0.0019325969834771495,1.0,mJy,2509.82,30.24
X21165671,X21165671,uid://A001/X2c0/X2770,Science Params,7.5,0.15,mJy,120.86,30.24
X8970066,X8970066,uid://A001/X2c0/X2771,Science Params,0.00024414062500000005,5.0,mJy,1390.94,30.24
X25168369,X25168369,uid://A001/X2c0/X276e,Science Params,0.01599237945073037,0.20999999999999988,mJy,2237.66,30.24
X26316703,X26316703,uid://A001/X2c0/X27ad,Science Params,0.00024414062500000005,4.0,mJy,2630.7799999999997,30.24
X33184335,X33184335,uid://A001/X2c0/X27ae,Science Params,0.00024414062500000005,5.0,mJy,1118.78,30.24
X1568880,X1568880,uid://A001/X2c0/X27af,Science Params,0.00024414062500000005,5.0,mJy,574.4599999999999,30.24
X27517735,X27517735,uid://A001/X2c0/X27a9,Science Params,0.0008864591956965937,1.8,mJy,290.20399999999995,24.192
X21540881,X21540881,uid://A001/X2c0/X27ab,Science Params,7.5,0.011300000000000003,mJy,2661.02,30.24
X27033629,X27033629,uid://A001/X2c0/X2819,Science Params,0.0001470341725541341,5.0,mJy,1723.58,30.24
X6025369,X6025369,uid://A001/X2c0/X2815,Science Params,7.3480839600098875,0.05000000000000018,mJy,1058.3,30.24
X21841872,X21841872,uid://A001/X2c0/X2816,Science Params,7.5,0.25000000000000033,mJy,1784.06,30.24
X735684,X735684,uid://A001/X2c0/X2817,Science Params,7.5,0.25000000000000033,mJy,1784.06,30.24
X30575208,X30575208,uid://A001/X2c0/X3f88,Science Params,0.00014111328125,3.0,mJy,2479.58,30.24
X21358861,X21358861,uid://A001/X2c0/X3f89,Science Params,0.00014111328125,3.0,mJy,2479.58,30.24
X16129068,X16129068,uid://A001/X2c0/X3f8a,Science Params,0.00014111328125,5.0,mJy,1753.82,30.24
X19285211,X19285211,uid://A001/X2c0/X3f8b,Science Params,0.00014111328125,5.0,mJy,876.8599999999999,30.24
X10541560,X10541560,uid://A001/X2c0/X2794,Science Params,0.0004902920009820116,1.57065,mJy,2025.98,30.24
X9592154,X9592154,uid://A001/X2c0/X2795,Science Params,0.0004902920009820116,1.57065,mJy,1511.9,30.24
X31201352,X31201352,uid://A001/X2c0/X3676,Science Params,0.00024414062500000005,15.0,mJy,2570.3,30.24
X9751040,X9751040,uid://A001/X2c0/X3677,Science Params,0.00024414062500000005,30.0,mJy,937.3399999999999,30.24
X15339821,X15339821,uid://A001/X2c0/X3677,Science Params,0.00024414062500000005,30.0,mJy,1179.26,30.24
X20596121,X20596121,uid://A001/X2c0/X3678,Science Params,0.00024414062500000005,20.0,mJy,2388.86,30.24
X10334860,X10334860,uid://A001/X2c0/X3679,Science Params,0.00024414062500000005,50.0,mJy,967.5799999999999,30.24
X962858,X962858,uid://A001/X2c0/X367a,Science Params,0.00024414062500000005,25.0,mJy,1784.06,30.24
X28636917,X28636917,uid://A001/X2c0/X2eb2,Science Params,1.875,0.1999999999999999,mJy,96.668,24.192
X4147144,X4147144,uid://A001/X2c0/X2eb3,Science Params,1.875,0.1999999999999999,mJy,48.284,24.192
X6545651,X6545651,uid://A001/X2c0/X2eb4,Science Params,1.875,0.1999999999999999,mJy,96.668,24.192
X7392575,X7392575,uid://A001/X2c0/X2eb4,Science Params,1.875,0.1999999999999999,mJy,90.62,30.24
X5439561,X5439561,uid://A001/X2c0/X2eb5,Science Params,1.875,0.1999999999999999,mJy,48.284,24.192
X25056498,X25056498,uid://A001/X2c0/X2eb6,Science Params,1.875,0.1999999999999999,mJy,90.62,30.24
X31824489,X31824489,uid://A001/X2c0/X2eb7,Science Params,1.875,0.1999999999999999,mJy,48.284,24.192
X4713730,X4713730,uid://A001/X2c0/X2eb8,Science Params,1.875,0.1999999999999999,mJy,120.86,30.24
X13020334,X13020334,uid://A001/X2c0/X2eb9,Science Params,1.875,0.1999999999999999,mJy,60.379999999999995,30.24
X32997618,X32997618,uid://A001/X2c0/X2eba,Science Params,1.875,0.1999999999999999,mJy,90.62,30.24
X7358947,X7358947,uid://A001/X2c0/X2eba,Science Params,1.875,0.1999999999999999,mJy,96.668,24.192
X13220904,X13220904,uid://A001/X2c0/X2ebb,Science Params,1.875,0.1999999999999999,mJy,48.284,24.192
X15488197,X15488197,uid://A001/X2c0/X2ebc,Science Params,0.05859375,3.323485181632267,mJy,60.379999999999995,30.24
X23033523,X23033523,uid://A001/X2c0/X2ebd,Science Params,0.05859375,3.323485181632267,mJy,30.139999999999997,30.24
X28850340,X28850340,uid://A001/X2c0/X2ebe,Science Params,0.05859375,3.323485181632267,mJy,18.043999999999997,18.144
X25528081,X25528081,uid://A001/X2c0/X2ebf,Science Params,0.05859375,3.323485181632267,mJy,11.996,12.096
X7949528,X7949528,uid://A001/X2c0/X2ec0,Science Params,0.05859375,3.323485181632267,mJy,11.996,12.096
X1082814,X1082814,uid://A001/X2c0/X35ac,Science Params,0.0007690715113046888,4.26,mJy,2328.38,30.24
X24726785,X24726785,uid://A001/X2c0/X35ad,Science Params,0.0007690715113046888,4.26,mJy,1511.9,30.24
X18677168,X18677168,uid://A001/X2c0/X35ae,Science Params,0.0007690715113046888,4.26,mJy,418.07599999999996,4.752
X28960569,X28960569,uid://A001/X2c0/X35af,Science Params,0.0007690715113046888,4.26,mJy,1121.18,15.36
X29962543,X29962543,uid://A001/X2c0/X27b6,Science Params,0.003904296875,2.0,mJy,302.29999999999995,30.24
X7234618,X7234618,uid://A001/X2c0/X27b7,Science Params,0.003904296875,2.0,mJy,362.78,30.24
X19092177,X19092177,uid://A001/X2c0/X23d7,Science Params,0.014495884711605437,1.2,mJy,241.82,30.24
X33364798,X33364798,uid://A001/X2c0/X23d8,Science Params,0.013769143848713847,0.5899999999999994,mJy,937.3399999999999,30.24
X4670529,X4670529,uid://A001/X2c0/X23d9,Science Params,0.016155602604005642,0.35,mJy,2177.18,30.24
X26364822,X26364822,uid://A001/X2c0/X23da,Science Params,0.011692108574401994,0.7700000000000021,mJy,634.9399999999999,30.24
X9814036,X9814036,uid://A001/X2c0/X23db,Science Params,0.01641773449937379,0.58,mJy,695.42,30.24
X32060919,X32060919,uid://A001/X2c0/X23dc,Science Params,0.012234197244669722,0.5899999999999994,mJy,1088.54,30.24
X31364248,X31364248,uid://A001/X2c0/X23dd,Science Params,0.010317620983237947,0.7700000000000021,mJy,725.66,30.24
X3252567,X3252567,uid://A001/X2c0/X23de,Science Params,0.012323825063311993,0.5599999999999999,mJy,1028.06,30.24
X10153176,X10153176,uid://A001/X2c0/X3791,Science Params,0.016071181782612277,0.16999999999999996,mJy,2993.66,30.24
X32913702,X32913702,uid://A001/X2c0/X2f19,Science Params,7.5,1.9,mJy,60.379999999999995,30.24
X28030419,X28030419,uid://A001/X2c0/X2f1a,Science Params,7.5,157.4,mJy,120.86,30.24
X4563397,X4563397,uid://A001/X2c0/X2f1b,Science Params,7.5,3.2,mJy,141.02,28.224
X12760958,X12760958,uid://A001/X2c0/X2f1c,Science Params,7.5,2.8,mJy,997.8199999999999,30.24
X6893430,X6893430,uid://A001/X2c0/X2f1d,Science Params,7.5,2.2999999999999994,mJy,483.73999999999995,30.24
X11381377,X11381377,uid://A001/X2c0/X2f1e,Science Params,7.5,0.9000000000000004,mJy,30.139999999999997,30.24
X32721721,X32721721,uid://A001/X2c0/X2f1f,Science Params,7.5,131.99999999999997,mJy,120.86,30.24
X15593472,X15593472,uid://A001/X2c0/X2f20,Science Params,7.5,1.9,mJy,120.86,30.24
X22226327,X22226327,uid://A001/X2c0/X2f65,Science Params,0.00112890625,1.1,mJy,2025.98,30.24
X28922454,X28922454,uid://A001/X2c0/X2efd,Science Params,0.000461380506109997,30.0,mJy,2781.98,24.192
X5331353,X5331353,uid://A001/X2c0/X3ec1,Science Params,5.625,0.07000000000000003,mJy,36.187999999999995,18.144
X18818142,X18818142,uid://A001/X2c0/X3ec2,Science Params,5.625,0.07000000000000003,mJy,20.06,20.16
X11483850,X11483850,uid://A001/X2c0/X3ebf,Science Params,0.0019048743603824717,1.4,mJy,2419.1,30.24
X408905,X408905,uid://A001/X2c0/X21e3,Science Params,7.5,0.039999999999999994,mJy,2177.18,30.24
X32189117,X32189117,uid://A001/X2c0/X21e4,Science Params,7.5,0.36399999999999966,mJy,2177.18,30.24
X1078455,X1078455,uid://A001/X2c0/X3fa0,Science Params,0.00021598537620379563,8.229684237116858,mJy,2661.02,30.24
X2647520,X2647520,uid://A001/X2c0/X3fa1,Science Params,0.00021786989460681475,8.373922252634411,mJy,2830.364,18.144
X9686128,X9686128,uid://A001/X2c0/X2e98,Science Params,0.007812500000000002,1.0,mJy,876.8599999999999,30.24
X18727726,X18727726,uid://A001/X2c0/X2e99,Science Params,0.007812500000000002,1.5,mJy,423.25999999999993,30.24
X18909510,X18909510,uid://A001/X2c0/X2e9a,Science Params,0.007812500000000002,1.0,mJy,1118.78,30.24
X5069339,X5069339,uid://A001/X2c0/X2ec9,Science Params,0.0011819102780982582,2.0,mJy,423.25999999999993,30.24
X3647081,X3647081,uid://A001/X2c0/X2eca,Science Params,0.005078631800201309,1.5,mJy,332.53999999999996,30.24
X1913395,X1913395,uid://A001/X2c0/X2ecb,Science Params,0.0064253594964583036,4.0,mJy,302.29999999999995,30.24
X1844145,X1844145,uid://A001/X2c0/X2ecb,Science Params,0.0064253594964583036,4.0,mJy,332.53999999999996,30.24
X12237178,X12237178,uid://A001/X2c0/X21d2,Science Params,7.5,0.0074999999999999945,mJy,2056.22,30.24
X4517210,X4517210,uid://A001/X2c0/X3085,Science Params,0.0006604337462863542,3.0,mJy,1451.42,30.24
X9247278,X9247278,uid://A001/X2c0/X3086,Science Params,0.0006604337462863542,3.0,mJy,725.66,30.24
X10578462,X10578462,uid://A001/X2c0/X3087,Science Params,0.0006604337462863542,3.0,mJy,1451.42,30.24
X33017482,X33017482,uid://A001/X2c0/X3088,Science Params,0.0006604337462863542,3.0,mJy,450.332,4.896
X11459,X11459,uid://A001/X2c0/X3089,Science Params,0.0006604337462863542,3.0,mJy,1182.6200000000001,21.504
X31161483,X31161483,uid://A001/X2c0/X3695,Science Params,0.22608974372530738,0.059999999999999956,mJy,2570.3,30.24
X32735130,X32735130,uid://A001/X2c0/X368c,Science Params,0.051647071579477274,0.18200000000000008,mJy,2570.3,30.24
X54687,X54687,uid://A001/X2c0/X358b,Science Params,0.00018180484223629257,6.23,mJy,574.4599999999999,30.24
X3869031,X3869031,uid://A001/X2c0/X358b,Science Params,0.00018180484223629257,6.23,mJy,544.2199999999999,30.24
X8283112,X8283112,uid://A001/X2c0/X358b,Science Params,0.00018180484223629257,6.23,mJy,574.4599999999999,30.24
X13230778,X13230778,uid://A001/X2c0/X358c,Science Params,0.00013823253129341357,9.0,mJy,393.02,30.24
X16206066,X16206066,uid://A001/X2c0/X358d,Science Params,0.0001209581007310081,8.8,mJy,423.25999999999993,30.24
X28077781,X28077781,uid://A001/X2c0/X358d,Science Params,0.0001209581007310081,8.8,mJy,453.49999999999994,30.24
X2182629,X2182629,uid://A001/X2c0/X358e,Science Params,0.00012165447639183069,8.5,mJy,453.49999999999994,30.24
X31372961,X31372961,uid://A001/X2c0/X281b,Science Params,7.5,0.15,mJy,2509.82,30.24
X8611304,X8611304,uid://A001/X2c0/X2ecd,Science Params,7.199855703818514,0.10000000000000028,mJy,302.29999999999995,30.24
X11340114,X11340114,uid://A001/X2c0/X2ece,Science Params,7.19978293462691,1.0,mJy,120.86,30.24
X10878050,X10878050,uid://A001/X2c0/X2ecf,Science Params,7.199792368473709,1.0,mJy,120.86,30.24
X18193867,X18193867,uid://A001/X2c0/X2ed0,Science Params,7.199999999999989,1.0,mJy,120.86,30.24
X29177469,X29177469,uid://A001/X2c0/X2ed1,Science Params,7.199809180525847,1.0,mJy,120.86,30.24
X9890472,X9890472,uid://A001/X2c0/X2ed2,Science Params,7.274967153727857,1.0,mJy,120.86,30.24
X21443263,X21443263,uid://A001/X2c0/X2ed3,Science Params,7.200029257323308,1.0,mJy,120.86,30.24
X22810145,X22810145,uid://A001/X2c0/X2ed4,Science Params,7.200088115662538,1.0,mJy,120.86,30.24
X8863317,X8863317,uid://A001/X2c0/X2ed5,Science Params,7.200060431000338,1.0,mJy,120.86,30.24
X3421936,X3421936,uid://A001/X2c0/X2ed6,Science Params,7.20006354642436,1.0,mJy,120.86,30.24
X27044000,X27044000,uid://A001/X2c0/X2ed7,Science Params,7.200193716005003,1.0,mJy,120.86,30.24
X25399759,X25399759,uid://A001/X2c0/X2ed8,Science Params,7.200196632984216,1.0,mJy,120.86,30.24
X26021308,X26021308,uid://A001/X2c0/X34c1,Science Params,7.323615740027578e-05,3.15402,mJy,2993.66,30.24
X18493393,X18493393,uid://A001/X2c0/X34c2,Science Params,7.323615740027578e-05,3.15402,mJy,2237.66,30.24
X20523601,X20523601,uid://A001/X2c0/X2385,Science Params,0.000564453125,8.784915228855539,mJy,181.34,30.24
X9026043,X9026043,uid://A001/X2c0/X2386,Science Params,0.000564453125,1.3724670400153325,mJy,2993.66,30.24
X15706940,X15706940,uid://A001/X2c0/X2387,Science Params,0.000564453125,6.613244485848611,mJy,302.29999999999995,30.24
X33115588,X33115588,uid://A001/X2c0/X2388,Science Params,0.000564453125,5.4888058612041375,mJy,393.02,30.24
X28073160,X28073160,uid://A001/X2c0/X2389,Science Params,0.000564453125,4.134094306285256,mJy,846.6199999999999,30.24
X119284,X119284,uid://A001/X2c0/X238a,Science Params,0.000564453125,5.489890139743701,mJy,423.25999999999993,30.24
X28009502,X28009502,uid://A001/X2c0/X3bec,Science Params,0.024414452392623662,0.5,mJy,816.3799999999999,30.24
X1994375,X1994375,uid://A001/X2c0/X3bed,Science Params,0.023928798068634124,0.5,mJy,816.3799999999999,30.24
X27617401,X27617401,uid://A001/X2c0/X3bee,Science Params,0.022762738582689464,0.5,mJy,937.3399999999999,30.24
X2082898,X2082898,uid://A001/X2c0/X3bef,Science Params,0.02122313468701642,0.5,mJy,1118.78,30.24
X16236210,X16236210,uid://A001/X2c0/X3bf0,Science Params,0.0234992000647129,0.5,mJy,907.0999999999999,30.24
X20190673,X20190673,uid://A001/X2c0/X3bf1,Science Params,0.022855683509094636,0.5000000000000012,mJy,997.8199999999999,30.24
X17232239,X17232239,uid://A001/X2c0/X3bf2,Science Params,0.022681212642612976,0.5000000000000012,mJy,997.8199999999999,30.24
X266278,X266278,uid://A001/X2c0/X3bf3,Science Params,0.0819878271573482,0.15,mJy,2328.38,30.24
X3700832,X3700832,uid://A001/X2c0/X3bf4,Science Params,0.0858739553809913,0.13999999999999999,mJy,2691.2599999999998,30.24
X24949159,X24949159,uid://A001/X2c0/X3bf5,Science Params,0.09153539298158654,0.15,mJy,2177.18,30.24
X22756528,X22756528,uid://A001/X2c0/X3696,Science Params,0.03125,0.21999999999999986,mJy,2630.7799999999997,30.24
X29100954,X29100954,uid://A001/X2c0/X3699,Science Params,0.007632076430611555,0.7000000000000038,mJy,1753.82,30.24
X3368918,X3368918,uid://A001/X2c0/X369a,Science Params,0.007632076430611554,0.7000000000000038,mJy,1723.58,30.24
X17427692,X17427692,uid://A001/X2c0/X369b,Science Params,0.007632076430611556,0.7000000000000038,mJy,2177.18,30.24
X32860710,X32860710,uid://A001/X2c0/X369c,Science Params,0.007632076430611555,0.7000000000000038,mJy,1723.58,30.24
X23715337,X23715337,uid://A001/X2c0/X369d,Science Params,0.007632076430611555,0.7000000000000038,mJy,1723.58,30.24
X5231262,X5231262,uid://A001/X2c0/X369e,Science Params,0.007632076430611555,0.7000000000000038,mJy,1693.34,30.24
X3914509,X3914509,uid://A001/X2c0/X4124,Science Params,0.0005221406720806427,2.0,mJy,2540.06,30.24
X5747107,X5747107,uid://A001/X2c0/X4125,Science Params,0.0007889488177042674,2.0,mJy,2419.1,30.24
X1560203,X1560203,uid://A001/X2c0/X4127,Science Params,0.00034606135020261457,2.9824476783669356,mJy,2993.66,30.24
X28039243,X28039243,uid://A001/X2c0/X4128,Science Params,0.00034606135020261457,2.9824476783669356,mJy,2993.66,30.24
X26804711,X26804711,uid://A001/X2c0/X24c7,Science Params,0.0004882812500000001,86.25,mJy,332.53999999999996,30.24
X5959265,X5959265,uid://A001/X2c0/X24c8,Science Params,0.0004882812500000001,43.33,mJy,1269.98,30.24
