paramRef,paramRef,SB_UID,parName,representative_bw,sensitivy,sensUnit,intTime,subScanDur
X33468211,X33468211,uid://A001/X2c0/X2a6f,Science Params,0.017669290215609555,1.3,mJy,362.78,30.24
X25918418,X25918418,uid://A001/X2c0/X2a70,Science Params,0.017669290215609555,1.3,mJy,181.34,30.24
X19558649,X19558649,uid://A001/X2c0/X2a71,Science Params,0.01766929021560956,1.3,mJy,272.05999999999995,30.24
X18026408,X18026408,uid://A001/X2c0/X2a72,Science Params,0.01766929021560956,1.3,mJy,151.1,30.24
X28761893,X28761893,uid://A001/X2c0/X2a73,Science Params,0.01766929021560956,1.3,mJy,272.05999999999995,30.24
X3936452,X3936452,uid://A001/X2c0/X2a74,Science Params,0.01766929021560956,1.3,mJy,151.1,30.24
X30779476,X30779476,uid://A001/X2c0/X2a75,Science Params,0.01766929021560956,1.3,mJy,272.05999999999995,30.24
X29675616,X29675616,uid://A001/X2c0/X2a76,Science Params,0.01766929021560956,1.3,mJy,151.1,30.24
X25838602,X25838602,uid://A001/X2c0/X3ab6,Science Params,0.023547983850476017,5.44,mJy,120.86,30.24
X33501759,X33501759,uid://A001/X2c0/X3ab7,Science Params,0.023547983850476017,2.88,mJy,120.86,30.24
X17370517,X17370517,uid://A001/X2c0/X3ab8,Science Params,0.023365090845689725,2.56,mJy,120.86,30.24
X21526163,X21526163,uid://A001/X2c0/X3ab9,Science Params,0.023073029335009043,2.08,mJy,211.57999999999998,30.24
X30676101,X30676101,uid://A001/X2c0/X3aba,Science Params,0.023269805477486753,1.92,mJy,241.82,30.24
X12162568,X12162568,uid://A001/X2c0/X3abb,Science Params,0.023548308167452327,1.6,mJy,332.53999999999996,30.24
X20278687,X20278687,uid://A001/X2c0/X3abc,Science Params,0.02334838936317502,2.24,mJy,151.1,30.24
X24576982,X24576982,uid://A001/X2c0/X3abd,Science Params,0.02335980018190943,1.44,mJy,453.49999999999994,30.24
X10923845,X10923845,uid://A001/X2c0/X2aa7,Science Params,0.0002869278248919205,10.0,mJy,1632.86,30.24
X25085258,X25085258,uid://A001/X2c0/X2aa8,Science Params,0.0002869278248919205,10.0,mJy,816.3799999999999,30.24
X12857298,X12857298,uid://A001/X2c0/X2aa9,Science Params,0.0002869278248919205,10.0,mJy,1632.86,30.24
X22103714,X22103714,uid://A001/X2c0/X2aaa,Science Params,0.0002869278248919205,10.0,mJy,483.74,5.04
X23202565,X23202565,uid://A001/X2c0/X2aab,Science Params,0.0002869278248919205,10.0,mJy,1566.332,21.168
X30604460,X30604460,uid://A001/X2c0/X2aac,Science Params,0.00048038812119247657,7.5,mJy,2449.3399999999997,30.24
X11284851,X11284851,uid://A001/X2c0/X2aad,Science Params,0.00048038812119247657,7.5,mJy,1306.268,24.192
X25378613,X25378613,uid://A001/X2c0/X2aae,Science Params,0.00048038812119247657,7.5,mJy,1511.9,30.24
X8984561,X8984561,uid://A001/X2c0/X2aaf,Science Params,0.00048038812119247657,7.5,mJy,374.87600000000003,4.464
X18032719,X18032719,uid://A001/X2c0/X2ab0,Science Params,0.00048038812119247657,7.5,mJy,902.78,20.064
X17371738,X17371738,uid://A001/X2c0/X2ab1,Science Params,0.00037792811985950625,10.0,mJy,2177.18,30.24
X15983560,X15983560,uid://A001/X2c0/X2ab2,Science Params,0.00037792811985950625,10.0,mJy,1088.54,30.24
X29658514,X29658514,uid://A001/X2c0/X2ab3,Science Params,0.00037792811985950625,10.0,mJy,1632.86,30.24
X20179337,X20179337,uid://A001/X2c0/X2ab4,Science Params,0.00037792811985950625,10.0,mJy,374.87600000000003,4.464
X23872950,X23872950,uid://A001/X2c0/X2ab5,Science Params,0.00037792811985950625,10.0,mJy,2116.5080000000003,20.352
X16524083,X16524083,uid://A001/X2c0/X2fd5,Science Params,0.05817344978038108,0.5000000000000012,mJy,1390.94,30.24
X4923828,X4923828,uid://A001/X2c0/X2fd6,Science Params,0.05650882532494247,0.5000000000000012,mJy,1330.46,30.24
X19790432,X19790432,uid://A001/X2c0/X2fd7,Science Params,0.05303669113650619,0.5000000000000012,mJy,604.6999999999999,30.24
X29886179,X29886179,uid://A001/X2c0/X2fd7,Science Params,0.05303669113650619,0.5000000000000012,mJy,634.9399999999999,30.24
X5815317,X5815317,uid://A001/X2c0/X2fd8,Science Params,0.05888791405152694,0.5000000000000012,mJy,1239.74,30.24
X4531098,X4531098,uid://A001/X2c0/X29e6,Science Params,0.04570214995767278,4.0,mJy,2963.4199999999996,30.24
X17635557,X17635557,uid://A001/X2c0/X29e7,Science Params,0.04570214995767278,4.0,mJy,1995.74,30.24
X31435040,X31435040,uid://A001/X2c0/X39d5,Science Params,0.0009765625,1.3,mJy,749.852,24.192
X32340337,X32340337,uid://A001/X2c0/X24d1,Science Params,0.00112890625,6.0,mJy,513.9799999999999,30.24
X14457909,X14457909,uid://A001/X2c0/X24d2,Science Params,0.00112890625,6.0,mJy,272.05999999999995,30.24
X5012299,X5012299,uid://A001/X2c0/X24d3,Science Params,0.00112890625,8.0,mJy,362.78,30.24
X12266896,X12266896,uid://A001/X2c0/X24d4,Science Params,0.00112890625,8.0,mJy,181.34,30.24
X26321165,X26321165,uid://A001/X2c0/X31bf,Science Params,0.0008868129162541021,2.601355876662107,mJy,665.18,30.24
X18598227,X18598227,uid://A001/X2c0/X31c0,Science Params,0.0008868129162541021,2.601355876662107,mJy,665.18,30.24
X22684616,X22684616,uid://A001/X2c0/X31c2,Science Params,7.5,0.07999999999999999,mJy,181.34,30.24
X28838255,X28838255,uid://A001/X2c0/X31c3,Science Params,7.5,0.11499999999999992,mJy,211.57999999999998,30.24
X24596791,X24596791,uid://A001/X2c0/X28b4,Science Params,7.5,0.15199999999999989,mJy,48.284,24.192
X24391367,X24391367,uid://A001/X2c0/X33ab,Science Params,6.5625,0.048000000000000126,mJy,1451.42,30.24
X27770125,X27770125,uid://A001/X2c0/X33ac,Science Params,6.5625,0.06999999999999999,mJy,725.66,30.24
X26485122,X26485122,uid://A001/X2c0/X33ad,Science Params,6.5625,0.074,mJy,574.4599999999999,30.24
X10268076,X10268076,uid://A001/X2c0/X33ae,Science Params,6.5625,0.044999999999999984,mJy,1602.6200000000001,30.24
X21991369,X21991369,uid://A001/X2c0/X33af,Science Params,6.5625,0.062,mJy,967.5799999999999,30.24
X10445185,X10445185,uid://A001/X2c0/X33b0,Science Params,6.5625,0.07099999999999995,mJy,634.9399999999999,30.24
X23792495,X23792495,uid://A001/X2c0/X33b1,Science Params,0.00024414062500000005,7.0,mJy,1844.54,30.24
X12347710,X12347710,uid://A001/X2c0/X3730,Science Params,7.5,0.10400000000000019,mJy,211.57999999999998,30.24
X21683496,X21683496,uid://A001/X2c0/X3731,Science Params,7.5,0.08500000000000014,mJy,181.34,30.24
X5719741,X5719741,uid://A001/X2c0/X3732,Science Params,7.5,0.09200000000000008,mJy,272.05999999999995,30.24
X31729596,X31729596,uid://A001/X2c0/X3733,Science Params,7.5,0.09200000000000008,mJy,272.05999999999995,30.24
X14063206,X14063206,uid://A001/X2c0/X3fc4,Science Params,7.5,0.13999999999999999,mJy,2812.22,30.24
X23512573,X23512573,uid://A001/X2c0/X3fc5,Science Params,7.5,0.013,mJy,2842.46,30.24
X1731157,X1731157,uid://A001/X2c0/X3650,Science Params,0.2739995547186184,0.25,mJy,453.49999999999994,30.24
X15092865,X15092865,uid://A001/X2c0/X3651,Science Params,0.2741066287931764,0.25,mJy,513.9799999999999,30.24
X12606073,X12606073,uid://A001/X2c0/X3652,Science Params,0.2729338174344599,0.25,mJy,513.9799999999999,30.24
X7807821,X7807821,uid://A001/X2c0/X3653,Science Params,0.26102357785131475,0.25,mJy,483.73999999999995,30.24
X625060,X625060,uid://A001/X2c0/X3654,Science Params,0.2733240874258415,0.25,mJy,665.18,30.24
X5744672,X5744672,uid://A001/X2c0/X3655,Science Params,0.2741066287931764,0.25,mJy,483.73999999999995,30.24
X26033707,X26033707,uid://A001/X2c0/X3656,Science Params,0.264998327609696,0.25,mJy,513.9799999999999,30.24
X1096833,X1096833,uid://A001/X2c0/X3657,Science Params,0.27293381743446,0.25,mJy,513.9799999999999,30.24
X28871735,X28871735,uid://A001/X2c0/X3658,Science Params,0.2694754248954455,0.25,mJy,513.9799999999999,30.24
X14371742,X14371742,uid://A001/X2c0/X3659,Science Params,0.27293381743446,0.25,mJy,513.9799999999999,30.24
X31783279,X31783279,uid://A001/X2c0/X365a,Science Params,0.2697796353502662,0.25,mJy,513.9799999999999,30.24
X21124604,X21124604,uid://A001/X2c0/X365b,Science Params,0.2664743487309478,0.25,mJy,483.73999999999995,30.24
X18974099,X18974099,uid://A001/X2c0/X365c,Science Params,0.2687189015275362,0.25,mJy,513.9799999999999,30.24
X31891608,X31891608,uid://A001/X2c0/X365d,Science Params,0.26989371427082387,0.25,mJy,453.49999999999994,30.24
X9639793,X9639793,uid://A001/X2c0/X365e,Science Params,0.2610946270035918,0.25,mJy,513.9799999999999,30.24
X31384821,X31384821,uid://A001/X2c0/X365f,Science Params,0.2504392555465822,0.25,mJy,513.9799999999999,30.24
X32014756,X32014756,uid://A001/X2c0/X3660,Science Params,0.25416183084899374,0.25,mJy,483.73999999999995,30.24
X22452465,X22452465,uid://A001/X2c0/X3661,Science Params,0.2617370714509436,0.25,mJy,513.9799999999999,30.24
X8615083,X8615083,uid://A001/X2c0/X3662,Science Params,0.2599598419517278,0.25,mJy,483.73999999999995,30.24
X24994955,X24994955,uid://A001/X2c0/X3663,Science Params,0.271001480630977,0.25,mJy,453.49999999999994,30.24
X2092137,X2092137,uid://A001/X2c0/X3664,Science Params,0.2561341953439006,0.25,mJy,513.9799999999999,30.24
X25714766,X25714766,uid://A001/X2c0/X3665,Science Params,0.27192612030286634,0.25,mJy,513.9799999999999,30.24
X24900572,X24900572,uid://A001/X2c0/X3666,Science Params,0.26759212201395666,0.25,mJy,513.9799999999999,30.24
X6932093,X6932093,uid://A001/X2c0/X3667,Science Params,0.26792835462191644,0.25,mJy,483.73999999999995,30.24
X8533909,X8533909,uid://A001/X2c0/X3668,Science Params,0.2642668215489265,0.25,mJy,483.73999999999995,30.24
X22460460,X22460460,uid://A001/X2c0/X3669,Science Params,0.2692102414397631,0.25,mJy,483.73999999999995,30.24
X24522574,X24522574,uid://A001/X2c0/X366a,Science Params,0.26102357785131475,0.25,mJy,483.73999999999995,30.24
X15427837,X15427837,uid://A001/X2c0/X366b,Science Params,0.27254554882764936,0.25,mJy,483.73999999999995,30.24
X28460182,X28460182,uid://A001/X2c0/X366c,Science Params,0.256477432797859,0.25,mJy,483.73999999999995,30.24
X27280896,X27280896,uid://A001/X2c0/X366d,Science Params,0.267966380928769,0.25,mJy,483.73999999999995,30.24
X3403696,X3403696,uid://A001/X2c0/X366e,Science Params,0.266103091892992,0.25,mJy,483.73999999999995,30.24
X10935294,X10935294,uid://A001/X2c0/X366f,Science Params,0.2717710129985993,0.25,mJy,483.73999999999995,30.24
X9479264,X9479264,uid://A001/X2c0/X3670,Science Params,0.26834164053586673,0.25,mJy,483.73999999999995,30.24
X603055,X603055,uid://A001/X2c0/X3671,Science Params,0.2596075982671985,0.25,mJy,483.73999999999995,30.24
X17714214,X17714214,uid://A001/X2c0/X3672,Science Params,0.2510957096859322,0.25,mJy,453.49999999999994,30.24
X7903360,X7903360,uid://A001/X2c0/X21e6,Science Params,7.5,0.027000000000000014,mJy,479.70799999999997,28.224
X18734233,X18734233,uid://A001/X2c0/X21e7,Science Params,7.5,0.023500000000000007,mJy,1088.54,30.24
X1176872,X1176872,uid://A001/X2c0/X21e8,Science Params,0.0002822265625,7.0,mJy,241.82,30.24
X28376472,X28376472,uid://A001/X2c0/X21e9,Science Params,0.0002822265625,7.0,mJy,241.82,30.24
X8930564,X8930564,uid://A001/X2c0/X21ea,Science Params,0.0002822265625,7.0,mJy,241.82,30.24
X2303805,X2303805,uid://A001/X2c0/X21eb,Science Params,0.0002822265625,7.0,mJy,405.40399999999994,4.608
X30414396,X30414396,uid://A001/X2c0/X21ec,Science Params,0.0002822265625,7.0,mJy,387.49999999999994,15.504
X20577343,X20577343,uid://A001/X2c0/X21ed,Science Params,7.5,0.02300000000000002,mJy,2177.18,30.24
X15099093,X15099093,uid://A001/X2c0/X39bb,Science Params,0.01135772802649187,1.2,mJy,2872.7,30.24
X17069431,X17069431,uid://A001/X2c0/X39bc,Science Params,0.007572059767874647,2.2,mJy,2376.7639999999997,18.144
X2097099,X2097099,uid://A001/X2c0/X39bd,Science Params,0.007572059767874647,2.2,mJy,2056.2200000000003,20.16
X20103349,X20103349,uid://A001/X2c0/X31ca,Science Params,0.0002817253791622147,1.0,mJy,2812.22,30.24
X24269321,X24269321,uid://A001/X2c0/X31cb,Science Params,0.0008859006677339813,1.0,mJy,2812.22,30.24
X30421484,X30421484,uid://A001/X2c0/X252c,Science Params,0.066777447083075,0.3,mJy,876.8599999999999,30.24
X24808667,X24808667,uid://A001/X2c0/X252d,Science Params,0.06871428700184316,0.3,mJy,846.6199999999999,30.24
X28691064,X28691064,uid://A001/X2c0/X252e,Science Params,0.07145568351822913,0.3,mJy,846.6199999999999,30.24
X18341513,X18341513,uid://A001/X2c0/X252f,Science Params,0.04636332445694814,0.1999999999999999,mJy,2237.66,30.24
X31830652,X31830652,uid://A001/X2c0/X2530,Science Params,0.048239622492437746,0.1999999999999999,mJy,2237.66,30.24
X25798560,X25798560,uid://A001/X2c0/X2531,Science Params,0.05048817805816849,0.1999999999999999,mJy,2207.42,30.24
X1779605,X1779605,uid://A001/X2c0/X2532,Science Params,0.0672027413044527,0.3,mJy,876.8599999999999,30.24
X24972918,X24972918,uid://A001/X2c0/X2533,Science Params,0.06913908087707797,0.3,mJy,876.8599999999999,30.24
X7875981,X7875981,uid://A001/X2c0/X2534,Science Params,0.07193101235388649,0.3,mJy,846.6199999999999,30.24
X23769064,X23769064,uid://A001/X2c0/X2535,Science Params,0.046676040796196416,0.22999999999999984,mJy,1723.58,30.24
X18127504,X18127504,uid://A001/X2c0/X2536,Science Params,0.048552338831686026,0.22999999999999984,mJy,1693.34,30.24
X13428815,X13428815,uid://A001/X2c0/X2537,Science Params,0.050803896474273545,0.22999999999999984,mJy,1723.58,30.24
X11231408,X11231408,uid://A001/X2c0/X3000,Science Params,6.103515625000001e-05,50.0,mJy,489.78799999999995,18.144
X24747570,X24747570,uid://A001/X2c0/X3001,Science Params,6.103515625000001e-05,50.0,mJy,846.6199999999999,30.24
X8946558,X8946558,uid://A001/X2c0/X3002,Science Params,6.103515625000001e-05,40.0,mJy,308.34799999999996,18.144
X304619,X304619,uid://A001/X2c0/X3003,Science Params,6.103515625000001e-05,40.0,mJy,634.9399999999999,30.24
X14178488,X14178488,uid://A001/X2c0/X3004,Science Params,6.103515625000001e-05,20.0,mJy,1233.692,24.192
X31303155,X31303155,uid://A001/X2c0/X3005,Science Params,6.103515625000001e-05,20.0,mJy,1269.98,30.24
X16588591,X16588591,uid://A001/X2c0/X308b,Science Params,7.5,0.07999999999999999,mJy,1923.164,18.144
X4514962,X4514962,uid://A001/X2c0/X308c,Science Params,7.5,0.07999999999999999,mJy,1632.86,18.144
X27882947,X27882947,uid://A001/X2c0/X3f9b,Science Params,0.0867909153705788,0.23000000000000037,mJy,1753.82,30.24
X5662260,X5662260,uid://A001/X2c0/X3f9c,Science Params,0.0867909153705788,0.23000000000000037,mJy,876.8599999999999,30.24
X1093349,X1093349,uid://A001/X2c0/X2bcf,Science Params,5.68359375,0.039999999999999994,mJy,786.14,30.24
X12167057,X12167057,uid://A001/X2c0/X2bd0,Science Params,5.68359375,0.039999999999999994,mJy,846.6199999999999,30.24
X17207162,X17207162,uid://A001/X2c0/X2bd1,Science Params,5.68359375,0.08000000000000008,mJy,211.57999999999998,30.24
X4577183,X4577183,uid://A001/X2c0/X367e,Science Params,0.00023068717505557727,3.9117414107067394,mJy,2842.46,30.24
X17016867,X17016867,uid://A001/X2c0/X367f,Science Params,0.00023068717505557727,3.9117414107067394,mJy,2842.46,30.24
X14670244,X14670244,uid://A001/X2c0/X25df,Science Params,0.0019521484375,0.9000000000000005,mJy,2600.54,30.24
X26897331,X26897331,uid://A001/X2c0/X2615,Science Params,0.010144690107959481,0.5000000000000012,mJy,2661.02,30.24
X11400760,X11400760,uid://A001/X2c0/X371f,Science Params,0.049391290262988545,0.2929999999999998,mJy,1058.3,30.24
X24533865,X24533865,uid://A001/X2c0/X3720,Science Params,0.048600474660463175,0.206,mJy,2056.22,30.24
X4784750,X4784750,uid://A001/X2c0/X3721,Science Params,0.04767640942167233,0.16199999999999984,mJy,1814.3,30.24
X23692573,X23692573,uid://A001/X2c0/X3722,Science Params,0.05222387255999059,0.13799999999999998,mJy,2025.98,30.24
X21415245,X21415245,uid://A001/X2c0/X23ef,Science Params,7.5,0.029999999999999978,mJy,2394.908,24.192
X31529091,X31529091,uid://A001/X2c0/X23f5,Science Params,0.0004882812500000001,190.0,mJy,151.1,30.24
X1458691,X1458691,uid://A001/X2c0/X3f9e,Science Params,7.5,0.03000000000000009,mJy,2286.0440000000003,28.224
X8308883,X8308883,uid://A001/X2c0/X374e,Science Params,0.005,0.3,mJy,2963.42,30.24
X22004768,X22004768,uid://A001/X2c0/X374f,Science Params,0.005,0.3500000000000007,mJy,2267.9,30.24
X31845091,X31845091,uid://A001/X2c0/X3735,Science Params,0.003793326604302277,0.41,mJy,2540.06,30.24
X1678896,X1678896,uid://A001/X2c0/X2de0,Science Params,0.0004882812500000001,4.0,mJy,755.9,30.24
X19626904,X19626904,uid://A001/X2c0/X2de1,Science Params,0.0004882812500000001,4.0,mJy,544.2199999999999,30.24
X7541279,X7541279,uid://A001/X2c0/X2de2,Science Params,0.0004882812500000001,4.0,mJy,544.2199999999999,30.24
X2787730,X2787730,uid://A001/X2c0/X2de3,Science Params,0.0004882812500000001,4.0,mJy,513.9799999999999,30.24
X10672583,X10672583,uid://A001/X2c0/X2de4,Science Params,0.0004882812500000001,4.0,mJy,634.9399999999999,30.24
X4315860,X4315860,uid://A001/X2c0/X2de5,Science Params,0.0004882812500000001,4.0,mJy,544.2199999999999,30.24
X23759271,X23759271,uid://A001/X2c0/X2de6,Science Params,0.0004882812500000001,4.0,mJy,513.9799999999999,30.24
X9425842,X9425842,uid://A001/X2c0/X2de7,Science Params,0.0004882812500000001,4.0,mJy,513.9799999999999,30.24
X22766673,X22766673,uid://A001/X2c0/X2de8,Science Params,0.0004882812500000001,4.0,mJy,574.4599999999999,30.24
X19327911,X19327911,uid://A001/X2c0/X2de9,Science Params,0.0004882812500000001,4.0,mJy,544.2199999999999,30.24
X28614913,X28614913,uid://A001/X2c0/X2dea,Science Params,0.0004882812500000001,4.0,mJy,544.2199999999999,30.24
X19343953,X19343953,uid://A001/X2c0/X2deb,Science Params,0.0004882812500000001,4.0,mJy,604.6999999999999,30.24
X14988060,X14988060,uid://A001/X2c0/X3a09,Science Params,0.05699769722698719,0.900000000000059,mJy,423.25999999999993,30.24
X31322695,X31322695,uid://A001/X2c0/X3a09,Science Params,0.05699769722698719,0.900000000000059,mJy,423.25999999999993,30.24
X20675590,X20675590,uid://A001/X2c0/X3a0a,Science Params,0.056031100065761875,0.9000000000000419,mJy,393.02,30.24
X27433720,X27433720,uid://A001/X2c0/X3a0b,Science Params,0.05690148445712455,0.900000000000029,mJy,453.49999999999994,30.24
X1342927,X1342927,uid://A001/X2c0/X3a0b,Science Params,0.05690148445712455,0.900000000000029,mJy,423.25999999999993,30.24
X13498163,X13498163,uid://A001/X2c0/X3a0b,Science Params,0.05690148445712455,0.900000000000029,mJy,453.49999999999994,30.24
X10811938,X10811938,uid://A001/X2c0/X3a0c,Science Params,0.057043655607029564,0.9000000000000157,mJy,423.25999999999993,30.24
X26780968,X26780968,uid://A001/X2c0/X3a0c,Science Params,0.057043655607029564,0.9000000000000157,mJy,453.49999999999994,30.24
X11777952,X11777952,uid://A001/X2c0/X3a0d,Science Params,0.056282472944450664,0.9000000000000163,mJy,453.49999999999994,30.24
X11951619,X11951619,uid://A001/X2c0/X3a0d,Science Params,0.056282472944450664,0.9000000000000163,mJy,423.25999999999993,30.24
X5434690,X5434690,uid://A001/X2c0/X3a0e,Science Params,0.056948773069004616,0.9000000000000224,mJy,513.9799999999999,30.24
X28617784,X28617784,uid://A001/X2c0/X3a0e,Science Params,0.056948773069004616,0.9000000000000224,mJy,544.2199999999999,30.24
X13111189,X13111189,uid://A001/X2c0/X3a0f,Science Params,0.05689007634751861,0.9000000000000216,mJy,423.25999999999993,30.24
X19740176,X19740176,uid://A001/X2c0/X3a0f,Science Params,0.05689007634751861,0.9000000000000216,mJy,423.25999999999993,30.24
X14181800,X14181800,uid://A001/X2c0/X3a10,Science Params,0.05656605462195845,0.9000000000000004,mJy,574.4599999999999,30.24
X18901484,X18901484,uid://A001/X2c0/X3a11,Science Params,0.05680884163552313,0.9000000000000004,mJy,423.25999999999993,30.24
X21958764,X21958764,uid://A001/X2c0/X3a12,Science Params,0.05531821982787525,0.9000000000000004,mJy,423.25999999999993,30.24
X24564711,X24564711,uid://A001/X2c0/X3a13,Science Params,0.05603447620951365,0.9000000000000004,mJy,423.25999999999993,30.24
X6299817,X6299817,uid://A001/X2c0/X3a14,Science Params,0.057672563263749616,0.9000000000000558,mJy,423.25999999999993,30.24
X8951455,X8951455,uid://A001/X2c0/X3a14,Science Params,0.057672563263749616,0.9000000000000558,mJy,453.49999999999994,30.24
X18800444,X18800444,uid://A001/X2c0/X3a15,Science Params,0.05641203631235015,0.9000000000000004,mJy,423.25999999999993,30.24
X15051905,X15051905,uid://A001/X2c0/X3a16,Science Params,0.055778169299819845,0.9000000000000004,mJy,513.9799999999999,30.24
X2030227,X2030227,uid://A001/X2c0/X3a17,Science Params,0.057672563263749616,0.9000000000000004,mJy,453.49999999999994,30.24
X7169200,X7169200,uid://A001/X2c0/X3a18,Science Params,0.055859584586413,0.9000000000000004,mJy,483.73999999999995,30.24
X31350645,X31350645,uid://A001/X2c0/X3a19,Science Params,0.05693974869800628,0.9000000000000004,mJy,423.25999999999993,30.24
X21759312,X21759312,uid://A001/X2c0/X3a1a,Science Params,0.055860469628205435,0.9000000000000004,mJy,362.78,30.24
X2378889,X2378889,uid://A001/X2c0/X3a1b,Science Params,0.05603932348202128,0.9000000000000004,mJy,362.78,30.24
X33399813,X33399813,uid://A001/X2c0/X3a1c,Science Params,0.057672563263749616,0.9000000000000004,mJy,362.78,30.24
X24210625,X24210625,uid://A001/X2c0/X39ff,Science Params,3.92578125,0.022400000000000024,mJy,1874.78,30.24
X26388076,X26388076,uid://A001/X2c0/X3ebc,Science Params,0.00011574483834525355,29.04149343556085,mJy,1886.8760000000002,24.192
X2624764,X2624764,uid://A001/X2c0/X3ebd,Science Params,0.00010337030626602404,18.850639313629284,mJy,2449.3399999999997,30.24
X9676389,X9676389,uid://A001/X2c0/X2ad8,Science Params,7.5,0.10000000000000005,mJy,1209.5,30.24
X28293134,X28293134,uid://A001/X2c0/X2ad9,Science Params,7.5,0.10000000000000005,mJy,1935.26,30.24
X32183631,X32183631,uid://A001/X2c0/X29fe,Science Params,0.00040306706196483486,3.0,mJy,2661.02,30.24
X22344920,X22344920,uid://A001/X2c0/X29ff,Science Params,0.00040306706196483486,3.0,mJy,2661.02,30.24
X7928273,X7928273,uid://A001/X2c0/X2adb,Science Params,0.07658698338568613,0.5100000000000017,mJy,338.58799999999997,28.224
X5510997,X5510997,uid://A001/X2c0/X2adc,Science Params,0.07658698338568613,0.5100000000000017,mJy,169.244,28.224
X14118444,X14118444,uid://A001/X2c0/X29cc,Science Params,7.5,0.029999999999999978,mJy,2993.66,30.24
X25377997,X25377997,uid://A001/X2c0/X29cd,Science Params,7.5,0.029999999999999978,mJy,2661.02,30.24
X6888089,X6888089,uid://A001/X2c0/X29ce,Science Params,7.5,0.029999999999999978,mJy,1542.14,30.24
X8298929,X8298929,uid://A001/X2c0/X29cf,Science Params,7.5,0.029999999999999978,mJy,2570.3,30.24
X11534441,X11534441,uid://A001/X2c0/X29d0,Science Params,7.5,0.029999999999999978,mJy,2902.94,30.24
X13962947,X13962947,uid://A001/X2c0/X29d1,Science Params,7.5,0.029999999999999978,mJy,2600.54,30.24
X27021228,X27021228,uid://A001/X2c0/X29d2,Science Params,7.5,0.029999999999999978,mJy,2479.58,30.24
X15296343,X15296343,uid://A001/X2c0/X29d3,Science Params,7.5,0.029999999999999978,mJy,2449.34,30.24
X18716393,X18716393,uid://A001/X2c0/X29d4,Science Params,7.5,0.029999999999999978,mJy,2600.54,30.24
X15038699,X15038699,uid://A001/X2c0/X29d5,Science Params,7.5,0.029999999999999978,mJy,2449.34,30.24
X31669257,X31669257,uid://A001/X2c0/X29d6,Science Params,7.5,0.029999999999999978,mJy,1542.14,30.24
X22723928,X22723928,uid://A001/X2c0/X29d7,Science Params,7.5,0.029999999999999978,mJy,2570.3,30.24
X2925186,X2925186,uid://A001/X2c0/X29d8,Science Params,7.5,0.029999999999999978,mJy,2540.06,30.24
X24801007,X24801007,uid://A001/X2c0/X29d9,Science Params,7.5,0.029999999999999978,mJy,2600.54,30.24
X30824390,X30824390,uid://A001/X2c0/X29da,Science Params,7.5,0.029999999999999978,mJy,2570.3,30.24
X7116960,X7116960,uid://A001/X2c0/X29db,Science Params,7.5,0.029999999999999978,mJy,2479.58,30.24
X10834973,X10834973,uid://A001/X2c0/X29dc,Science Params,7.5,0.029999999999999978,mJy,2449.34,30.24
X12510515,X12510515,uid://A001/X2c0/X29dd,Science Params,7.5,0.029999999999999978,mJy,2449.34,30.24
X32839435,X32839435,uid://A001/X2c0/X29de,Science Params,7.5,0.029999999999999978,mJy,2479.58,30.24
X26797662,X26797662,uid://A001/X2c0/X29df,Science Params,7.5,0.029999999999999978,mJy,2661.02,30.24
X30873556,X30873556,uid://A001/X2c0/X29e0,Science Params,7.5,0.029999999999999978,mJy,2540.06,30.24
X27578582,X27578582,uid://A001/X2c0/X29e1,Science Params,7.5,0.029999999999999978,mJy,2661.02,30.24
X9250982,X9250982,uid://A001/X2c0/X29e2,Science Params,7.5,0.029999999999999978,mJy,2691.2599999999998,30.24
X21161418,X21161418,uid://A001/X2c0/X29e3,Science Params,7.5,0.029999999999999978,mJy,2933.18,30.24
X19537820,X19537820,uid://A001/X2c0/X29e4,Science Params,7.5,0.029999999999999978,mJy,2449.34,30.24
X20862140,X20862140,uid://A001/X2c0/X2586,Science Params,0.00023671119699180532,4.0,mJy,1088.54,30.24
X27455117,X27455117,uid://A001/X2c0/X2587,Science Params,0.00023678583678870115,2.0,mJy,2086.46,30.24
X32580421,X32580421,uid://A001/X2c0/X2b70,Science Params,7.290675686942848,0.013,mJy,2025.98,30.24
X6026008,X6026008,uid://A001/X2c0/X2b6f,Science Params,0.0009765625000000002,6.0,mJy,786.14,30.24
X354719,X354719,uid://A001/X2c0/X39af,Science Params,0.00112890625,1.48,mJy,1723.58,30.24
X31149662,X31149662,uid://A001/X2c0/X39b0,Science Params,0.00112890625,10.0,mJy,1905.02,18.144
X27106378,X27106378,uid://A001/X2c0/X39b1,Science Params,0.00112890625,10.0,mJy,1965.5,10.08
X16400985,X16400985,uid://A001/X2c0/X39b2,Science Params,0.00112890625,10.0,mJy,418.07599999999996,4.752
X8455839,X8455839,uid://A001/X2c0/X39b3,Science Params,0.00112890625,10.0,mJy,1112.7320000000002,16.128
X23387576,X23387576,uid://A001/X2c0/X288c,Science Params,0.005335405493567723,0.8560000000000008,mJy,1360.7,30.24
X32574122,X32574122,uid://A001/X2c0/X282b,Science Params,0.0019384765625000003,2.0,mJy,2237.66,30.24
X28188869,X28188869,uid://A001/X2c0/X282c,Science Params,0.0019384765625000003,2.0,mJy,1118.78,30.24
