targetId,targetId,SB_UID,specRef,fieldRef,paramRef
X23290290,X23290290,uid://A001/X2c0/X3898,X2186376,X14554097,X25491793
X18107672,X18107672,uid://A001/X2c0/X3899,X27762980,X27250702,X457037
X23876855,X23876855,uid://A001/X2c0/X3899,X27762980,X14228164,X30951533
X16664394,X16664394,uid://A001/X2c0/X3899,X20118292,X13359277,X12728200
X19244843,X19244843,uid://A001/X2c0/X3899,X20118292,X21686647,X32811771
X21160521,X21160521,uid://A001/X2c0/X3899,X20118292,X21686647,X25782414
X14240657,X14240657,uid://A001/X2c0/X3899,X20118292,X8643504,X25924492
X24468938,X24468938,uid://A001/X2c0/X3899,X20118292,X17285770,X1204993
X32414931,X32414931,uid://A001/X2c0/X389a,X27783025,X10898584,X18326969
X13795842,X13795842,uid://A001/X2c0/X389a,X27783025,X30151295,X26985429
X23921117,X23921117,uid://A001/X2c0/X389a,X26137913,X8081079,X18549551
X30584231,X30584231,uid://A001/X2c0/X389a,X26137913,X22318202,X17911496
X17051408,X17051408,uid://A001/X2c0/X389a,X26137913,X22318202,X11301571
X23193145,X23193145,uid://A001/X2c0/X389a,X26137913,X22279829,X32086366
X1454910,X1454910,uid://A001/X2c0/X389a,X26137913,X11876459,X8366927
X30079920,X30079920,uid://A001/X2c0/X389b,X25068820,X2137997,X28226205
X11901735,X11901735,uid://A001/X2c0/X389b,X25068820,X32371241,X31691863
X25581380,X25581380,uid://A001/X2c0/X389b,X17210453,X2612886,X13929427
X24966789,X24966789,uid://A001/X2c0/X389b,X17210453,X4048301,X7148362
X22048760,X22048760,uid://A001/X2c0/X389b,X17210453,X4048301,X882025
X22237041,X22237041,uid://A001/X2c0/X389b,X17210453,X31221898,X31603755
X23766895,X23766895,uid://A001/X2c0/X389b,X17210453,X6773473,X12601017
X1248894,X1248894,uid://A001/X2c0/X36ee,X19588643,X14083073,X26081098
X20735535,X20735535,uid://A001/X2c0/X36ee,X19588643,X9684044,X10602838
X30698613,X30698613,uid://A001/X2c0/X36ee,X18649852,X8776249,X31396785
X31391295,X31391295,uid://A001/X2c0/X36ee,X18649852,X4899173,X3242452
X16587659,X16587659,uid://A001/X2c0/X36ee,X18649852,X20294959,X27841783
X9626931,X9626931,uid://A001/X2c0/X36ee,X18649852,X31189337,X8957956
X1177303,X1177303,uid://A001/X2c0/X36ef,X19886168,X21579760,X31879919
X20530319,X20530319,uid://A001/X2c0/X36ef,X19886168,X1123229,X30830032
X2266021,X2266021,uid://A001/X2c0/X36ef,X739896,X11206241,X27619635
X29680559,X29680559,uid://A001/X2c0/X36ef,X739896,X10559024,X16770979
X23980844,X23980844,uid://A001/X2c0/X36ef,X739896,X24036757,X24440045
X24868821,X24868821,uid://A001/X2c0/X36ef,X739896,X7668779,X27553542
X14939098,X14939098,uid://A001/X2c0/X36f0,X11264163,X4672595,X31782537
X10752409,X10752409,uid://A001/X2c0/X36f0,X11264163,X33395355,X23153265
X14155380,X14155380,uid://A001/X2c0/X36f0,X8552567,X27488045,X4417795
X31258901,X31258901,uid://A001/X2c0/X36f0,X8552567,X2794901,X15596478
X10070600,X10070600,uid://A001/X2c0/X36f0,X8552567,X30618244,X18928222
X28229803,X28229803,uid://A001/X2c0/X36f0,X8552567,X20498618,X10324892
X28684028,X28684028,uid://A001/X2c0/X36f1,X1662159,X24588059,X32767114
X13047042,X13047042,uid://A001/X2c0/X36f1,X1662159,X29718020,X7109148
X9274495,X9274495,uid://A001/X2c0/X36f1,X16114815,X4145193,X18651136
X15813671,X15813671,uid://A001/X2c0/X36f1,X16114815,X7898919,X27259133
X9499818,X9499818,uid://A001/X2c0/X36f1,X16114815,X1400080,X20948893
X6831245,X6831245,uid://A001/X2c0/X36f1,X16114815,X24152213,X8885665
X33258441,X33258441,uid://A001/X2c0/X36f2,X25772963,X19854734,X24369861
X11765932,X11765932,uid://A001/X2c0/X36f2,X25772963,X17086368,X24988109
X28966714,X28966714,uid://A001/X2c0/X36f2,X2324555,X6811634,X26547277
X30401943,X30401943,uid://A001/X2c0/X36f2,X2324555,X15552202,X14792666
X8327953,X8327953,uid://A001/X2c0/X36f2,X2324555,X7557080,X23227215
X14335368,X14335368,uid://A001/X2c0/X36f2,X2324555,X11465226,X12815931
X28419833,X28419833,uid://A001/X2c0/X2212,X24631870,X7125045,X27036889
X20251870,X20251870,uid://A001/X2c0/X2212,X24631870,X18767889,X19576130
X25642094,X25642094,uid://A001/X2c0/X2212,X11252079,X27149331,X8722134
X7493932,X7493932,uid://A001/X2c0/X2212,X11252079,X28971015,X3267684
X19800005,X19800005,uid://A001/X2c0/X2212,X11252079,X17971276,X4183644
X24169468,X24169468,uid://A001/X2c0/X2212,X11252079,X27973673,X9853126
X24153129,X24153129,uid://A001/X2c0/X2213,X6423038,X28804304,X15378422
X23751673,X23751673,uid://A001/X2c0/X2213,X6423038,X26127033,X19375616
X22719651,X22719651,uid://A001/X2c0/X2213,X9991609,X15891143,X18488125
X33444061,X33444061,uid://A001/X2c0/X2213,X9991609,X28529346,X2118934
X23226466,X23226466,uid://A001/X2c0/X2213,X9991609,X1516691,X32141031
X595578,X595578,uid://A001/X2c0/X2213,X9991609,X21290228,X29378349
X512379,X512379,uid://A001/X2c0/X353c,X12113036,X20124304,X1364128
X29644985,X29644985,uid://A001/X2c0/X353c,X12113036,X24975428,X1365182
X5359004,X5359004,uid://A001/X2c0/X353c,X29820956,X1683331,X15073341
X32338004,X32338004,uid://A001/X2c0/X353c,X29820956,X2804947,X20210621
X29284505,X29284505,uid://A001/X2c0/X353c,X29820956,X2804947,X26811022
X10932375,X10932375,uid://A001/X2c0/X353c,X29820956,X11432356,X3506456
X21653709,X21653709,uid://A001/X2c0/X353c,X29820956,X29262928,X33377556
X31006406,X31006406,uid://A001/X2c0/X353d,X5544844,X30877033,X16393062
X21686184,X21686184,uid://A001/X2c0/X353d,X5544844,X14168140,X17648885
X19797251,X19797251,uid://A001/X2c0/X353d,X23020182,X2548655,X27980479
X9210299,X9210299,uid://A001/X2c0/X353d,X23020182,X29470231,X10704677
X32923445,X32923445,uid://A001/X2c0/X353d,X23020182,X29470231,X21616176
X29620081,X29620081,uid://A001/X2c0/X353d,X23020182,X17105398,X22525031
X28829939,X28829939,uid://A001/X2c0/X353d,X23020182,X17723898,X23184182
X25682599,X25682599,uid://A001/X2c0/X353e,X17741423,X14072548,X20206938
X19593688,X19593688,uid://A001/X2c0/X353e,X17741423,X6549540,X30201165
X30551724,X30551724,uid://A001/X2c0/X353e,X14998158,X25806008,X10926141
X19724379,X19724379,uid://A001/X2c0/X353e,X14998158,X17793587,X3885193
X23947251,X23947251,uid://A001/X2c0/X353e,X14998158,X17793587,X4956819
X22858321,X22858321,uid://A001/X2c0/X353e,X14998158,X21463259,X26578096
X12272430,X12272430,uid://A001/X2c0/X353e,X14998158,X20829226,X2639894
X15394722,X15394722,uid://A001/X2c0/X3342,X8591408,X17368084,X11412567
X20700012,X20700012,uid://A001/X2c0/X3342,X8591408,X18773905,X30526304
X1852060,X1852060,uid://A001/X2c0/X3342,X22628939,X19717107,X25362150
X29750782,X29750782,uid://A001/X2c0/X3342,X22628939,X8566565,X6068872
X6162319,X6162319,uid://A001/X2c0/X3342,X22628939,X31570321,X22188491
X21654061,X21654061,uid://A001/X2c0/X3342,X22628939,X19560521,X31399423
X30162308,X30162308,uid://A001/X2c0/X3343,X4455447,X153525,X7248465
X8789656,X8789656,uid://A001/X2c0/X3343,X4455447,X26367714,X8839469
X5914542,X5914542,uid://A001/X2c0/X3343,X17493774,X24524814,X7432267
X19663420,X19663420,uid://A001/X2c0/X3343,X17493774,X30596854,X30020683
X14156841,X14156841,uid://A001/X2c0/X3343,X17493774,X9284361,X27198269
X22645793,X22645793,uid://A001/X2c0/X3343,X17493774,X21379803,X23168144
X6172388,X6172388,uid://A001/X2c0/X3344,X26777315,X22893725,X18470031
X23290137,X23290137,uid://A001/X2c0/X3344,X26777315,X14727243,X5257895
X3214287,X3214287,uid://A001/X2c0/X3344,X33450787,X18329651,X11404845
X20830464,X20830464,uid://A001/X2c0/X3344,X33450787,X224842,X26311303
X23260413,X23260413,uid://A001/X2c0/X3344,X33450787,X5914885,X29206503
X17865717,X17865717,uid://A001/X2c0/X3344,X33450787,X23128839,X9310849
X6130686,X6130686,uid://A001/X2c0/X3345,X28021004,X3274552,X7399020
X27353971,X27353971,uid://A001/X2c0/X3345,X28021004,X30950684,X25372960
X29386940,X29386940,uid://A001/X2c0/X3345,X18623292,X15777741,X1140915
X681281,X681281,uid://A001/X2c0/X3345,X18623292,X18678880,X1649144
X20658541,X20658541,uid://A001/X2c0/X3345,X18623292,X27043222,X20495227
X28457618,X28457618,uid://A001/X2c0/X3345,X18623292,X27319159,X25550269
X16742805,X16742805,uid://A001/X2c0/X3346,X2234766,X1236802,X21999184
X20814766,X20814766,uid://A001/X2c0/X3346,X2234766,X813795,X3748271
X31831530,X31831530,uid://A001/X2c0/X3346,X665878,X10147882,X9956928
X7955661,X7955661,uid://A001/X2c0/X3346,X665878,X24732567,X20812526
X14124477,X14124477,uid://A001/X2c0/X3346,X665878,X4377071,X32482595
X17729451,X17729451,uid://A001/X2c0/X3346,X665878,X7888034,X13191052
X2038844,X2038844,uid://A001/X2c0/X224f,X6621902,X9030090,X31378838
X30359414,X30359414,uid://A001/X2c0/X224f,X6621902,X11647132,X9640471
X5855230,X5855230,uid://A001/X2c0/X224f,X27262597,X25351343,X19437005
X33435828,X33435828,uid://A001/X2c0/X224f,X27262597,X15542401,X3586407
X19554763,X19554763,uid://A001/X2c0/X224f,X27262597,X15542401,X4290031
X19875508,X19875508,uid://A001/X2c0/X224f,X27262597,X13788706,X18759518
X6570063,X6570063,uid://A001/X2c0/X224f,X27262597,X8788322,X15355554
X10263418,X10263418,uid://A001/X2c0/X2bd3,X31787902,X6147697,X9758166
X849982,X849982,uid://A001/X2c0/X2bd3,X31787902,X21501879,X30612947
X12153219,X12153219,uid://A001/X2c0/X2bd3,X5033965,X23892309,X32355983
X8421077,X8421077,uid://A001/X2c0/X2bd3,X5033965,X4236980,X1924304
X31220374,X31220374,uid://A001/X2c0/X2bd3,X5033965,X4236980,X385503
X3686643,X3686643,uid://A001/X2c0/X2bd3,X5033965,X1118234,X33233069
X2813852,X2813852,uid://A001/X2c0/X2bd3,X23508351,X29111477,X33045244
X15481074,X15481074,uid://A001/X2c0/X2bd3,X14220887,X26766267,X33045244
X10398732,X10398732,uid://A001/X2c0/X2bd4,X19805845,X17928791,X1922918
X12126588,X12126588,uid://A001/X2c0/X2bd4,X19805845,X5664666,X31481564
X8672755,X8672755,uid://A001/X2c0/X2bd4,X17112406,X18489692,X7140425
X3911694,X3911694,uid://A001/X2c0/X2bd4,X17112406,X16227425,X8093526
X6242008,X6242008,uid://A001/X2c0/X2bd4,X17112406,X16227425,X6662048
X17719390,X17719390,uid://A001/X2c0/X2bd4,X17112406,X27624016,X14915168
X2092960,X2092960,uid://A001/X2c0/X2bd4,X10464608,X12556687,X2955286
X19055667,X19055667,uid://A001/X2c0/X2bd4,X11339252,X30087257,X2955286
X19261686,X19261686,uid://A001/X2c0/X2bd5,X2862078,X33114361,X3345864
X12837060,X12837060,uid://A001/X2c0/X2bd5,X2862078,X11670047,X30589582
X25343260,X25343260,uid://A001/X2c0/X2bd5,X20808017,X24521977,X18480653
X18724550,X18724550,uid://A001/X2c0/X2bd5,X20808017,X27699941,X26278475
X12665810,X12665810,uid://A001/X2c0/X2bd5,X20808017,X27699941,X3628146
X11155593,X11155593,uid://A001/X2c0/X2bd5,X20808017,X26683295,X11261598
X28339969,X28339969,uid://A001/X2c0/X2bd5,X8940918,X26845005,X19427916
X30047548,X30047548,uid://A001/X2c0/X2bd5,X4704580,X656247,X19427916
X26869147,X26869147,uid://A001/X2c0/X2bd6,X12985081,X21168022,X13258672
X18453025,X18453025,uid://A001/X2c0/X2bd6,X12985081,X10153075,X24189730
X29689483,X29689483,uid://A001/X2c0/X2bd6,X30524959,X13789289,X9232431
X30840994,X30840994,uid://A001/X2c0/X2bd6,X30524959,X32366379,X8786700
X5795918,X5795918,uid://A001/X2c0/X2bd6,X30524959,X32366379,X7992013
X16667567,X16667567,uid://A001/X2c0/X2bd6,X30524959,X33188075,X16434802
X8018287,X8018287,uid://A001/X2c0/X2bd6,X31947485,X10632515,X6871001
X18835752,X18835752,uid://A001/X2c0/X2bd6,X8761264,X21103349,X6871001
X12406426,X12406426,uid://A001/X2c0/X3498,X4673753,X23866370,X31459750
X33215121,X33215121,uid://A001/X2c0/X3498,X4673753,X23190809,X29913002
X28094810,X28094810,uid://A001/X2c0/X3498,X31146182,X29601124,X4282162
X10617769,X10617769,uid://A001/X2c0/X3498,X31146182,X24435253,X15788095
X10599924,X10599924,uid://A001/X2c0/X3498,X31146182,X18933020,X10995608
X5530096,X5530096,uid://A001/X2c0/X3498,X9029313,X25521248,X8305633
X13603469,X13603469,uid://A001/X2c0/X3499,X20543636,X9322261,X12030895
X20265607,X20265607,uid://A001/X2c0/X3499,X20543636,X969486,X12297905
X7614686,X7614686,uid://A001/X2c0/X3499,X23207158,X28180426,X17059394
X4084905,X4084905,uid://A001/X2c0/X3499,X23207158,X21935302,X2341384
X13884145,X13884145,uid://A001/X2c0/X3499,X23207158,X3255048,X17960309
X31243938,X31243938,uid://A001/X2c0/X3499,X21608217,X7209509,X1986534
X10072480,X10072480,uid://A001/X2c0/X349a,X17232839,X32071664,X24638496
X15976788,X15976788,uid://A001/X2c0/X349a,X17232839,X29276977,X26234514
X16216644,X16216644,uid://A001/X2c0/X349a,X22351321,X25723300,X2525050
X27365023,X27365023,uid://A001/X2c0/X349a,X22351321,X7109010,X22778478
X12145428,X12145428,uid://A001/X2c0/X349a,X22351321,X9607667,X28036799
X6821177,X6821177,uid://A001/X2c0/X349a,X22351321,X32049010,X10004150
X31763301,X31763301,uid://A001/X2c0/X349b,X18289216,X11411634,X21932855
X21200218,X21200218,uid://A001/X2c0/X349b,X18289216,X21900384,X15170047
X20901679,X20901679,uid://A001/X2c0/X349b,X3982472,X24773266,X7987297
X25495137,X25495137,uid://A001/X2c0/X349b,X3982472,X32386025,X10732774
X7494389,X7494389,uid://A001/X2c0/X349b,X3982472,X32386025,X31128394
X1343555,X1343555,uid://A001/X2c0/X349b,X3982472,X29210224,X8961831
X8020069,X8020069,uid://A001/X2c0/X349b,X3982472,X480931,X32568211
X29343942,X29343942,uid://A001/X2c0/X349c,X19342680,X23547945,X23116363
X29403205,X29403205,uid://A001/X2c0/X349c,X19342680,X267278,X32825002
X21142115,X21142115,uid://A001/X2c0/X349c,X11527206,X23749099,X14375894
X15179144,X15179144,uid://A001/X2c0/X349c,X11527206,X15675077,X26063679
X14964974,X14964974,uid://A001/X2c0/X349c,X11527206,X15675077,X17104466
X33274450,X33274450,uid://A001/X2c0/X349c,X11527206,X33059294,X1720915
X22977411,X22977411,uid://A001/X2c0/X349c,X11527206,X33032469,X11814994
X23057290,X23057290,uid://A001/X2c0/X349d,X5864591,X6216338,X20204499
X2752518,X2752518,uid://A001/X2c0/X349d,X5864591,X22072978,X9379042
X27916707,X27916707,uid://A001/X2c0/X349d,X9463241,X25462461,X10964053
X25888984,X25888984,uid://A001/X2c0/X349d,X9463241,X13044385,X17809015
X27794940,X27794940,uid://A001/X2c0/X349d,X9463241,X28688726,X1091771
X8191280,X8191280,uid://A001/X2c0/X349d,X9463241,X670415,X20756920
X29563232,X29563232,uid://A001/X2c0/X2178,X21487963,X5847381,X11786647
X13001735,X13001735,uid://A001/X2c0/X2178,X21487963,X16094203,X6816623
X28124438,X28124438,uid://A001/X2c0/X2178,X18892621,X26881953,X30707089
X31060285,X31060285,uid://A001/X2c0/X2178,X18892621,X5508073,X4270185
X3118915,X3118915,uid://A001/X2c0/X2178,X18892621,X6452730,X14842036
X2367817,X2367817,uid://A001/X2c0/X2178,X18892621,X3901067,X5297039
X22652985,X22652985,uid://A001/X2c0/X2178,X18892621,X11897150,X5297039
X19330589,X19330589,uid://A001/X2c0/X2178,X18892621,X24721265,X8164978
X16951790,X16951790,uid://A001/X2c0/X2178,X18892621,X24721265,X8164978
X4485549,X4485549,uid://A001/X2c0/X3529,X9002854,X27110139,X23146313
X17251592,X17251592,uid://A001/X2c0/X3529,X9002854,X5798733,X9692885
X21162113,X21162113,uid://A001/X2c0/X3529,X28216466,X32112253,X55814
X1746928,X1746928,uid://A001/X2c0/X3529,X28216466,X26784554,X8097973
X32004332,X32004332,uid://A001/X2c0/X3529,X28216466,X26784554,X1927125
X6323687,X6323687,uid://A001/X2c0/X3529,X28216466,X13450498,X8843102
X6223953,X6223953,uid://A001/X2c0/X3529,X28216466,X21244472,X33122465
X16476249,X16476249,uid://A001/X2c0/X352a,X8964397,X28236854,X21997131
X9184922,X9184922,uid://A001/X2c0/X352a,X8964397,X28957140,X4538748
X2742867,X2742867,uid://A001/X2c0/X352a,X29144210,X19585394,X31355503
X20847231,X20847231,uid://A001/X2c0/X352a,X29144210,X17228657,X5874639
X23600744,X23600744,uid://A001/X2c0/X352a,X29144210,X17228657,X9493931
X24668183,X24668183,uid://A001/X2c0/X352a,X29144210,X4759021,X16161592
X18674132,X18674132,uid://A001/X2c0/X352a,X29144210,X21763778,X28159306
X15461974,X15461974,uid://A001/X2c0/X352b,X3921231,X6363624,X5622098
X7560201,X7560201,uid://A001/X2c0/X352b,X3921231,X21572154,X7211289
X8435316,X8435316,uid://A001/X2c0/X352b,X4895321,X9321953,X29302535
X20015727,X20015727,uid://A001/X2c0/X352b,X4895321,X14002335,X27273116
X5104589,X5104589,uid://A001/X2c0/X352b,X4895321,X14002335,X27671022
X15694842,X15694842,uid://A001/X2c0/X352b,X4895321,X9016928,X9573541
X32177936,X32177936,uid://A001/X2c0/X352b,X4895321,X14443417,X4051668
X29420037,X29420037,uid://A001/X2c0/X352c,X28119028,X17031518,X31020044
X27515880,X27515880,uid://A001/X2c0/X352c,X28119028,X22082437,X4319143
X18342969,X18342969,uid://A001/X2c0/X352c,X25714655,X925450,X32536294
X25459574,X25459574,uid://A001/X2c0/X352c,X25714655,X27492710,X23435984
X13049621,X13049621,uid://A001/X2c0/X352c,X25714655,X27492710,X15521719
X12237794,X12237794,uid://A001/X2c0/X352c,X25714655,X15491228,X27655826
X22739379,X22739379,uid://A001/X2c0/X352c,X25714655,X27788666,X6266531
X32520373,X32520373,uid://A001/X2c0/X3470,X708446,X20192092,X1474957
X22678158,X22678158,uid://A001/X2c0/X3470,X708446,X30503200,X5764134
X19017289,X19017289,uid://A001/X2c0/X3470,X17626277,X21053757,X8941381
X14776132,X14776132,uid://A001/X2c0/X3470,X17626277,X4253329,X24860157
X21082167,X21082167,uid://A001/X2c0/X3470,X17626277,X30437222,X7999612
X26744876,X26744876,uid://A001/X2c0/X3470,X17626277,X11019291,X8250010
X8983461,X8983461,uid://A001/X2c0/X3471,X25894466,X30544311,X10437806
X2102029,X2102029,uid://A001/X2c0/X3471,X25894466,X22735763,X26764092
X30240968,X30240968,uid://A001/X2c0/X3471,X10983140,X28377425,X8396784
X22467312,X22467312,uid://A001/X2c0/X3471,X10983140,X30395379,X23087820
X10751871,X10751871,uid://A001/X2c0/X3471,X10983140,X25894670,X26382707
X33275341,X33275341,uid://A001/X2c0/X3471,X10983140,X27447552,X12631212
X24663591,X24663591,uid://A001/X2c0/X3472,X13413740,X25777707,X22708353
X24145985,X24145985,uid://A001/X2c0/X3472,X13413740,X24665651,X16404461
X27891081,X27891081,uid://A001/X2c0/X3472,X9991160,X17033423,X17462015
X4536432,X4536432,uid://A001/X2c0/X3472,X9991160,X5508491,X20100821
X11670616,X11670616,uid://A001/X2c0/X3472,X9991160,X3077232,X25936139
X17962403,X17962403,uid://A001/X2c0/X3472,X9991160,X14049912,X25673260
X3393962,X3393962,uid://A001/X2c0/X3473,X24684496,X24408870,X3043423
X11452844,X11452844,uid://A001/X2c0/X3473,X24684496,X14888252,X1584878
X8890812,X8890812,uid://A001/X2c0/X3473,X10008201,X22165180,X1816097
X33554229,X33554229,uid://A001/X2c0/X3473,X10008201,X6362704,X12657922
X23920049,X23920049,uid://A001/X2c0/X3473,X10008201,X8306679,X1144463
X8604397,X8604397,uid://A001/X2c0/X3473,X10008201,X18344378,X19035300
X6332061,X6332061,uid://A001/X2c0/X3474,X2363597,X11310298,X32182595
X25824689,X25824689,uid://A001/X2c0/X3474,X2363597,X20910417,X27282539
X19935571,X19935571,uid://A001/X2c0/X3474,X16147624,X18075100,X9621995
X8841687,X8841687,uid://A001/X2c0/X3474,X16147624,X19338196,X5289951
X13959295,X13959295,uid://A001/X2c0/X3474,X16147624,X26052581,X14038630
X31458485,X31458485,uid://A001/X2c0/X3474,X16147624,X12690717,X4538699
X18159260,X18159260,uid://A001/X2c0/X3475,X27927867,X23613162,X12842678
X9530990,X9530990,uid://A001/X2c0/X3475,X27927867,X27539677,X7268205
X9047297,X9047297,uid://A001/X2c0/X3475,X22790145,X30306736,X32288485
X32233955,X32233955,uid://A001/X2c0/X3475,X22790145,X19868649,X24801244
X11643876,X11643876,uid://A001/X2c0/X3475,X22790145,X11735859,X27374103
X18074937,X18074937,uid://A001/X2c0/X3475,X22790145,X3195161,X23143105
X30933534,X30933534,uid://A001/X2c0/X3476,X6853908,X30066467,X2413664
X23840365,X23840365,uid://A001/X2c0/X3476,X6853908,X17552261,X16361724
X27578027,X27578027,uid://A001/X2c0/X3476,X16532364,X10538934,X13872001
X6183473,X6183473,uid://A001/X2c0/X3476,X16532364,X13378617,X24409487
X29247360,X29247360,uid://A001/X2c0/X3476,X16532364,X4389949,X22650051
X21537222,X21537222,uid://A001/X2c0/X3476,X16532364,X10581817,X16317662
X8387969,X8387969,uid://A001/X2c0/X3477,X17593112,X9928873,X12220600
X4071523,X4071523,uid://A001/X2c0/X3477,X17593112,X11298185,X21711306
X6253989,X6253989,uid://A001/X2c0/X3477,X18313198,X677170,X1968545
X9778432,X9778432,uid://A001/X2c0/X3477,X18313198,X7233741,X8933141
X389569,X389569,uid://A001/X2c0/X3477,X18313198,X7105409,X11927249
X9523235,X9523235,uid://A001/X2c0/X3477,X18313198,X23633614,X11415143
X13089547,X13089547,uid://A001/X2c0/X3479,X2794904,X9463979,X3155781
X31440130,X31440130,uid://A001/X2c0/X3479,X2794904,X31106651,X20377126
X203797,X203797,uid://A001/X2c0/X3479,X1350868,X31743658,X10734834
X33123886,X33123886,uid://A001/X2c0/X3479,X1350868,X33382711,X22949103
X11934355,X11934355,uid://A001/X2c0/X3479,X1350868,X33382711,X18136896
X31176926,X31176926,uid://A001/X2c0/X3479,X1350868,X12900955,X9927145
X25898016,X25898016,uid://A001/X2c0/X3479,X22725485,X19004480,X28386738
X32764101,X32764101,uid://A001/X2c0/X347a,X29903256,X2597341,X22460222
X9283725,X9283725,uid://A001/X2c0/X347a,X29903256,X23109527,X2980280
X28312758,X28312758,uid://A001/X2c0/X347a,X2115984,X25330718,X18189219
X21412226,X21412226,uid://A001/X2c0/X347a,X2115984,X10680315,X4908499
X9616163,X9616163,uid://A001/X2c0/X347a,X2115984,X10680315,X12425630
X18984637,X18984637,uid://A001/X2c0/X347a,X2115984,X8374265,X10427986
X4622976,X4622976,uid://A001/X2c0/X347a,X7120475,X2872829,X23065224
X17298512,X17298512,uid://A001/X2c0/X2a1f,X28254100,X19125078,X30635741
X15097638,X15097638,uid://A001/X2c0/X2a1f,X28254100,X15229862,X29703181
X6752496,X6752496,uid://A001/X2c0/X2a1f,X8119966,X17581191,X8601777
