TARG_ID,TARG_ID,OBSPROJECT_UID,SG_ID,tarType,solarSystem,sourceName,RA,DEC,isMosaic,centerVel,centerVel_units,centerVel_refsys,centerVel_doppler,lineWidth
uid://A001/X1ed/Xf38_03_1,uid://A001/X1ed/Xf38_03_1,uid://A001/X1ed/Xf38,uid://A001/X1ed/Xf38_03,F_MultiplePoints,Unspecified,pBD6,66.98877916666666,26.32175,False,10.001501188652643,km/s,lsr,OPTICAL,0.00076896633998123
uid://A001/X1ed/Xab6_01_1,uid://A001/X1ed/Xab6_01_1,uid://A001/X1ed/Xab6,uid://A001/X1ed/Xab6_01,F_MultiplePoints,Unspecified,PKS_0548-322,87.6689167,-32.2712056,False,19973.050932825787,km/s,hel,RELATIVISTIC,0.10790574991716437
uid://A001/X1ed/Xab6_02_1,uid://A001/X1ed/Xab6_02_1,uid://A001/X1ed/Xab6,uid://A001/X1ed/Xab6_02,F_MultiplePoints,Unspecified,1ES_1312-423,198.764025,-42.6139,False,29833.805576006576,km/s,hel,RELATIVISTIC,0.10439001771018537
uid://A001/X1ed/Xab6_03_1,uid://A001/X1ed/Xab6_03_1,uid://A001/X1ed/Xab6,uid://A001/X1ed/Xab6_03,F_MultiplePoints,Unspecified,PKS_2005-489,302.355794583,-48.831589306,False,20537.540997422115,km/s,hel,RELATIVISTIC,0.10770180882936024
uid://A001/X1ed/Xab6_04_1,uid://A001/X1ed/Xab6_04_1,uid://A001/X1ed/Xab6,uid://A001/X1ed/Xab6_04,F_MultiplePoints,Unspecified,Ap_Lib,229.424221375,-24.372076472,False,14012.09688579079,km/s,lsrk,RADIO,0.10995957076411844
uid://A001/X1ee/X68b_01_1,uid://A001/X1ee/X68b_01_1,uid://A001/X1ee/X68b,uid://A001/X1ee/X68b_01,F_MultiplePoints,Unspecified,AG22.36+0.38,277.65683333333334,-9.212416666666666,False,84.0,km/s,lsrk,RADIO,0.0009994094850587548
uid://A001/X1ee/X68b_01_2,uid://A001/X1ee/X68b_01_2,uid://A001/X1ee/X68b,uid://A001/X1ee/X68b_01,F_MultiplePoints,Unspecified,AG22.37+0.44,277.6027916666667,-9.175416666666667,False,53.0,km/s,lsrk,RADIO,0.0009995128578305593
uid://A001/X1ee/X68b_01_3,uid://A001/X1ee/X68b_01_3,uid://A001/X1ee/X68b,uid://A001/X1ee/X68b_01,F_MultiplePoints,Unspecified,AG22.53-0.19,278.248125,-9.335055555555556,False,76.0,km/s,lsrk,RADIO,0.001153195571426644
uid://A001/X1ee/X68b_01_4,uid://A001/X1ee/X68b_01_4,uid://A001/X1ee/X68b,uid://A001/X1ee/X68b_01,F_MultiplePoints,Unspecified,AG24.01+0.04,278.7230416666667,-7.907055555555556,False,111.0,km/s,lsrk,RADIO,0.0011530609046643675
uid://A001/X1ee/X68b_01_5,uid://A001/X1ee/X68b_01_5,uid://A001/X1ee/X68b,uid://A001/X1ee/X68b_01,F_MultiplePoints,Unspecified,AG24.04+0.10,278.6899583333333,-7.854388888888889,False,65.0,km/s,lsrk,RADIO,0.0011532378952662167
uid://A001/X1ee/X68b_01_6,uid://A001/X1ee/X68b_01_6,uid://A001/X1ee/X68b,uid://A001/X1ee/X68b_01,F_MultiplePoints,Unspecified,AG24.47-0.51,279.44579166666665,-7.75625,False,62.0,km/s,lsrk,RADIO,0.0011532494381315548
uid://A001/X1ee/X68b_01_7,uid://A001/X1ee/X68b_01_7,uid://A001/X1ee/X68b,uid://A001/X1ee/X68b_01,F_MultiplePoints,Unspecified,AG24.51-0.56,279.50691666666665,-7.740638888888889,False,60.0,km/s,lsrk,RADIO,0.0011532571333751135
uid://A001/X1ee/X68b_01_8,uid://A001/X1ee/X68b_01_8,uid://A001/X1ee/X68b,uid://A001/X1ee/X68b_01,F_MultiplePoints,Unspecified,AG25.67-0.12,279.6455,-6.511888888888889,False,92.0,km/s,lsrk,RADIO,0.0011531340094781746
uid://A001/X1ee/X68b_01_9,uid://A001/X1ee/X68b_01_9,uid://A001/X1ee/X68b,uid://A001/X1ee/X68b_01,F_MultiplePoints,Unspecified,AG30.58-0.21,281.97545833333334,-2.186916666666667,False,96.0,km/s,lsrk,RADIO,0.0011531186189910573
uid://A001/X1ee/X68b_01_10,uid://A001/X1ee/X68b_01_10,uid://A001/X1ee/X68b,uid://A001/X1ee/X68b_01,F_MultiplePoints,Unspecified,AG30.89+0.13,281.807,-1.751,False,102.0,km/s,lsrk,RADIO,0.0011530955332603814
uid://A001/X1ee/X68b_01_11,uid://A001/X1ee/X68b_01_11,uid://A001/X1ee/X68b,uid://A001/X1ee/X68b_01,F_MultiplePoints,Unspecified,AG31.94+0.07,282.34229166666665,-0.843,False,95.0,km/s,lsrk,RADIO,0.0011531224666128368
uid://A001/X1ee/X68b_01_12,uid://A001/X1ee/X68b_01_12,uid://A001/X1ee/X68b,uid://A001/X1ee/X68b_01,F_MultiplePoints,Unspecified,AG31.98+0.06,282.369375,-0.8156944444444445,False,95.0,km/s,lsrk,RADIO,0.0011531224666128368
uid://A001/X1ee/X49a_01_1,uid://A001/X1ee/X49a_01_1,uid://A001/X1ee/X49a,uid://A001/X1ee/X49a_01,F_MultiplePoints,Unspecified,Flying_Saucer,247.05713,-24.52753,False,4.0,km/s,lsrk,RADIO,0.0022702881425598186
uid://A001/X1ed/X1244_01_1,uid://A001/X1ed/X1244_01_1,uid://A001/X1ed/X1244,uid://A001/X1ed/X1244_01,F_MultiplePoints,Unspecified,ALESS10,53.079166666666666,-27.871944444444445,False,0.0,km/s,lsrk,RADIO,0.10047150685825457
uid://A001/X1ed/X1244_01_2,uid://A001/X1ed/X1244_01_2,uid://A001/X1ed/X1244,uid://A001/X1ed/X1244_01,F_MultiplePoints,Unspecified,ALESS34,53.07333333333333,-27.875,False,0.0,km/s,lsrk,RADIO,0.10047150685825458
uid://A001/X1ed/X1244_01_3,uid://A001/X1ed/X1244_01_3,uid://A001/X1ed/X1244,uid://A001/X1ed/X1244_01,F_MultiplePoints,Unspecified,ALESS12,53.20041666666667,-27.90388888888889,False,0.0,km/s,lsrk,RADIO,0.10047150685825458
uid://A001/X1fc/X43_01_1,uid://A001/X1fc/X43_01_1,uid://A001/X1fc/X43,uid://A001/X1fc/X43_01,F_MultiplePoints,Unspecified,G32.02+0.06,282.40541666666667,-0.7630555555555556,False,95.0,km/s,lsr,RADIO,0.004907063614944999
uid://A001/X1fc/X43_01_2,uid://A001/X1fc/X43_01_2,uid://A001/X1fc/X43,uid://A001/X1fc/X43_01,F_MultiplePoints,Unspecified,G30.70-0.06,281.90375,-2.0180555555555557,False,88.0,km/s,lsr,RADIO,0.005353285340379174
uid://A001/X1ee/X1080_01_1,uid://A001/X1ee/X1080_01_1,uid://A001/X1ee/X1080,uid://A001/X1ee/X1080_01,F_MultiplePoints,Unspecified,HD_142527,239.17454109,-42.32313184,False,-3.1,km/s,hel,RELATIVISTIC,0.004613999673484237
uid://A001/X1ee/X1080_02_1,uid://A001/X1ee/X1080_02_1,uid://A001/X1ee/X1080,uid://A001/X1ee/X1080_02,F_MultiplePoints,Unspecified,Hd_142527,239.174541094,-42.323131841,False,-3.1,km/s,hel,RELATIVISTIC,0.002307043907686085
uid://A001/X1ee/X7d_01_1,uid://A001/X1ee/X7d_01_1,uid://A001/X1ee/X7d,uid://A001/X1ee/X7d_01,F_MultiplePoints,Unspecified,alf_cen,219.89948333333334,-60.83560194444444,False,-22.3,km/s,hel,RELATIVISTIC,0.0
uid://A001/X1ee/X7d_02_1,uid://A001/X1ee/X7d_02_1,uid://A001/X1ee/X7d,uid://A001/X1ee/X7d_02,F_MultiplePoints,Unspecified,alf_CMa,101.28715533,-16.71611586,False,-5.5,km/s,hel,RELATIVISTIC,0.0
uid://A001/X1ee/X7d_03_1,uid://A001/X1ee/X7d_03_1,uid://A001/X1ee/X7d,uid://A001/X1ee/X7d_03,F_MultiplePoints,Unspecified,eps_eri,53.23268735,-9.45825866,False,16.43,km/s,hel,RELATIVISTIC,0.0
uid://A001/X1ee/X7d_04_1,uid://A001/X1ee/X7d_04_1,uid://A001/X1ee/X7d,uid://A001/X1ee/X7d_04,F_MultiplePoints,Unspecified,alf_CMi,114.825497908,5.224987557,False,-3.2,km/s,hel,RELATIVISTIC,0.0
uid://A001/X1ee/X7d_05_1,uid://A001/X1ee/X7d_05_1,uid://A001/X1ee/X7d,uid://A001/X1ee/X7d_05,F_MultiplePoints,Unspecified,eps_ind,330.840242038,-56.78597693,False,-40.0,km/s,hel,RELATIVISTIC,0.0
uid://A001/X1ee/X7d_06_1,uid://A001/X1ee/X7d_06_1,uid://A001/X1ee/X7d,uid://A001/X1ee/X7d_06,F_MultiplePoints,Unspecified,tau_cet,26.017014089,-15.93747951,False,-16.68,km/s,hel,RELATIVISTIC,0.0
uid://A001/X1ed/X62b_01_1,uid://A001/X1ed/X62b_01_1,uid://A001/X1ed/X62b,uid://A001/X1ed/X62b_01,F_MultiplePoints,Unspecified,Antares,247.35191542,-26.43200261,False,-3.5,km/s,hel,RELATIVISTIC,0.0
uid://A001/X1ed/X62b_02_1,uid://A001/X1ed/X62b_02_1,uid://A001/X1ed/X62b,uid://A001/X1ed/X62b_02,F_MultiplePoints,Unspecified,antares,247.35191542,-26.432002612,False,-3.5,km/s,hel,RELATIVISTIC,0.0
uid://A001/X1ed/X62b_03_1,uid://A001/X1ed/X62b_03_1,uid://A001/X1ed/X62b,uid://A001/X1ed/X62b_03,F_MultiplePoints,Unspecified,antares,247.35191542,-26.432002612,False,-3.5,km/s,hel,RELATIVISTIC,0.0
uid://A001/X1ed/X62b_04_1,uid://A001/X1ed/X62b_04_1,uid://A001/X1ed/X62b,uid://A001/X1ed/X62b_04,F_MultiplePoints,Unspecified,antares,247.35191542,-26.432002612,False,-3.5,km/s,hel,RELATIVISTIC,0.0
uid://A001/X1ed/X62b_05_1,uid://A001/X1ed/X62b_05_1,uid://A001/X1ed/X62b,uid://A001/X1ed/X62b_05,F_MultiplePoints,Unspecified,antares,247.35191542,-26.432002612,False,-3.5,km/s,hel,RELATIVISTIC,0.0
uid://A001/X1ed/X62b_06_1,uid://A001/X1ed/X62b_06_1,uid://A001/X1ed/X62b,uid://A001/X1ed/X62b_06,F_MultiplePoints,Unspecified,antares,247.35191542,-26.432002612,False,-3.5,km/s,hel,RELATIVISTIC,0.0
uid://A001/X1ed/X62b_07_1,uid://A001/X1ed/X62b_07_1,uid://A001/X1ed/X62b,uid://A001/X1ed/X62b_07,F_MultiplePoints,Unspecified,antares,247.35191542,-26.432002612,False,-3.5,km/s,hel,RELATIVISTIC,0.0
uid://A001/X1ee/X521_01_1,uid://A001/X1ee/X521_01_1,uid://A001/X1ee/X521,uid://A001/X1ee/X521_01,F_MultiplePoints,Unspecified,SDSS-LERG-87894,149.83654166666668,1.2985555555555555,False,27105.12127087502,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_01_2,uid://A001/X1ee/X521_01_2,uid://A001/X1ee/X521,uid://A001/X1ee/X521_01,F_MultiplePoints,Unspecified,SDSS-LERG-89458,157.24583333333334,3.1243333333333334,False,20291.751305985454,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_02_1,uid://A001/X1ee/X521_02_1,uid://A001/X1ee/X521,uid://A001/X1ee/X521_02,F_MultiplePoints,Unspecified,SDSS-LERG-439476,226.33770833333332,5.09035,False,22573.90663745226,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_02_2,uid://A001/X1ee/X521_02_2,uid://A001/X1ee/X521,uid://A001/X1ee/X521_02,F_MultiplePoints,Unspecified,SDSS-LERG-119587,228.79625,3.8485305555555556,False,21779.532577591486,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_02_3,uid://A001/X1ee/X521_02_3,uid://A001/X1ee/X521,uid://A001/X1ee/X521_02,F_MultiplePoints,Unspecified,SDSS-LERG-117767,221.37458333333333,3.924038888888889,False,18252.251582074136,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_02_4,uid://A001/X1ee/X521_02_4,uid://A001/X1ee/X521,uid://A001/X1ee/X521_02,F_MultiplePoints,Unspecified,SDSS-LERG-119629,228.90916666666666,4.339788888888889,False,25816.732604059474,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_02_5,uid://A001/X1ee/X521_02_5,uid://A001/X1ee/X521,uid://A001/X1ee/X521_02,F_MultiplePoints,Unspecified,SDSS-LERG-439846,227.80125,4.907880555555556,False,22627.728515143674,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_03_1,uid://A001/X1ee/X521_03_1,uid://A001/X1ee/X521,uid://A001/X1ee/X521_03,F_MultiplePoints,Unspecified,SDSS-LERG-87894,149.83654166666668,1.2985555555555555,False,27105.12127087502,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_03_2,uid://A001/X1ee/X521_03_2,uid://A001/X1ee/X521,uid://A001/X1ee/X521_03,F_MultiplePoints,Unspecified,SDSS-LERG-89458,157.24583333333334,3.1243333333333334,False,20291.751305985454,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_04_1,uid://A001/X1ee/X521_04_1,uid://A001/X1ee/X521,uid://A001/X1ee/X521_04,F_MultiplePoints,Unspecified,SDSS-LERG-439476,226.33770833333332,5.09035,False,22573.90663745226,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_04_2,uid://A001/X1ee/X521_04_2,uid://A001/X1ee/X521,uid://A001/X1ee/X521_04,F_MultiplePoints,Unspecified,SDSS-LERG-119587,228.79625,3.8485305555555556,False,21779.532577591486,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_04_3,uid://A001/X1ee/X521_04_3,uid://A001/X1ee/X521,uid://A001/X1ee/X521_04,F_MultiplePoints,Unspecified,SDSS-LERG-117767,221.37458333333333,3.924038888888889,False,18252.251582074136,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_04_4,uid://A001/X1ee/X521_04_4,uid://A001/X1ee/X521,uid://A001/X1ee/X521_04,F_MultiplePoints,Unspecified,SDSS-LERG-119629,228.90916666666666,4.339788888888889,False,25816.732604059474,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_04_5,uid://A001/X1ee/X521_04_5,uid://A001/X1ee/X521,uid://A001/X1ee/X521_04,F_MultiplePoints,Unspecified,SDSS-LERG-439846,227.80125,4.907880555555556,False,22627.728515143674,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_05_1,uid://A001/X1ee/X521_05_1,uid://A001/X1ee/X521,uid://A001/X1ee/X521_05,F_MultiplePoints,Unspecified,SDSS-LERG-87894,149.83654166666668,1.2985555555555555,False,27105.12127087502,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_05_2,uid://A001/X1ee/X521_05_2,uid://A001/X1ee/X521,uid://A001/X1ee/X521_05,F_MultiplePoints,Unspecified,SDSS-LERG-89458,157.24583333333334,3.1243333333333334,False,20291.751305985454,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_06_1,uid://A001/X1ee/X521_06_1,uid://A001/X1ee/X521,uid://A001/X1ee/X521_06,F_MultiplePoints,Unspecified,SDSS-LERG-439476,226.33770833333332,5.09035,False,22573.90663745226,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_06_2,uid://A001/X1ee/X521_06_2,uid://A001/X1ee/X521,uid://A001/X1ee/X521_06,F_MultiplePoints,Unspecified,SDSS-LERG-119587,228.79625,3.8485305555555556,False,21779.532577591486,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_06_3,uid://A001/X1ee/X521_06_3,uid://A001/X1ee/X521,uid://A001/X1ee/X521_06,F_MultiplePoints,Unspecified,SDSS-LERG-117767,221.37458333333333,3.924038888888889,False,18252.251582074136,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_06_4,uid://A001/X1ee/X521_06_4,uid://A001/X1ee/X521,uid://A001/X1ee/X521_06,F_MultiplePoints,Unspecified,SDSS-LERG-119629,228.90916666666666,4.339788888888889,False,25816.732604059474,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/X521_06_5,uid://A001/X1ee/X521_06_5,uid://A001/X1ee/X521,uid://A001/X1ee/X521_06,F_MultiplePoints,Unspecified,SDSS-LERG-439846,227.80125,4.907880555555556,False,22627.728515143674,km/s,lsrk,RADIO,0.0
uid://A001/X1ee/Xb2_01_1,uid://A001/X1ee/Xb2_01_1,uid://A001/X1ee/Xb2,uid://A001/X1ee/Xb2_01,F_MultiplePoints,Unspecified,NGC_1300,49.920833333333334,-19.41111111111111,False,1574.6352644593344,km/s,hel,OPTICAL,0.0038249431532607916
uid://A001/X1ee/Xb2_02_1,uid://A001/X1ee/Xb2_02_1,uid://A001/X1ee/Xb2,uid://A001/X1ee/Xb2_02,F_MultiplePoints,Unspecified,NGC_1300,49.920833333333334,-19.41111111111111,False,1574.6352644593344,km/s,hel,OPTICAL,0.003824943153260791
uid://A001/X1fb/X96_01_1,uid://A001/X1fb/X96_01_1,uid://A001/X1fb/X96,uid://A001/X1fb/X96_01,F_MultiplePoints,Unspecified,ACTJ0107+0001,16.871916666666667,0.021166666666666667,False,230599.4702556374,km/s,lsrk,RADIO,0.20054343791278023
uid://A001/X1fb/X96_02_1,uid://A001/X1fb/X96_02_1,uid://A001/X1fb/X96,uid://A001/X1fb/X96_02,F_MultiplePoints,Unspecified,ACTJ0210+0016,32.421458333333334,0.2657777777777778,False,215410.43311821664,km/s,lsrk,RADIO,0.08441154271884092
uid://A001/X1fb/X96_03_1,uid://A001/X1fb/X96_03_1,uid://A001/X1fb/X96,uid://A001/X1fb/X96_03,F_MultiplePoints,Unspecified,ACTJ0254,43.381708333333336,-0.05658333333333333,False,247141.86825641026,km/s,lsrk,RADIO,0.12997116619837468
uid://A001/X1fb/X96_04_1,uid://A001/X1fb/X96_04_1,uid://A001/X1fb/X96,uid://A001/X1fb/X96_04,F_MultiplePoints,Unspecified,ACTJ2030+0121,307.48125,1.3496388888888888,False,176217.66080296782,km/s,lsrk,RADIO,0.06339587747633274
uid://A001/X1fc/X4f_01_1,uid://A001/X1fc/X4f_01_1,uid://A001/X1fc/X4f,uid://A001/X1fc/X4f_01,F_MultiplePoints,Unspecified,Orion-34,83.74058333333333,-5.7266,False,10.0,km/s,lsrk,RADIO,0.0003107826484075411
uid://A001/X1fc/X4f_01_2,uid://A001/X1fc/X4f_01_2,uid://A001/X1fc/X4f,uid://A001/X1fc/X4f_01,F_MultiplePoints,Unspecified,Orion-38,83.64979166666667,-5.6847,False,10.000143229186161,km/s,lsrk,RADIO,0.0003107826482590563
uid://A001/X1fc/X4f_01_3,uid://A001/X1fc/X4f_01_3,uid://A001/X1fc/X4f,uid://A001/X1fc/X4f_01,F_MultiplePoints,Unspecified,Orion-69,83.7768,-5.566861111111111,False,10.0,km/s,lsrk,RADIO,0.0003107826484075411
uid://A001/X1fc/X4f_02_1,uid://A001/X1fc/X4f_02_1,uid://A001/X1fc/X4f,uid://A001/X1fc/X4f_02,F_MultiplePoints,Unspecified,L1688A-MM18,246.681,-24.29,False,3.0,km/s,lsrk,RADIO,0.00031078990526490824
uid://A001/X1fc/X4f_02_2,uid://A001/X1fc/X4f_02_2,uid://A001/X1fc/X4f,uid://A001/X1fc/X4f_02,F_MultiplePoints,Unspecified,L1689-SMM16a,247.907,-24.83,False,3.0,km/s,lsrk,RADIO,0.00031078990526490824
uid://A001/X1fc/X4f_02_3,uid://A001/X1fc/X4f_02_3,uid://A001/X1fc/X4f,uid://A001/X1fc/X4f_02,F_MultiplePoints,Unspecified,L1709-SMM2,247.931,-24.005,False,0.0,km/s,lsrk,RADIO,0.0003107930153466369
uid://A001/X1ed/X28c_01_1,uid://A001/X1ed/X28c_01_1,uid://A001/X1ed/X28c,uid://A001/X1ed/X28c_01,F_MultiplePoints,Unspecified,NGC3256,156.965,-43.905,False,2794.2,km/s,hel,RELATIVISTIC,0.0732250983531176
uid://A001/X1ed/X28c_02_1,uid://A001/X1ed/X28c_02_1,uid://A001/X1ed/X28c,uid://A001/X1ed/X28c_02,F_MultiplePoints,Unspecified,NGC3256,156.965,-43.905,False,2794.2,km/s,hel,RELATIVISTIC,0.09351565832058753
uid://A001/X1ed/X28c_03_1,uid://A001/X1ed/X28c_03_1,uid://A001/X1ed/X28c,uid://A001/X1ed/X28c_03,F_MultiplePoints,Unspecified,NGC3628,170.0709083,13.5894889,False,862.1589848995541,km/s,hel,RELATIVISTIC,0.058958838133233556
uid://A001/X1ed/X28c_04_1,uid://A001/X1ed/X28c_04_1,uid://A001/X1ed/X28c,uid://A001/X1ed/X28c_04,F_MultiplePoints,Unspecified,NGC3628,170.0709083,13.5894889,False,862.1589848995541,km/s,hel,RELATIVISTIC,0.07529623975727377
uid://A001/X1ed/X28c_05_1,uid://A001/X1ed/X28c_05_1,uid://A001/X1ed/X28c,uid://A001/X1ed/X28c_05,F_MultiplePoints,Unspecified,NGC1377,54.1628208,-20.9022611,False,1769.8161372701873,km/s,hel,RELATIVISTIC,0.05878059965649116
uid://A001/X1ed/X28c_06_1,uid://A001/X1ed/X28c_06_1,uid://A001/X1ed/X28c,uid://A001/X1ed/X28c_06,F_MultiplePoints,Unspecified,NGC1377,54.1628208,-20.9022611,False,1769.8161372701873,km/s,hel,RELATIVISTIC,0.07506861167802907
uid://A001/X1ac/X15_01_1,uid://A001/X1ac/X15_01_1,uid://A001/X1ac/X15,uid://A001/X1ac/X15_01,F_MultiplePoints,Unspecified,Antennae,180.47875,-18.884444444444444,False,1550.0,km/s,lsrk,RELATIVISTIC,0.06901026222087259
uid://A001/X1ee/X56c_01_1,uid://A001/X1ee/X56c_01_1,uid://A001/X1ee/X56c,uid://A001/X1ee/X56c_01,F_MultiplePoints,Unspecified,XCSJ2215,333.99362916666666,-17.63316111111111,False,437696.98868,km/s,hel,OPTICAL,0.09518705022291643
uid://A001/X1ee/X56c_02_1,uid://A001/X1ee/X56c_02_1,uid://A001/X1ee/X56c,uid://A001/X1ee/X56c_02,F_MultiplePoints,,off-SW-G04,333.99333333333334,-17.6377,False,437696.98868,km/s,lsrk,OPTICAL,0.23559498618207403
uid://A001/X1ee/X56c_02_2,uid://A001/X1ee/X56c_02_2,uid://A001/X1ee/X56c,uid://A001/X1ee/X56c_02,F_MultiplePoints,Unspecified,off-E-G06,333.99805833333335,-17.633008333333333,False,437696.98868,km/s,lsrk,OPTICAL,0.23559498618207403
uid://A001/X1ee/X56c_02_3,uid://A001/X1ee/X56c_02_3,uid://A001/X1ee/X56c,uid://A001/X1ee/X56c_02,F_MultiplePoints,Unspecified,off-N-G11,333.9932375,-17.629358333333332,False,437696.98868,km/s,lsrk,OPTICAL,0.23559498618207403
uid://A001/X1ee/X56c_02_4,uid://A001/X1ee/X56c_02_4,uid://A001/X1ee/X56c,uid://A001/X1ee/X56c_02,F_MultiplePoints,Unspecified,off-W-G13,333.98795416666667,-17.632625,False,435898.233932,km/s,lsrk,OPTICAL,0.23617101304315488
uid://A001/X1ed/X666_01_1,uid://A001/X1ed/X666_01_1,uid://A001/X1ed/X666,uid://A001/X1ed/X666_01,F_MultiplePoints,Unspecified,SMM_J04135+10277,63.3625,10.460833333333333,False,261824.13866092375,km/s,lsrk,RELATIVISTIC,0.1999191794027312
uid://A001/X1ed/X666_02_1,uid://A001/X1ed/X666_02_1,uid://A001/X1ed/X666,uid://A001/X1ed/X666_02,F_MultiplePoints,Unspecified,SMM_J04135,63.3625,10.460833333333333,False,261824.1,km/s,lsrk,RELATIVISTIC,0.31979142105666547
uid://A001/X1ed/X666_03_1,uid://A001/X1ed/X666_03_1,uid://A001/X1ed/X666,uid://A001/X1ed/X666_03,F_MultiplePoints,Unspecified,TXS0828+193,127.72258333333333,19.221027777777778,False,256215.38860402422,km/s,lsrk,RELATIVISTIC,0.0
uid://A001/X1ed/X666_04_1,uid://A001/X1ed/X666_04_1,uid://A001/X1ed/X666,uid://A001/X1ed/X666_04,F_MultiplePoints,Unspecified,TXS0828+193,127.72258333333333,19.221027777777778,False,256215.38860402422,km/s,lsrk,RELATIVISTIC,0.09690203747553915
uid://A001/X1ed/Xb37_01_1,uid://A001/X1ed/Xb37_01_1,uid://A001/X1ed/Xb37,uid://A001/X1ed/Xb37_01,F_SingleRectangle,Unspecified,SDC338.315-0.413,250.6135,-46.784166666666664,True,-38.0,km/s,lsrk,RADIO,0.00031083240971520104
uid://A001/X1ed/Xb37_01_2,uid://A001/X1ed/Xb37_01_2,uid://A001/X1ed/Xb37,uid://A001/X1ed/Xb37_01,F_SingleRectangle,Unspecified,SDC326.476+0.706,235.83116666666666,-54.1225,True,-39.4,km/s,lsrk,RADIO,0.00031083386108667435
uid://A001/X1ed/Xb37_01_3,uid://A001/X1ed/Xb37_01_3,uid://A001/X1ed/Xb37,uid://A001/X1ed/Xb37_01,F_SingleRectangle,Unspecified,SDC339.608-0.110,251.495375,-45.645833333333336,True,-32.9,km/s,lsrk,RADIO,0.00031082712257626214
uid://A001/X1ed/Xb37_01_4,uid://A001/X1ed/Xb37_01_4,uid://A001/X1ed/Xb37,uid://A001/X1ed/Xb37_01,F_SingleRectangle,Unspecified,SDC340.969-1.020,253.72625,-45.15277777777778,True,-22.7,km/s,lsrk,RADIO,0.0003108165482983844
uid://A001/X1ed/Xb37_01_5,uid://A001/X1ed/Xb37_01_5,uid://A001/X1ed/Xb37,uid://A001/X1ed/Xb37_01,F_SingleRectangle,Unspecified,SDC345.258-0.028,256.29995833333334,-41.165277777777774,True,-16.4,km/s,lsrk,RADIO,0.0003108100171267541
uid://A001/X1ed/X74_01_1,uid://A001/X1ed/X74_01_1,uid://A001/X1ed/X74,uid://A001/X1ed/X74_01,F_MultiplePoints,Unspecified,core813,261.24764,-34.24115,False,-10.0,km/s,lsr,RADIO,0.001446954042645698
uid://A001/X1ed/X74_01_2,uid://A001/X1ed/X74_01_2,uid://A001/X1ed/X74,uid://A001/X1ed/X74_01,F_MultiplePoints,Unspecified,core166,261.34245,-34.40367,False,-5.0,km/s,lsr,RADIO,0.001446929910854846
uid://A001/X1ed/X74_01_3,uid://A001/X1ed/X74_01_3,uid://A001/X1ed/X74,uid://A001/X1ed/X74_01,F_MultiplePoints,Unspecified,core274,261.33711,-34.39932,False,-5.0,km/s,lsr,RADIO,0.001446929910854846
uid://A001/X1ed/X74_01_4,uid://A001/X1ed/X74_01_4,uid://A001/X1ed/X74,uid://A001/X1ed/X74_01,F_MultiplePoints,Unspecified,core818,261.05314,-34.22041,False,-5.0,km/s,lsr,RADIO,0.001446929910854846
uid://A001/X1ed/X74_01_5,uid://A001/X1ed/X74_01_5,uid://A001/X1ed/X74,uid://A001/X1ed/X74_01,F_MultiplePoints,Unspecified,core826,261.39923,-34.35666,False,-5.0,km/s,lsr,RADIO,0.001446929910854846
uid://A001/X1ed/X74_01_6,uid://A001/X1ed/X74_01_6,uid://A001/X1ed/X74,uid://A001/X1ed/X74_01,F_MultiplePoints,Unspecified,core904,261.33351,-34.40886,False,-5.0,km/s,lsr,RADIO,0.001446929910854846
uid://A001/X1ed/X74_01_7,uid://A001/X1ed/X74_01_7,uid://A001/X1ed/X74,uid://A001/X1ed/X74_01,F_MultiplePoints,Unspecified,core986,261.41103,-34.47939,False,-5.0,km/s,lsr,RADIO,0.001446929910854846
uid://A001/X1ed/X74_01_8,uid://A001/X1ed/X74_01_8,uid://A001/X1ed/X74,uid://A001/X1ed/X74_01,F_MultiplePoints,Unspecified,core1343,261.41409,-34.51704,False,-5.0,km/s,lsr,RADIO,0.001446929910854846
uid://A001/X1ed/X74_01_9,uid://A001/X1ed/X74_01_9,uid://A001/X1ed/X74,uid://A001/X1ed/X74_01,F_MultiplePoints,Unspecified,core1398,261.10319,-34.17954,False,-5.0,km/s,lsr,RADIO,0.001446929910854846
